,Site.ID,From (m),To (m),Depth,Material.simplified,Deposit.type,Deposit.type.conf,Mid_VI,EI_pred
910,W14103137-CR3S,7.6,9.5,8.55,Fine,Glaciolacustrine,2,8,0.14276373
911,W14103137-CR4N,9.7,13.4,11.55,Fine,Glaciolacustrine,2,0,0.113853405
912,W14103137-CR4N,1.8,2.5,2.15,Fine,Glaciolacustrine,2,45,0.297063687
913,W14103137-CR4N,3,3.3,3.15,Fine,Glaciolacustrine,2,45,0.289764312
914,W14103137-CR4S,0.5,1.2,0.85,Fine,Glaciolacustrine,2,87,0.495714343
915,W14103137-CR4S,8.5,8.8,8.65,Fine,Glaciolacustrine,2,0,0.124646487
916,W14103137-CR4S,3.4,5.2,4.3,Fine,Glaciolacustrine,2,45,0.281501808
917,W14103137-CR4S,1.6,2.1,1.85,Fine,Glaciolacustrine,2,87,0.486925713
918,W14103137-CR8N,6,6.4,6.2,Fine,Glaciolacustrine,2,45,0.268167207
919,W14103137-CR8N,0.8,1,0.9,Fine,Glaciolacustrine,2,45,0.306334286
920,W14103137-CR8N,2.5,6,4.25,Fine,Glaciolacustrine,2,8,0.162402301
921,W14103137-CR8N,6.4,12.2,9.3,Fine,Glaciolacustrine,2,8,0.139546159
922,W14103137-CR8S,5.4,10.2,7.8,Fine,Glaciolacustrine,2,0,0.127969892
923,W14103137-CR8S,2.1,4.9,3.5,Fine,Glaciolacustrine,2,45,0.287234582
924,W14103137-CR8S,1.3,1.7,1.5,Fine,Glaciolacustrine,2,8,0.176055462
925,W14103137-CR8S,11.6,12.05,11.825,Fine,Glaciolacustrine,2,0,0.112872752
926,W14103137-CR8S,12.05,12.5,12.275,Fine,Glaciolacustrine,2,45,0.228286321
927,W14103137-CRA12S,2.7,3,2.85,Fine,Glaciolacustrine,3,8,0.061621226
928,W14103137-CRA12S,0.95,2.7,1.825,Fine,Glaciolacustrine,3,45,0.121932615
929,W14103137-CRA12S,6,6.5,6.25,Fine,Glaciolacustrine,3,8,0.054926863
930,W14103137-CRA12S,5.8,6,5.9,Fine,Glaciolacustrine,3,45,0.107281519
931,W14103137-CRA12S,4.6,5.8,5.2,Fine,Glaciolacustrine,3,8,0.056919659
932,W14103137-CRA12S,3,3.4,3.2,Fine,Glaciolacustrine,3,45,0.116808461
933,W14103137-S6-BH14,0.1,0.5,0.3,Fine,Glaciolacustrine,2,0,0.160616646
934,172-2-2,4.9,10,7.45,Till,Glaciolacustrine,3,8,0.03724179
935,174-60,1.5,3,2.25,Till,Glaciolacustrine,2,8,0.127261626
936,19A-01,6.1,6.4,6.25,Till,Glaciolacustrine,2,45,0.204231712
937,19A-04,1.5,3,2.25,Till,Glaciolacustrine,2,45,0.228114678
938,2.45-1-15,3.7,4.1,3.9,Till,Glaciolacustrine,2,0,0.105528591
939,2.45-1-2,2.3,5.2,3.75,Till,Glaciolacustrine,2,8,0.121473644
940,2.45-1-5,0.9,4,2.45,Till,Glaciolacustrine,3,8,0.044326116
941,312-16,3.4,3.8,3.6,Till,Glaciolacustrine,2,45,0.219842226
942,312-16,4.6,6.7,5.65,Till,Glaciolacustrine,2,8,0.114464815
943,312-16,3.8,4.6,4.2,Till,Glaciolacustrine,2,8,0.119781423
944,AH109.6C,9.4,10.4,9.9,Till,Glaciolacustrine,3,0,0.029303828
945,I401A - 34,0,2.3,1.15,Till,Glaciolacustrine,2,0,0.115102529
946,I401A - 60,4.6,6.7,5.65,Till,Glaciolacustrine,2,0,0.099802367
947,KP7 - P1,4.3,7.5,5.9,Till,Glaciolacustrine,3,0,0.033778529
948,PW10 - 30,4.6,7.9,6.25,Till,Glaciolacustrine,3,0,0.033363202
949,W14103137-CR15S,8.8,14.6,11.7,Till,Glaciolacustrine,3,45,0.063923175
950,W14103137-CR15S,15.1,20.2,17.65,Till,Glaciolacustrine,3,8,0.025911584
951,W14103137-CR15S,20.2,21,20.6,Till,Glaciolacustrine,3,8,0.02328454
952,W14103137-CR15S,14.6,15.1,14.85,Till,Glaciolacustrine,3,8,0.028654233
953,W14103137-CR15S,4.3,4.7,4.5,Till,Glaciolacustrine,3,8,0.041283444
954,W14103137-CR15S,4.7,8.8,6.75,Till,Glaciolacustrine,3,45,0.075372166
955,W14103137-CR17aS,10.4,12.2,11.3,Till,Glaciolacustrine,2,45,0.176781868
956,W14103137-CR17aS,4.9,6.7,5.8,Till,Glaciolacustrine,2,8,0.11392654
957,W14103137-CR17aS,12.2,15,13.6,Till,Glaciolacustrine,2,8,0.088794736
958,W14103137-CR17aS,6.7,10.4,8.55,Till,Glaciolacustrine,2,45,0.191357537
959,W14103137-CR17aS,3.1,4.9,4,Till,Glaciolacustrine,2,45,0.217432556
960,W14103137-CR18S,14.9,15.2,15.05,Till,Glaciolacustrine,3,45,0.057096526
961,W14103137-CR18S,15.2,16.8,16,Till,Glaciolacustrine,3,8,0.027497
962,W14103137-CR18S,16.9,20.4,18.65,Till,Glaciolacustrine,3,8,0.024992064
963,W14103137-CR18S,11.9,14.9,13.4,Till,Glaciolacustrine,3,8,0.030177255
964,W14103137-CR18S,16.8,16.9,16.85,Till,Glaciolacustrine,3,45,0.053710001
965,W14103137-CR35aS,18.9,20.9,19.9,Till,Glaciolacustrine,3,8,0.02388479
966,W14103137-CR35aS,2.6,4.1,3.35,Till,Glaciolacustrine,3,45,0.084272263
967,W14103137-CR35aS,4.5,7.6,6.05,Till,Glaciolacustrine,3,8,0.039112022
968,W14103137-CR35aS,4.1,4.5,4.3,Till,Glaciolacustrine,3,0,0.035738617
969,W14103137-CR35aS,14,14.8,14.4,Till,Glaciolacustrine,3,8,0.029119142
970,W14103137-CR35aS,20.9,21.3,21.1,Till,Glaciolacustrine,3,0,0.019509214
971,W14103137-CR3S,4.2,5.8,5,Till,Glaciolacustrine,2,45,0.211491374
972,W14103137-CR8S,16.8,21.3,19.05,Till,Glaciolacustrine,2,45,0.140362215
973,W14103137-CR8S,16,16.8,16.4,Till,Glaciolacustrine,2,0,0.070267464
974,W14103137-CRA3N,10.7,11.5,11.1,Till,Glaciolacustrine,3,0,0.02807207
975,174-34,0.8,2,1.4,Fine,Moraine,2,45,0.452150653
976,174-34,2,3,2.5,Fine,Moraine,2,45,0.442586833
977,174-52,5.8,6.7,6.25,Fine,Moraine,3,45,0.184761961
978,174-52,4.6,5.8,5.2,Fine,Moraine,3,8,0.103861789
979,2.45-1-13,4.6,6.4,5.5,Fine,Moraine,2,0,0.23286444
980,2.45-1-13,1.8,4,2.9,Fine,Moraine,2,0,0.249632128
981,312-15,6.1,7.6,6.85,Fine,Moraine,2,45,0.405243449
982,312-22,4.3,5,4.65,Fine,Moraine,3,45,0.193420779
983,ENG.YARC03097-01//177_Pond (NTGS 12),3.9,4.6,4.25,Fine,Moraine,2,8,0.269760878
984,ENG.YARC03097-01//177_Pond (NTGS 12),3,3.9,3.45,Fine,Moraine,2,8,0.275347269
985,ENG.YARC03097-01//Gunghi BH-01,18,18.3,18.15,Fine,Moraine,3,8,0.068077928
986,ENG.YARC03097-01//Gunghi BH-02,18,18.3,18.15,Fine,Moraine,3,8,0.068077928
987,ENG.YARC03097-01//HUS_Slump (NTGS 17),2.1,2.4,2.25,Fine,Moraine,2,87,0.640228334
988,ENG.YARC03097-01//HUS_Slump (NTGS 17),3.6,3.9,3.75,Fine,Moraine,2,8,0.273244048
989,ENG.YARC03097-01//HUS_Slump (NTGS 17),2.4,2.5,2.45,Fine,Moraine,2,87,0.638605926
990,ENG.YARC03097-01//I401A_Upper (NTGS 16),3.9,4.6,4.25,Fine,Moraine,3,8,0.107044104
991,ENG.YARC03097-01//I401A_Upper (NTGS 16),5.3,9.5,7.4,Fine,Moraine,3,8,0.096806898
992,ENG.YARC03097-01//I401A_Upper (NTGS 16),9.9,10.1,10,Fine,Moraine,3,8,0.089014624
993,ENG.YARC03097-01//ITH-01,4,4.9,4.45,Fine,Moraine,2,8,0.268375417
994,ENG.YARC03097-01//ITH-01,2.6,3.35,2.975,Fine,Moraine,2,45,0.438469628
995,ENG.YARC03097-01//ITH-02,0.9,3,1.95,Fine,Moraine,2,45,0.447363904
996,ENG.YARC03097-01//ITH-03,2.3,3.1,2.7,Fine,Moraine,2,45,0.440852284
997,ENG.YARC03097-01//ITH-04,3,4.6,3.8,Fine,Moraine,2,45,0.431338982
998,ENG.YARC03097-01//ITH-10,6.1,6.7,6.4,Fine,Moraine,3,8,0.099959941
999,ENG.YARC03097-01//ITH-13,2.1,2.5,2.3,Fine,Moraine,2,0,0.25361308
1000,ENG.YARC03097-01//ITH-13,2.5,3.3,2.9,Fine,Moraine,2,8,0.279228937
1001,ENG.YARC03097-01//TUK_H (NTGS 10),7.1,7.2,7.15,Fine,Moraine,2,87,0.599643111
1002,ENG.YARC03097-01//TUK_H (NTGS 10),6.8,7.1,6.95,Fine,Moraine,2,8,0.251438789
1003,ENG.YARC03097-01//TUK_H (NTGS 10),5.6,6.3,5.95,Fine,Moraine,2,45,0.412895491
1004,ENG.YARC03097-01//TUK_H (NTGS 10),4.2,4.6,4.4,Fine,Moraine,2,45,0.426170598
1005,ENG.YARC03097-01//TUK_H (NTGS 10),6.3,6.8,6.55,Fine,Moraine,2,8,0.254100729
1006,ENG.YARC03097-01//TVC_R (NTGS 6),3.9,10.1,7,Fine,Moraine,3,8,0.098057499
1007,GSC1A - P2,3.7,4.9,4.3,Fine,Moraine,2,8,0.269414094
1008,GSC1A - P2,4.9,5.2,5.05,Fine,Moraine,2,45,0.420589582
1009,GSC1A - P3,0.9,2.1,1.5,Fine,Moraine,2,8,0.289258133
1010,GSC4 - 15,4.9,6.1,5.5,Fine,Moraine,3,0,0.089526746
1011,GSC4 - 15,3.6,4.9,4.25,Fine,Moraine,3,8,0.107044104
1012,GSC4 - 15,3.3,3.6,3.45,Fine,Moraine,3,8,0.109789152
1013,I401A - 13,11.9,13.7,12.8,Fine,Moraine,2,0,0.190048435
1014,I401A - 49,5.6,10.2,7.9,Fine,Moraine,2,0,0.218091432
1015,I401A - 49,4.1,5.6,4.85,Fine,Moraine,2,8,0.265617946
1016,PW10 - 33,2.7,4.6,3.65,Fine,Moraine,2,45,0.432633449
1017,PW10 - 33,4.6,6.1,5.35,Fine,Moraine,2,8,0.26219645
1018,PW10 - 33,6.1,7.6,6.85,Fine,Moraine,2,45,0.405243449
1019,PW10 - P5,4,10.6,7.3,Fine,Moraine,2,8,0.249124714
1020,PW11 - 9,2.4,3,2.7,Fine,Moraine,2,0,0.250954502
1021,PW11 - 9,3,6.1,4.55,Fine,Moraine,2,8,0.267684366
1022,PW9 - P4,3.8,8.5,6.15,Fine,Moraine,2,8,0.256781038
1023,PW9 - P4,10.4,10.7,10.55,Fine,Moraine,2,45,0.374298849
1024,PW9 - P4,0.3,1.5,0.9,Fine,Moraine,2,0,0.263062349
1025,PW9 - P4,8.5,10.4,9.45,Fine,Moraine,2,8,0.235221847
1026,PW9 - P5,3.7,7.6,5.65,Fine,Moraine,2,8,0.260157137
1027,PW9 - P5,7.6,8,7.8,Fine,Moraine,2,8,0.245843469
1028,PW9 - P5,8,10.7,9.35,Fine,Moraine,2,8,0.235856517
1029,PW9 - P5,1.8,3.7,2.75,Fine,Moraine,2,0,0.250623476
1030,W14103137-CR17aN,4.4,7.3,5.85,Fine,Moraine,3,45,0.186898449
1031,W14103137-CR17aN,7.3,7.6,7.45,Fine,Moraine,3,45,0.17846484
1032,W14103137-CR17aN,7.6,11.6,9.6,Fine,Moraine,3,45,0.167600677
1033,W14103137-CR17aN,16.2,18.3,17.25,Fine,Moraine,3,8,0.070149143
1034,W14103137-CR17aN,16.1,16.2,16.15,Fine,Moraine,3,45,0.137719393
1035,W14103137-CR17aN,19.2,20.4,19.8,Fine,Moraine,3,8,0.064424026
1036,W14103137-CR17aN,14,14.7,14.35,Fine,Moraine,3,45,0.145459836
1037,W14103137-CR17aN,11.6,11.9,11.75,Fine,Moraine,3,87,0.293544809
1038,W14103137-CR17aN,11.9,12.9,12.4,Fine,Moraine,3,45,0.154244024
1039,W14103137-CR17aN,14.7,16.1,15.4,Fine,Moraine,3,8,0.074586359
1040,W14103137-CR17aN,18.3,19.2,18.75,Fine,Moraine,3,45,0.127145382
1041,W14103137-CR30a4,9.85,10.3,10.075,Fine,Moraine,3,0,0.077093532
1042,W14103137-S6-BH01,9.3,10,9.65,Fine,Moraine,3,0,0.078179694
1043,W14103137-S6-BH05,5.5,6.1,5.8,Fine,Moraine,3,45,0.187166831
1044,170-1-10,2.4,8.4,5.4,Coarse,Moraine,3,0,0.124442036
1045,170-1-10,1.4,2.4,1.9,Coarse,Moraine,3,0,0.138588502
1046,170-1-12,0,2.4,1.2,Coarse,Moraine,3,0,0.141572688
1047,170-1-2,0.3,2.4,1.35,Coarse,Moraine,2,0,0.335313495
1048,170-1-27,0,0.9,0.45,Coarse,Moraine,3,0,0.14482864
1049,170-1-28,5.8,8.8,7.3,Coarse,Moraine,3,0,0.117286863
1050,170-1-28,2.1,4.6,3.35,Coarse,Moraine,3,0,0.132572823
1051,170-1-28,4.6,5.8,5.2,Coarse,Moraine,3,0,0.125216306
1052,170-1-28,8.8,10,9.4,Coarse,Moraine,3,0,0.109790592
1053,170-1-29,0,1.5,0.75,Coarse,Moraine,3,0,0.143518947
1054,170-1-29,2.4,7,4.7,Coarse,Moraine,3,8,0.145149123
1055,170-1-32,1.2,2.9,2.05,Coarse,Moraine,3,0,0.137955857
1056,170-1-32,0.3,1.2,0.75,Coarse,Moraine,3,0,0.143518947
1057,170-1-36,1.5,2.4,1.95,Coarse,Moraine,3,0,0.138377354
1058,174-01,0.1,1.4,0.75,Coarse,Moraine,3,8,0.163352002
1059,174-02,0.3,1.8,1.05,Coarse,Moraine,2,8,0.372482096
1060,174-02,5.5,6,5.75,Coarse,Moraine,2,45,0.504080824
1061,174-07,0.1,2,1.05,Coarse,Moraine,2,8,0.372482096
1062,174-09,0.6,1.5,1.05,Coarse,Moraine,2,8,0.372482096
1063,174-09,1.5,3.7,2.6,Coarse,Moraine,2,0,0.325580797
1064,174-20,0.1,1.5,0.8,Coarse,Moraine,3,8,0.16311065
1065,174-28,3,4.9,3.95,Coarse,Moraine,2,8,0.348959493
1066,174-28,0.1,1.5,0.8,Coarse,Moraine,2,0,0.33964095
1067,174-34,0.1,0.8,0.45,Coarse,Moraine,2,8,0.377428992
1068,174-48,1.4,3,2.2,Coarse,Moraine,3,0,0.137325609
1069,174-50,5.3,10.7,8,Coarse,Moraine,3,45,0.234379391
1070,174-50,4.6,5.3,4.95,Coarse,Moraine,3,8,0.144055049
1071,174-50,0.1,4.6,2.35,Coarse,Moraine,3,0,0.136697754
1072,174-51,0.2,3,1.6,Coarse,Moraine,3,8,0.159287548
1073,174-52,6.7,10.7,8.7,Coarse,Moraine,3,8,0.128445665
1074,174-52,0,3,1.5,Coarse,Moraine,3,8,0.159761478
1075,174-52,3,4.6,3.8,Coarse,Moraine,3,8,0.1491443
1076,174-54,4.6,6.1,5.35,Coarse,Moraine,2,8,0.337852174
1077,174-54,6.1,7.6,6.85,Coarse,Moraine,2,45,0.494410508
1078,174-54,8,9.8,8.9,Coarse,Moraine,2,8,0.310490885
1079,174-54,3.8,4.6,4.2,Coarse,Moraine,2,45,0.517700366
1080,174-54,1.5,3.8,2.65,Coarse,Moraine,2,8,0.359421738
1081,174-54,1,1.5,1.25,Coarse,Moraine,2,8,0.370838951
1082,19A-07,1.5,3,2.25,Coarse,Moraine,3,8,0.156234438
1083,19A-08,0.2,1.5,0.85,Coarse,Moraine,3,0,0.143084553
1084,307-12-2,0.9,6.7,3.8,Coarse,Moraine,2,0,0.316375825
1085,307-12-2,6.7,7.3,7,Coarse,Moraine,2,87,0.68367919
1086,307-12-5,1.1,7.5,4.3,Coarse,Moraine,3,0,0.128751052
1087,307-12-5,0,1.1,0.55,Coarse,Moraine,3,0,0.144390989
1088,307-14-1a,0.8,6.1,3.45,Coarse,Moraine,3,8,0.150722011
1089,307-14-2,0.8,10.1,5.45,Coarse,Moraine,2,8,0.337065377
1090,307-7-3,0.8,5.5,3.15,Coarse,Moraine,3,0,0.133389392
1091,307-7-4,1.2,4.3,2.75,Coarse,Moraine,2,8,0.358612068
1092,307-8-1,2,4.6,3.3,Coarse,Moraine,3,8,0.151402315
1093,307-8-9,0.2,1.1,0.65,Coarse,Moraine,3,8,0.16383556
1094,307-8-9,1.5,7.6,4.55,Coarse,Moraine,3,8,0.145808834
1095,309-40,0.1,1.2,0.65,Coarse,Moraine,3,45,0.283980525
1096,309-41,2.4,3,2.7,Coarse,Moraine,3,8,0.154148488
1097,312-07a,0.6,1.2,0.9,Coarse,Moraine,2,0,0.338852133
1098,312-15,0.1,1.5,0.8,Coarse,Moraine,2,8,0.374540146
1099,312-15,4,6.1,5.05,Coarse,Moraine,2,45,0.510233535
1100,312-20,0.2,1.5,0.85,Coarse,Moraine,3,0,0.143084553
1101,312-22,0.1,1.2,0.65,Coarse,Moraine,3,45,0.283980525
1102,312-22,1.2,4.3,2.75,Coarse,Moraine,3,8,0.153918111
1103,325-1-36,0,5.5,2.75,Coarse,Moraine,3,8,0.153918111
1104,325-1-36,7,10,8.5,Coarse,Moraine,3,0,0.112951244
1105,ENG.YARC03097-01//177_Pit (NTGS 11),9,10.1,9.55,Coarse,Moraine,3,0,0.109271303
1106,ENG.YARC03097-01//177_Pit (NTGS 11),6.3,8.5,7.4,Coarse,Moraine,3,8,0.133688775
1107,ENG.YARC03097-01//177_Pit (NTGS 11),8.5,9,8.75,Coarse,Moraine,3,0,0.112065523
1108,ENG.YARC03097-01//Gunghi BH-01,11.4,18,14.7,Coarse,Moraine,3,8,0.106446497
1109,ENG.YARC03097-01//Gunghi BH-01,18.3,20.4,19.35,Coarse,Moraine,3,0,0.079667078
1110,ENG.YARC03097-01//Gunghi BH-01,8.1,11.4,9.75,Coarse,Moraine,3,8,0.124338094
1111,ENG.YARC03097-01//Gunghi BH-02,13.5,15.8,14.65,Coarse,Moraine,3,8,0.106615483
1112,ENG.YARC03097-01//Gunghi BH-02,12.9,13.5,13.2,Coarse,Moraine,3,8,0.111618121
1113,ENG.YARC03097-01//Gunghi BH-02,15.8,18,16.9,Coarse,Moraine,3,0,0.086310166
1114,ENG.YARC03097-01//Gunghi BH-02,12,12.9,12.45,Coarse,Moraine,3,8,0.114284179
1115,ENG.YARC03097-01//HUS_H (NTGS 7),0.9,2.4,1.65,Coarse,Moraine,3,8,0.159051006
1116,ENG.YARC03097-01//HUS_H (NTGS 7),7,9.1,8.05,Coarse,Moraine,3,8,0.131045244
1117,ENG.YARC03097-01//HUS_H (NTGS 7),9.1,17.6,13.35,Coarse,Moraine,3,0,0.096808189
1118,ENG.YARC03097-01//HUS_Slump (NTGS 17),5.4,8.5,6.95,Coarse,Moraine,2,45,0.493531487
1119,ENG.YARC03097-01//INU_H (NTGS 2),6,7.2,6.6,Coarse,Moraine,3,8,0.137003309
1120,ENG.YARC03097-01//INU_H (NTGS 2),1.5,6,3.75,Coarse,Moraine,3,0,0.130952226
1121,ENG.YARC03097-01//ITH-08,4,4.6,4.3,Coarse,Moraine,2,45,0.516822259
1122,ENG.YARC03097-01//ITH-09,2,3.66,2.83,Coarse,Moraine,3,45,0.268631211
1123,ENG.YARC03097-01//TUK_H (NTGS 10),1.5,4.2,2.85,Coarse,Moraine,2,45,0.529541989
1124,ENG.YARC03097-01//TUK_H (NTGS 10),7.3,7.8,7.55,Coarse,Moraine,2,45,0.488258381
1125,ENG.YARC03097-01//TUK_H (NTGS 10),8.2,12.3,10.25,Coarse,Moraine,2,45,0.464578297
1126,ENG.YARC03097-01//TUK_H (NTGS 10),12.3,13.5,12.9,Coarse,Moraine,2,8,0.281171423
1127,ENG.YARC03097-01//TUK_H (NTGS 10),7.8,8.2,8,Coarse,Moraine,2,8,0.317313486
1128,ENG.YARC03097-01//TUK_H (NTGS 10),7.2,7.3,7.25,Coarse,Moraine,2,87,0.681773105
1129,GSC4 - 15,1.5,3.3,2.4,Coarse,Moraine,3,0,0.136489
1130,I401A - P3,2.1,3.7,2.9,Coarse,Moraine,2,8,0.357399065
1131,I401A - P9,0,1.5,0.75,Coarse,Moraine,3,0,0.143518947
1132,I401A - P9,1.5,4.6,3.05,Coarse,Moraine,3,0,0.13379925
1133,PW10 - 33,0.2,1.5,0.85,Coarse,Moraine,2,0,0.339246431
1134,PW10 - P5,1.5,3.1,2.3,Coarse,Moraine,2,8,0.362261827
1135,170-1-29,7,8.1,7.55,Coarse,Moraine,3,8,0.133074807
1136,174-07,2.5,6.1,4.3,Coarse,Moraine,2,45,0.516822259
1137,174-07,2,2.5,2.25,Coarse,Moraine,2,8,0.362668341
1138,174-09,3.7,7.3,5.5,Coarse,Moraine,2,0,0.303577409
1139,174-09,7.3,7.6,7.45,Coarse,Moraine,2,8,0.321521811
1140,174-20,8,10.1,9.05,Coarse,Moraine,3,8,0.127063946
1141,174-20,4.6,6.1,5.35,Coarse,Moraine,3,0,0.124635223
1142,174-20,3,4.6,3.8,Coarse,Moraine,3,45,0.26197145
1143,174-20,6.1,7.6,6.85,Coarse,Moraine,3,8,0.13596025
1144,174-20,7.6,8,7.8,Coarse,Moraine,3,8,0.132056762
1145,174-28,1.5,3,2.25,Coarse,Moraine,2,0,0.32829137
1146,174-48,0,1.4,0.7,Coarse,Moraine,3,0,0.143736551
1147,174-51,3,6.1,4.55,Coarse,Moraine,3,0,0.127760848
1148,174-51,6.1,9.1,7.6,Coarse,Moraine,3,8,0.132870675
1149,19A-07,3,5.2,4.1,Coarse,Moraine,3,45,0.259933261
1150,19A-08,3,4.1,3.55,Coarse,Moraine,3,8,0.150269857
1151,19A-08,1.5,3,2.25,Coarse,Moraine,3,0,0.137116059
1152,19A-08,4.1,4.6,4.35,Coarse,Moraine,3,45,0.258242589
1153,307-12-2,0,0.9,0.45,Coarse,Moraine,2,0,0.342408756
1154,309-41,3,4.6,3.8,Coarse,Moraine,3,0,0.130750823
1155,312-15,2.4,3,2.7,Coarse,Moraine,2,8,0.359016803
1156,ENG.YARC03097-01//HUS_H (NTGS 7),17.6,20.1,18.85,Coarse,Moraine,3,87,0.317234272
1157,ENG.YARC03097-01//HUS_H (NTGS 7),5.7,7,6.35,Coarse,Moraine,3,87,0.419038093
1158,ENG.YARC03097-01//HUS_Slump (NTGS 17),8.5,9.1,8.8,Coarse,Moraine,2,8,0.311244994
1159,ENG.YARC03097-01//HUS_Slump (NTGS 17),3.3,3.6,3.45,Coarse,Moraine,2,87,0.710066812
1160,174-07,0,0.1,0.05,Organics,Moraine,2,45,0.553459123
1161,307-7-4,0,0.6,0.3,Organics,Moraine,2,8,0.378171455
1162,309-41,0.2,0.6,0.4,Organics,Moraine,3,0,0.144783876
1163,312-07a,0.2,0.6,0.4,Organics,Moraine,2,45,0.550415114
1164,312-27,1.2,1.5,1.35,Organics,Moraine,2,45,0.542134507
1165,312-27,0.9,1.1,1,Organics,Moraine,2,8,0.372398087
1166,312-27,0.6,0.9,0.75,Organics,Moraine,2,45,0.547367348
1167,312-27,1.1,1.2,1.15,Organics,Moraine,2,45,0.543879872
1168,312-27,0.2,0.6,0.4,Organics,Moraine,2,0,0.34232781
1169,ENG.YARC03097-01//177_Pond (NTGS 12),0.9,1.2,1.05,Organics,Moraine,2,0,0.337196807
1170,ENG.YARC03097-01//177_Pond (NTGS 12),0.2,0.9,0.55,Organics,Moraine,2,0,0.341140423
1171,ENG.YARC03097-01//177_Pond (NTGS 12),0,0.2,0.1,Organics,Moraine,2,0,0.344708466
1172,ENG.YARC03097-01//Gunghi BH-01,3,3.1,3.05,Organics,Moraine,3,0,0.133552321
1173,ENG.YARC03097-01//HUS_H (NTGS 7),0,0.1,0.05,Organics,Moraine,3,8,0.166465397
1174,ENG.YARC03097-01//HUS_H (NTGS 7),0.4,0.9,0.65,Organics,Moraine,3,45,0.283549551
1175,ENG.YARC03097-01//HUS_H (NTGS 7),0.1,0.4,0.25,Organics,Moraine,3,45,0.286419705
1176,ENG.YARC03097-01//HUS_R (NTGS 9),1.8,4,2.9,Organics,Moraine,3,45,0.267731027
1177,ENG.YARC03097-01//HUS_R (NTGS 9),1.2,1.8,1.5,Organics,Moraine,3,8,0.159475958
1178,ENG.YARC03097-01//HUS_R (NTGS 9),4,5.4,4.7,Organics,Moraine,3,0,0.126933189
1179,ENG.YARC03097-01//HUS_R (NTGS 9),0,1.2,0.6,Organics,Moraine,3,8,0.163786104
1180,ENG.YARC03097-01//HUS_Slump (NTGS 17),0,0.5,0.25,Organics,Moraine,2,8,0.378585176
1181,ENG.YARC03097-01//INU_H (NTGS 2),0.2,1.5,0.85,Organics,Moraine,3,8,0.162579631
1182,ENG.YARC03097-01//INU_P (NTGS 1),0.2,2.2,1.2,Organics,Moraine,3,8,0.160902482
1183,ENG.YARC03097-01//INU_P (NTGS 1),2.8,3,2.9,Organics,Moraine,3,8,0.152952575
1184,ENG.YARC03097-01//INU_R (NTGS 3),0,0.8,0.4,Organics,Moraine,3,0,0.144783876
1185,ENG.YARC03097-01//INU_R (NTGS 3),0.8,2.8,1.8,Organics,Moraine,3,87,0.457894758
1186,ENG.YARC03097-01//INU_R (NTGS 3),8.5,10,9.25,Organics,Moraine,3,45,0.226193019
1187,ENG.YARC03097-01//ITH-09,1.5,2,1.75,Organics,Moraine,3,0,0.138968324
1188,ENG.YARC03097-01//ITH-10,4.6,5,4.8,Organics,Moraine,3,0,0.126541061
1189,ENG.YARC03097-01//ITH-12,2.74,3.05,2.895,Organics,Moraine,3,45,0.267765557
1190,ENG.YARC03097-01//TUK_H (NTGS 10),0,0.2,0.1,Organics,Moraine,2,0,0.344708466
1191,ENG.YARC03097-01//TVC_R (NTGS 6),0,0.9,0.45,Organics,Moraine,3,8,0.1645134
1192,ENG.YARC03097-01//TVC_R (NTGS 6),1,1.5,1.25,Organics,Moraine,3,0,0.14109933
1193,GSC4 - 15,0,0.2,0.1,Organics,Moraine,3,45,0.287500452
1194,GSC4 - 15,0.2,1.5,0.85,Organics,Moraine,3,45,0.282120961
1195,W14103137-CR17aN,0.9,1.2,1.05,Organics,Moraine,3,87,0.464448753
1196,W14103137-CR17aN,0.1,0.9,0.5,Organics,Moraine,3,45,0.284623836
1197,W14103137-CR17aN,1.2,2.2,1.7,Organics,Moraine,3,45,0.276098115
1198,W14103137-CR21S,1,1.2,1.1,Organics,Moraine,2,45,0.544316047
1199,W14103137-CR21S,1.2,3,2.1,Organics,Moraine,2,87,0.719327119
1200,W14103137-CR21S,0,1,0.5,Organics,Moraine,2,87,0.730562299
1201,W14103137-CR30a4,0,0.3,0.15,Organics,Moraine,3,45,0.287139935
1202,W14103137-CRA3S,0.5,2.6,1.55,Organics,Moraine,3,45,0.277155217
1203,170-1-12,2.4,5.5,3.95,Coarse,Moraine,3,0,0.130148173
1204,170-1-2,2.4,4.1,3.25,Coarse,Moraine,2,8,0.354575793
1205,170-1-29,1.5,2.4,1.95,Coarse,Moraine,3,0,0.138377354
1206,170-1-8,2.3,5.8,4.05,Coarse,Moraine,2,8,0.348160512
1207,174-02,1.8,3.5,2.65,Coarse,Moraine,2,8,0.359421738
1208,174-54,0.6,1,0.8,Coarse,Moraine,2,8,0.374540146
1209,307-7-5,2.3,2.6,2.45,Coarse,Moraine,3,0,0.13628051
1210,312-15,1.5,2.4,1.95,Coarse,Moraine,2,45,0.537418898
1211,312-20,4,6.1,5.05,Coarse,Moraine,3,8,0.14361932
1212,312-20,3,4,3.5,Coarse,Moraine,3,0,0.131963143
1213,312-22,5,6.1,5.55,Coarse,Moraine,3,45,0.250226923
1214,ENG.YARC03097-01//HUS_Slump (NTGS 17),9.1,10.5,9.8,Coarse,Moraine,2,87,0.661992704
