"","Borehole.ID","Top.depth","Bottom.depth","Depth","Thickness","Material","Material.simplified","ASTM","Reinterpreted","Frozen","Visible.ice","Mid_VI","Cryostructures","VRM","Slope","Organic.cover..m.","Mineral.soil..logs..first.3.m.","Surficial.materials..Rampton.1987.map.","Holocene.deposits","Holocene.conf","Deposit.type","Deposit.type.conf","Notes","predicted_EI_beta"
"684","I401A - 68",0,1.8,0.9,1.8,"Sand","Coarse","SC-SM","No","Yes","No visible ice",0,"Nf","Rugged","Undulating",0,"Sand/clay","Colluvial","Colluvial",2,"Glaciolacustrine",2,"",0.212994230242713
"685","KP7 - P1",9.8,15.2,12.5,5.5,"Sand","Coarse","SC-SM","No","Yes","No visible ice",0,"","Rugged","Rolling",0.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.0557043258452643
"686","PW10 - 12",1.8,3.1,2.45,1.2,"Sand","Coarse","SC","No","Yes","No visible ice",0,"Nbn","Smooth","Rolling",0.2,"Clay/sand","Hummocky","Organics",3,"Glaciolacustrine",2,"",0.20402673899535
"687","PW10 - 14",3.1,10.7,6.9,7.6,"Sand","Coarse","SC","No","Yes","No visible ice",0,"Nbn","Rugged","Undulating",0.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.0669794235172351
"688","PW10 - 18",8,10.7,9.35,2.7,"Sand","Coarse","SC","No","Yes","No visible ice",0,"Nbn/Nf","Rugged","Flat",1.8,"None","Hummocky","Organics",3,"Glaciolacustrine",2,"Only ice and organics in the first 3 m",0.167530225222044
"689","PW10 - 30",7.9,10.7,9.3,2.8,"Sand","Coarse","SC","No","Yes","No visible ice",0,"Nbn","Rugged","Rolling",0.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.0619086516371111
"690","PW10 - 8",5,10.7,7.85,5.6,"Sand","Coarse","SC","No","Yes","No visible ice",0,"Nbn","Smooth","Undulating",0.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.0649277050059397
"691","PW10 - P4",3.1,7.6,5.35,4.6,"Sand","Coarse","SC","No","Yes","No visible ice",0,"Nbn","Rugged","Undulating",0,"Clay","Hummocky","Colluvial",2,"Glaciolacustrine",3,"",0.0704565226287665
"692","PW11 - 10",2.7,5.3,4,2.6,"Sand","Coarse","SC","No","Yes","No visible ice",0,"Nf","Smooth","Rolling",0,"Clay/sand","Hummocky","None",2,"Glaciolacustrine",2,"",0.195343085623113
"693","PW11 - 16",1.8,3.8,2.8,2,"Sand","Coarse","SC","No","Yes","No visible ice",0,"Nf","Smooth","Undulating",0.2,"Clay/sand","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.076541480217032
"694","PW13 - P3",8,9.1,8.55,1.1,"Sand","Coarse","SC-SM","No","Yes","No visible ice",0,"Nbn","Smooth","Undulating",0,"Silt","Colluvial","None",2,"Glaciolacustrine",3,"",0.063453495618948
"695","PW18 - P2",0,1.5,0.75,1.5,"Sand","Coarse","SC","No","Yes","No visible ice",0,"Nf","Moderately rugged","Undulating",0,"Sand/clay","Colluvial","Colluvial",2,"Glaciolacustrine",2,"Near thaw slump",0.213877131611117
"696","PW6 - P5",2.1,3.7,2.9,1.6,"Sand","Coarse","SM","No","Yes","Low",8,"","Smooth","Rolling",0,"Silt/sand","Hummocky","None",2,"Glaciolacustrine",2,"Outide of LiDAR DEM range",0.226966126230494
"697","PW6 - P5",3.7,4.4,4.05,0.8,"Sand","Coarse","SM","No","Yes","No visible ice",0,"Nbn","Smooth","Rolling",0,"Silt/sand","Hummocky","None",2,"Glaciolacustrine",2,"Outide of LiDAR DEM range",0.195067683703548
"698","PW6 - P5",8,8.5,8.25,0.5,"Sand","Coarse","SM","No","Yes","No visible ice",0,"Nbn","Smooth","Rolling",0,"Silt/sand","Hummocky","None",2,"Glaciolacustrine",2,"Outide of LiDAR DEM range",0.172978068691337
"699","PW6 - P5",4.4,8,6.2,3.6,"Sand","Coarse","SM","No","Yes","No visible ice",0,"","Smooth","Rolling",0,"Silt/sand","Hummocky","None",2,"Glaciolacustrine",2,"Outide of LiDAR DEM range",0.18350302840058
"700","PW9 - P1",4.6,6.1,5.35,1.5,"Sand","Coarse","SC-SM","No","Yes","Medium to high",45,"","Smooth","Undulating",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"",0.150956599844047
"701","PW9 - P1",3,4.6,3.8,1.6,"Sand","Coarse","SC","No","Yes","Low",8,"Vc","Smooth","Undulating",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"",0.0851937686177633
"702","W14103137-AH18.15N",3.5,4.9,4.2,1.4,"Sand","Coarse","","No","Yes","Low",8,"Nbe","Smooth","Undulating",0.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.0841071155840866
"703","W14103137-AH90.3N",3.8,4.3,4.05,0.5,"Sand","Coarse","","No","Yes","Low",8,"Nbn/Nbe","Smooth","Rolling",2.3,"Silt","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",3,"Within ice wedge polygons",0.0845131275013621
"704","W14103137-CR23aS",18.3,21.3,19.8,3,"Sand","Coarse","","No","Yes","Low",8,"Vx","Moderately rugged","Undulating",0.4,"Clay/sand","Colluvial","Organics",3,"Glaciolacustrine",2,"",0.139668341399687
"705","W14103137-CR23aS",4.2,4.3,4.25,0.1,"Sand","Coarse","","No","Yes","Medium to high",45,"Vx/Vr","Moderately rugged","Undulating",0.4,"Clay/sand","Colluvial","Organics",3,"Glaciolacustrine",2,"",0.360811463780167
"706","W14103137-CR23aS",12.7,15.25,13.975,2.55,"Sand","Coarse","","No","Yes","No visible ice",0,"Nbn","Moderately rugged","Undulating",0.4,"Clay/sand","Colluvial","Organics",3,"Glaciolacustrine",2,"",0.146116725562111
"707","W14103137-CR23aS",4.3,7.6,5.95,3.3,"Sand","Coarse","","No","Yes","No visible ice",0,"Nbn","Moderately rugged","Undulating",0.4,"Clay/sand","Colluvial","Organics",3,"Glaciolacustrine",2,"",0.184819955299586
"708","W14103137-CR23aS",15.25,18.3,16.775,3.05,"Sand","Coarse","","No","Yes","Low",8,"Vr","Moderately rugged","Undulating",0.4,"Clay/sand","Colluvial","Organics",3,"Glaciolacustrine",2,"",0.152905933604054
"709","W14103137-CR23aS",12,12.55,12.275,0.55,"Sand","Coarse","","No","Yes","Low",8,"Vr","Moderately rugged","Undulating",0.4,"Clay/sand","Colluvial","Organics",3,"Glaciolacustrine",2,"",0.174478205107881
"710","W14103137-CR23aS",8.2,12,10.1,3.8,"Sand","Coarse","","No","Yes","No visible ice",0,"Nbn","Moderately rugged","Undulating",0.4,"Clay/sand","Colluvial","Organics",3,"Glaciolacustrine",2,"",0.163894944408312
"711","W14103137-CR23aS",0.6,1.05,0.825,0.45,"Sand","Coarse","","No","Yes","Low",8,"Vc","Moderately rugged","Undulating",0.4,"Clay/sand","Colluvial","Organics",3,"Glaciolacustrine",2,"",0.239983275390701
"712","W14103137-CR23aS",7.6,8.2,7.9,0.6,"Sand","Coarse","","No","Yes","Low",8,"Vr","Moderately rugged","Undulating",0.4,"Clay/sand","Colluvial","Organics",3,"Glaciolacustrine",2,"",0.197685163001581
"713","W14103137-CR31N",4.1,6.2,5.15,2.1,"Sand","Coarse","","No","Yes","Medium to high",45,"Vs","Moderately rugged","Flat",0.15,"Silt","Lacustrine","Organics",3,"Glaciolacustrine",3,"Near river",0.151857537263185
"714","W14103137-CR31N",3.8,4.1,3.95,0.3,"Sand","Coarse","","No","Yes","No visible ice",0,"Nbn","Moderately rugged","Flat",0.15,"Silt","Lacustrine","Organics",3,"Glaciolacustrine",3,"Near river",0.0737397780609906
"715","W14103137-CR31N",8.9,21.1,15,12.2,"Sand","Coarse","","No","Yes","Low",8,"Nbe","Moderately rugged","Flat",0.15,"Silt","Lacustrine","Organics",3,"Glaciolacustrine",3,"Near river",0.0591635631629419
"716","W14103137-CR31N",7.6,8.9,8.25,1.3,"Sand","Coarse","","No","Yes","No visible ice",0,"Nbn","Moderately rugged","Flat",0.15,"Silt","Lacustrine","Organics",3,"Glaciolacustrine",3,"Near river",0.0640814397834571
"717","W14103137-CR31N",6.2,7.6,6.9,1.4,"Sand","Coarse","","No","Yes","Low",8,"Nbe","Moderately rugged","Flat",0.15,"Silt","Lacustrine","Organics",3,"Glaciolacustrine",3,"Near river",0.077096126375707
"718","W14103137-CR35aN",6.8,10,8.4,3.2,"Sand","Coarse","","No","Yes","Low",8,"Nbe","Smooth","Flat",0.15,"Silt","Glaciolacustrine","Organics",3,"Glaciolacustrine",3,"Within ice wedge polygons",0.0734363944535891
"719","W14103137-CR35aN",15,21.1,18.05,6.1,"Sand","Coarse","","No","Yes","Low",8,"Nbe","Smooth","Flat",0.15,"Silt","Glaciolacustrine","Organics",3,"Glaciolacustrine",3,"Within ice wedge polygons",0.053484347225017
"720","W14103137-CR35aN",10,15,12.5,5,"Sand","Coarse","","No","Yes","Low",8,"Vx","Smooth","Flat",0.15,"Silt","Glaciolacustrine","Organics",3,"Glaciolacustrine",3,"Within ice wedge polygons",0.0642352625246299
"721","W14103137-CR35aS",14.8,16.2,15.5,1.4,"Sand","Coarse","","No","Yes","Low",8,"Vx","Moderately rugged","Undulating",0.6,"Silt/clay/till","Glaciolacustrine","Organics",3,"Glaciolacustrine",3,"",0.0581952758302799
"722","W14103137-CR35aS",7.6,12.5,10.05,4.9,"Sand","Coarse","","No","Yes","Low",8,"Vx","Moderately rugged","Undulating",0.6,"Silt/clay/till","Glaciolacustrine","Organics",3,"Glaciolacustrine",3,"",0.0695959133741669
"723","W14103137-CR35aS",16.2,18.9,17.55,2.7,"Sand","Coarse","","No","Yes","Low",8,"Nbe","Moderately rugged","Undulating",0.6,"Silt/clay/till","Glaciolacustrine","Organics",3,"Glaciolacustrine",3,"",0.0543787771092274
"724","W14103137-CR3N",5.6,12.5,9.05,6.9,"Sand","Coarse","","No","Yes","No visible ice",0,"Nbn","Smooth","Flat",2.8,"Silt","Alluvial","Organics",3,"Glaciolacustrine",2,"By a stream",0.169002267989253
"725","W14103137-CR3N",3.9,5.6,4.75,1.7,"Sand","Coarse","","No","Yes","High",87,"","Smooth","Flat",2.8,"Silt","Alluvial","Organics",3,"Glaciolacustrine",2,"By a stream",0.551409417125548
"726","W14103137-CR3S",3.75,4.2,3.975,0.45,"Sand","Coarse","","No","Yes","Medium to high",45,"Vr","Smooth","Rolling",0.5,"Clay","Alluvial","Organics",3,"Glaciolacustrine",2,"By a stream",0.363038062790659
"727","W14103137-CR4N",5.7,8.5,7.1,2.8,"Sand","Coarse","","No","Yes","Low",8,"Vc/Nbe","Smooth","Undulating",1.8,"Silt","Alluvial","Organics",3,"Glaciolacustrine",2,"By a stream",0.20217156959378
"728","W14103137-CR4N",3.3,4,3.65,0.7,"Sand","Coarse","","No","Yes","Medium to high",45,"Vx/Vc","Smooth","Undulating",1.8,"Silt","Alluvial","Organics",3,"Glaciolacustrine",2,"By a stream",0.365677083308441
"729","W14103137-CR4N",8.5,9.5,9,1,"Sand","Coarse","","No","Yes","Low",8,"Vc","Smooth","Undulating",1.8,"Silt","Alluvial","Organics",3,"Glaciolacustrine",2,"By a stream",0.191639495418704
"730","W14103137-CR4S",8.8,9,8.9,0.2,"Sand","Coarse","","No","Yes","Medium to high",45,"Vx/Vc","Smooth","Rolling",0.5,"Silt","Alluvial","Organics",3,"Glaciolacustrine",2,"By a stream",0.32412563703084
"731","W14103137-CR4S",8.3,8.5,8.4,0.2,"Sand","Coarse","","No","Yes","Low",8,"Vx","Smooth","Rolling",0.5,"Silt","Alluvial","Organics",3,"Glaciolacustrine",2,"By a stream",0.19491947963484
"732","W14103137-CR4S",7.5,8.3,7.9,0.8,"Sand","Coarse","","No","Yes","No visible ice",0,"Nbn","Smooth","Rolling",0.5,"Silt","Alluvial","Organics",3,"Glaciolacustrine",2,"By a stream",0.174740601130549
"733","W14103137-CR4S",7.1,7.5,7.3,0.4,"Sand","Coarse","","No","Yes","Medium to high",45,"Vx","Smooth","Rolling",0.5,"Silt","Alluvial","Organics",3,"Glaciolacustrine",2,"By a stream",0.336533887177213
"734","W14103137-CR8N",2.4,2.5,2.45,0.1,"Sand","Coarse","","No","Yes","Low",8,"Vx","Rugged","Undulating",0.2,"Sand/silt","Hummocky","Organics",3,"Glaciolacustrine",1,"By a stream",0.476757390464761
"735","W14103137-CRA12S",3.4,4.6,4,1.2,"Sand","Coarse","","No","Yes","Low",8,"Nbe","Smooth","Undulating",0.95,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"Within ice wedge polygons",0.0846488596702735
"736","W14103137-CRA12S",6.5,21,13.75,14.5,"Sand","Coarse","","No","Yes","Low",8,"Nbe","Smooth","Undulating",0.95,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"Within ice wedge polygons",0.0616507043736275
"737","W14103137-CRA3N",3.6,3.9,3.75,0.3,"Sand","Coarse","","No","Yes","No visible ice",0,"Nbn","Moderately rugged","Undulating",2.4,"Clay","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",3,"Within ice wedge polygons",0.0742201562273812
"738","W14103137-CRA3N",11.5,21.3,16.4,9.8,"Sand","Coarse","","No","Yes","Low",8,"Nbe","Moderately rugged","Undulating",2.4,"Clay","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",3,"Within ice wedge polygons",0.0564897313232741
"739","W14103137-CRA3N",3.9,7.6,5.75,3.7,"Sand","Coarse","","No","Yes","Low",8,"Vx","Moderately rugged","Undulating",2.4,"Clay","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",3,"Within ice wedge polygons",0.0800143351830893
"740","W14103137-CRA3N",7.6,10.7,9.15,3.1,"Sand","Coarse","","No","Yes","No visible ice",0,"Nbn","Moderately rugged","Undulating",2.4,"Clay","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",3,"Within ice wedge polygons",0.0622147835801805
"741","170-1-17",4.6,4.9,4.75,0.3,"Silt","Fine","ML","No","Yes","High",87,"","Smooth","Undulating",0,"Silt/sand","Glaciofluvial (ice-contact)","None",2,"Glaciolacustrine",2,"Near ice wedge polygons and thermokarst lakes",0.461618576832313
"742","170-1-18",5.2,5.5,5.35,0.3,"Silt","Fine","ML","No","Yes","No visible ice",0,"","Smooth","Flat",0.1,"Silt","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",3,"Near ice wedge polygons and thermokarst lakes",0.0502163751156366
"743","170-1-18",4.3,5.2,4.75,0.9,"Silt","Fine","ML","No","Yes","High",87,"","Smooth","Flat",0.1,"Silt","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",3,"Near ice wedge polygons and thermokarst lakes",0.219165578176047
"744","170-1-18",0.1,2.3,1.2,2.2,"Silt","Fine","ML","No","Yes","No visible ice",0,"","Smooth","Flat",0.1,"Silt","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",3,"Near ice wedge polygons and thermokarst lakes",0.057628015213491
"745","170-1-37",0,0.6,0.3,0.6,"Silt","Fine","ML","No","Yes","Low",8,"Nf","Smooth","Rolling",0,"Silt/sand","Glaciofluvial (ice-contact)","None",2,"Glaciolacustrine",2,"Near ice wedge polygons and thermokarst lakes",0.183238339958353
"746","170-1-41",0.1,6.9,3.5,6.8,"Silt","Fine","ML","No","Yes","No visible ice",0,"Nbn","Smooth","Undulating",0.1,"Silt","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",3,"Near ice wedge polygons and thermokarst lakes",0.0534017732342956
"747","172-2-2",2.9,4,3.45,1.1,"Silt","Fine","","No","Yes","Medium to high",45,"","Smooth","Flat",0.1,"Silt","Glaciolacustrine","Organics",3,"Glaciolacustrine",3,"Near ice wedge polygons and thermokarst lakes",0.11704684333261
"748","172-2-2",0.1,2.9,1.5,2.8,"Silt","Fine","","No","Yes","Low",8,"Vx","Smooth","Flat",0.1,"Silt","Glaciolacustrine","Organics",3,"Glaciolacustrine",3,"Near ice wedge polygons and thermokarst lakes",0.065783466287947
"749","172-2-3",4.3,4.9,4.6,0.6,"Silt","Fine","","No","Yes","High",87,"","Smooth","Rolling",0,"Silt","Glaciolacustrine","None",2,"Glaciolacustrine",3,"Near ice wedge polygons and thermokarst lakes",0.220066907735003
"750","172-2-3",2.1,4.3,3.2,2.2,"Silt","Fine","","No","Yes","Medium to high",45,"","Smooth","Rolling",0,"Silt","Glaciolacustrine","None",2,"Glaciolacustrine",3,"Near ice wedge polygons and thermokarst lakes",0.117955740973093
"751","172-2-3",0,2.1,1.05,2.1,"Silt","Fine","","No","Yes","No visible ice",0,"Nf","Smooth","Rolling",0,"Silt","Glaciolacustrine","None",2,"Glaciolacustrine",3,"Near ice wedge polygons and thermokarst lakes",0.0579142866390453
"752","172-2-4",0,2.1,1.05,2.1,"Silt","Fine","","No","Yes","No visible ice",0,"Nf","Smooth","Undulating",0,"Silt/sand","Glaciolacustrine","None",2,"Glaciolacustrine",2,"Near ice wedge polygons and thermokarst lakes",0.158101149124754
"753","172-2-4",4,5.2,4.6,1.2,"Silt","Fine","","No","Yes","No visible ice",0,"Nf","Smooth","Undulating",0,"Silt/sand","Glaciolacustrine","None",2,"Glaciolacustrine",2,"Near ice wedge polygons and thermokarst lakes",0.142230037007212
"754","172-2-6",0,1.2,0.6,1.2,"Silt","Fine","","No","Yes","Low",8,"Vx/Nbn","Smooth","Undulating",0,"Silt/sand","Glaciolacustrine","None",2,"Glaciolacustrine",2,"Near ice wedge polygons and thermokarst lakes",0.181669406382664
"755","172-2-7",2.7,4.3,3.5,1.6,"Silt","Fine","","No","Yes","Low",8,"Vx","Smooth","Undulating",0.6,"Silt","Glaciolacustrine","Organics",3,"Glaciolacustrine",3,"Near ice wedge polygons and thermokarst lakes",0.0616030859041738
"756","172-2-7",0.6,2.7,1.65,2.1,"Silt","Fine","","No","Yes","No visible ice",0,"Nf","Smooth","Undulating",0.6,"Silt","Glaciolacustrine","Organics",3,"Glaciolacustrine",3,"Near ice wedge polygons and thermokarst lakes",0.0567771531569347
"757","172-2-7",4.9,6.1,5.5,1.2,"Silt","Fine","","No","Yes","Medium to high",45,"Vx/Vc","Smooth","Undulating",0.6,"Silt","Glaciolacustrine","Organics",3,"Glaciolacustrine",3,"Near ice wedge polygons and thermokarst lakes",0.10982085425176
"758","172-2-8",3.7,4.6,4.15,0.9,"Silt","Fine","","No","Yes","Low",8,"","Smooth","Flat",0,"Silt","Glaciolacustrine","None",2,"Glaciolacustrine",3,"Near ice wedge polygons and thermokarst lakes",0.0602987587888073
"759","172-2-8",0,3.7,1.85,3.7,"Silt","Fine","","No","Yes","No visible ice",0,"Nf","Smooth","Flat",0,"Silt","Glaciolacustrine","None",2,"Glaciolacustrine",3,"Near ice wedge polygons and thermokarst lakes",0.0564027938440761
"760","172-2-9",0,6.1,3.05,6.1,"Silt","Fine","","No","Yes","Medium to high",45,"","Smooth","Undulating",0,"Silt","Glaciofluvial (ice-contact)","None",2,"Glaciolacustrine",3,"Near ice wedge polygons and thermokarst lakes",0.118504009536497
"761","174-22",0.1,0.5,0.3,0.4,"Silt","Fine","ML","No","Yes","Medium to high",45,"Nbn","Smooth","Undulating",0.1,"Silt/clay","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",3,"Near ice wedge polygons and thermokarst lakes",0.128952001842875
"762","174-37",0.1,1.5,0.8,1.4,"Silt","Fine","ML","No","Yes","Medium to high",45,"Nbn","Moderately rugged","Undulating",0.1,"Silt/till","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",2,"Near ice wedge polygons and thermokarst lakes",0.307660431085005
"763","19A-03",0.2,1.5,0.85,1.3,"Silt","Fine","ML","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",0.2,"Silt","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",3,"Near ice wedge polygons",0.12680148262088
"764","19A-04",0.2,1.5,0.85,1.4,"Silt","Fine","ML","No","Yes","Low",8,"Vx","Smooth","Flat",0.2,"Silt/till","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",2,"Near ice wedge polygons",0.180369961411019
"765","2.45-1-12",3.1,6.1,4.6,3,"Silt","Fine","","No","Yes","No visible ice",0,"","Moderately rugged","Undulating",0.15,"Silt/sand","Hummocky","Organics",3,"Glaciolacustrine",2,"Near a river and thermokarst lakes",0.142230037007212
"766","2.45-1-12",0.15,2.1,1.125,1.95,"Silt","Fine","","No","Yes","High",87,"","Moderately rugged","Undulating",0.15,"Silt/sand","Hummocky","Organics",3,"Glaciolacustrine",2,"Near a river and thermokarst lakes",0.49331704782822
"767","2.45-1-19",0.15,6.9,3.525,6.75,"Silt","Fine","","No","Yes","Low",8,"Vx","Smooth","Flat",0.15,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"Near a river and thermokarst lakes",0.0615524355681345
"768","2.45-1-2",5.2,6.1,5.65,0.9,"Silt","Fine","","No","Yes","Low",8,"Vs","Moderately rugged","Undulating",0.9,"Silt/till","Hummocky","Organics",3,"Glaciolacustrine",2,"Near a river and thermokarst lakes",0.156813075007005
"769","2.45-1-3",0.8,2.4,1.6,1.6,"Silt","Fine","","No","Yes","Low",8,"Vs","Moderately rugged","Undulating",0.25,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"Near a river and thermokarst lakes",0.0655683252016631
"770","2.45-1-4",2.4,6.9,4.65,4.5,"Silt","Fine","","No","Yes","Low",8,"Vx","Smooth","Rolling",0.15,"Silt/sand","Hummocky","Organics",3,"Glaciolacustrine",2,"Near a river and thermokarst lakes",0.16150486485497
"771","2.45-1-4",0.15,1.7,0.925,1.55,"Silt","Fine","","No","Yes","Low",8,"Vx","Smooth","Rolling",0.15,"Silt/sand","Hummocky","Organics",3,"Glaciolacustrine",2,"Near a river and thermokarst lakes",0.179981544267163
"772","2.45-1-5",4,6.7,5.35,2.7,"Silt","Fine","","No","Yes","Low",8,"Vx","Smooth","Undulating",0,"Silt/till","Hummocky","Colluvial",1,"Glaciolacustrine",3,"Near a river and thermokarst lakes",0.0579584353375148
"773","2.45-1-6",1.5,4.3,2.9,2.8,"Silt","Fine","","No","Yes","Low",8,"Vx","Smooth","Undulating",0.2,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"Near a river and thermokarst lakes",0.0628304348693066
"774","2.45-1-6",0.2,1.5,0.85,1.3,"Silt","Fine","","No","Yes","Low",8,"Vx","Smooth","Undulating",0.2,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"Near a river and thermokarst lakes",0.0671979495904894
"775","2.45-1-7",0.25,2.7,1.475,2.45,"Silt","Fine","","No","Yes","Low",8,"Vx","Smooth","Undulating",0.25,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"Near a river and thermokarst lakes",0.0658373540029938
"776","2.45-1-8",0.1,2.4,1.25,2.3,"Silt","Fine","","No","Yes","Low",8,"Vx","Moderately rugged","Undulating",0.1,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"Near a river and thermokarst lakes",0.0663241929102536
"777","307-12-3",0,2.4,1.2,2.4,"Silt","Fine","ML","No","Yes","No visible ice",0,"Nf","Moderately rugged","Rolling",0,"Silt/till","Glaciofluvial (ice-contact)","None",2,"Glaciolacustrine",2,"Near ice wedge polygons and thermokarst lakes",0.157402393735968
"778","307-14-1",0.1,1.5,0.8,1.4,"Silt","Fine","ML","No","Yes","Low",8,"Vx","Moderately rugged","Flat",0.1,"Silt","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",3,"Near ice wedge polygons and thermokarst lakes",0.0673079173052996
"779","307-14-3",0.6,6.2,3.4,5.6,"Silt","Fine","ML","No","Yes","Low",8,"Vx","Smooth","Undulating",0.6,"Silt","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",3,"Near ice wedge polygons and thermokarst lakes",0.0618060769124822
"780","307-7-1",0,0.8,0.4,0.8,"Silt","Fine","ML","No","Yes","No visible ice",0,"Nf","Smooth","Undulating",0,"Silt/sand","Glaciofluvial (ice-contact)","None",2,"Glaciolacustrine",2,"Near ice wedge polygons and thermokarst lakes",0.161158228075775
"781","307-7-10",2,4.1,3.05,2.1,"Silt","Fine","ML","No","Yes","No visible ice",0,"","Smooth","Undulating",0.2,"Silt","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",3,"Near ice wedge polygons and thermokarst lakes",0.05420495878766
"782","307-7-6",0.2,0.9,0.55,0.7,"Silt","Fine","ML-SM","Yes","Yes","Low",8,"Vx","Moderately rugged","Flat",0.2,"Silt/sand","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",2,"Near ice wedge polygons and thermokarst lakes",0.18193016763804
"783","307-7-9",0.2,5.5,2.85,5.3,"Silt","Fine","ML","Yes","Yes","Low",8,"Vx","Smooth","Flat",0.2,"Silt","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",3,"Near ice wedge polygons and thermokarst lakes",0.0629337374702242
"784","307-8-2",0,1.8,0.9,1.8,"Silt","Fine","ML","No","Yes","Medium to high",45,"","Smooth","Undulating",0,"Silt","Glaciofluvial (ice-contact)","None",2,"Glaciolacustrine",3,"Near ice wedge polygons and thermokarst lakes",0.126607508701468
"785","307-8-7",2,4.6,3.3,2.6,"Silt","Fine","ML-CL","Yes","Yes","Low",8,"Vx","Smooth","Flat",0.2,"Silt","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",3,"Near ice wedge polygons and thermokarst lakes",0.0620096926051023
"786","307-8-8",0,4,2,4,"Silt","Fine","ML","No","Yes","No visible ice",0,"Nf","Smooth","Flat",0,"Silt","Glaciofluvial (ice-contact)","None",2,"Glaciolacustrine",3,"Near ice wedge polygons and thermokarst lakes",0.0561235486609212
"787","309-03",0.1,2.4,1.25,2.3,"Silt","Fine","ML","No","Yes","Medium to high",45,"Nbn","Rugged","Rolling",0.1,"Silt/clay","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",2,"Near thermokarst lakes",0.30431001628813
"788","309-11",0.1,1,0.55,0.9,"Silt","Fine","ML","No","Yes","Medium to high",45,"Nbn","Moderately rugged","Moderately steep",0.1,"Silt/clay","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",2,"Near thermokarst lakes",0.309530600598392
"789","309-22",0.1,1,0.55,1,"Silt","Fine","ML","No","Yes","Medium to high",45,"Nbn","Smooth","Undulating",0.1,"Silt/gravel","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",2,"Near thermokarst lakes",0.309530600598392
"790","309-25",0.2,1.5,0.85,1.3,"Silt","Fine","ML","No","Yes","Medium to high",45,"Nbn","Moderately rugged","Rolling",0.2,"Silt/gravel","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",2,"Near thermokarst lakes",0.30728715132423
"791","309-29",0.2,1.2,0.7,1,"Silt","Fine","ML","No","Yes","Low",8,"Vx","Rugged","Rolling",0.2,"Silt/gravel","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",2,"Near thermokarst lakes",0.181148756395611
"792","312-01",0.2,0.3,0.25,0.1,"Silt","Fine","ML","No","Yes","Medium to high",45,"Vs","Moderately rugged","Undulating",0.2,"Silt/gravel","Alluvial","Organics",3,"Glaciolacustrine",2,"Near braided river system",0.311783056865102
"793","312-01",0.3,1.2,0.75,0.9,"Silt","Fine","ML","No","Yes","Medium to high",45,"Nbn","Moderately rugged","Undulating",0.2,"Silt/gravel","Alluvial","Organics",3,"Glaciolacustrine",2,"Near braided river system",0.30803396265382
"794","312-08",0,1.5,0.75,1.5,"Silt","Fine","ML","No","Yes","Low",8,"Vx/Nbe","Smooth","Undulating",0,"Silt/sand","Alluvial","None",1,"Glaciolacustrine",2,"",0.18088886748953
