"","Borehole.ID","Top.depth","Bottom.depth","Depth","Thickness","Material","Material.simplified","ASTM","Reinterpreted","Frozen","Visible.ice","Mid_VI","Cryostructures","VRM","Slope","Organic.cover..m.","Mineral.soil..logs..first.3.m.","Surficial.materials..Rampton.1987.map.","Holocene.deposits","Holocene.conf","Deposit.type","Deposit.type.conf","Notes","predicted_EI_beta"
"795","312-18",0.6,1.4,1,0.8,"Silt","Fine","ML","No","Yes","Low",8,"","Smooth","Undulating",0.6,"Silt/sand","Alluvial","Organics",3,"Glaciolacustrine",2,"",0.179593780282855
"796","312-18",1.4,1.5,1.45,0.1,"Silt","Fine","ML","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",0.6,"Silt/sand","Alluvial","Organics",3,"Glaciolacustrine",2,"",0.302827549930847
"797","325-1-11",0.15,1.2,0.675,1.05,"Silt","Fine","ML","Yes","Yes","Low",8,"Vx","Smooth","Flat",0.15,"Silt/sand","Glaciofluvial (outwash)","Organics",3,"Glaciolacustrine",2,"",0.181278809854081
"798","325-1-13",0.15,1.4,0.775,1.25,"Silt","Fine","ML","Yes","Yes","Low",8,"Vx","Smooth","Flat",0.15,"Silt/sand","Glaciofluvial (outwash)","Organics",3,"Glaciolacustrine",2,"",0.180759032019856
"799","325-1-14",0.15,2.4,1.275,2.25,"Silt","Fine","ML","Yes","Yes","Low",8,"Vx","Smooth","Flat",0.15,"Silt/sand","Glaciofluvial (outwash)","Organics",3,"Glaciolacustrine",2,"",0.178177562120322
"800","325-1-15",0.15,1.8,0.975,1.65,"Silt","Fine","ML","Yes","Yes","High",87,"","Smooth","Flat",0.15,"Silt/till","Glaciofluvial (outwash)","Organics",3,"Glaciolacustrine",2,"",0.49463163109675
"801","325-1-16",0.3,0.9,0.6,0.6,"Silt","Fine","ML","Yes","Yes","High",87,"","Smooth","Flat",0.3,"Silt/sand","Glaciofluvial (outwash)","Organics",3,"Glaciolacustrine",2,"",0.497918374267224
"802","325-1-17",0.3,2,1.15,1.7,"Silt","Fine","ML","Yes","Yes","Low",8,"Vx","Smooth","Flat",0.3,"Silt/till","Glaciofluvial (outwash)","Organics",3,"Glaciolacustrine",2,"",0.178820210553752
"803","325-1-2",0.2,2.1,1.15,1.9,"Silt","Fine","ML","Yes","Yes","Low",8,"Vx","Smooth","Flat",0.2,"Silt/till","Glaciofluvial (outwash)","Organics",3,"Glaciolacustrine",2,"",0.178820210553752
"804","325-1-21",0.3,1.7,1,1.4,"Silt","Fine","ML","Yes","Yes","Low",8,"Vx","Smooth","Flat",0.3,"Silt/till","Glaciofluvial (outwash)","Organics",3,"Glaciolacustrine",2,"",0.179593780282855
"805","325-1-23",0.25,0.6,0.425,0.35,"Silt","Fine","ML","Yes","Yes","Low",8,"Vx","Smooth","Flat",0.25,"Silt/sand","Glaciofluvial (outwash)","Organics",3,"Glaciolacustrine",2,"",0.182583343897176
"806","325-1-25",0,0.3,0.15,0.3,"Silt","Fine","ML","Yes","Yes","Low",8,"Vx","Smooth","Flat",0,"Silt/sand","Glaciofluvial (outwash)","None",2,"Glaciolacustrine",2,"Near ice wedge polygons",0.184026739197801
"807","325-1-25",0.3,2.1,1.2,1.8,"Silt","Fine","ML","Yes","Yes","High",87,"Vx","Smooth","Flat",0,"Silt/sand","Glaciofluvial (outwash)","None",2,"Glaciolacustrine",2,"Near ice wedge polygons",0.492659789709198
"808","325-1-26",9.5,10,9.75,0.5,"Silt","Fine","ML","Yes","Yes","No visible ice",0,"Nf","Smooth","Undulating",0,"Silt/sand","Glaciofluvial (outwash)","None",2,"Glaciolacustrine",2,"Near ice wedge polygons",0.121590647907562
"809","325-1-26",0,1.2,0.6,1.2,"Silt","Fine","ML","Yes","Yes","High",87,"","Smooth","Undulating",0,"Silt/sand","Glaciofluvial (outwash)","None",2,"Glaciolacustrine",2,"Near ice wedge polygons",0.497918374267224
"810","325-1-27",0,0.9,0.45,0.9,"Silt","Fine","ML","Yes","Yes","High",87,"","Smooth","Undulating",0,"Silt/sand","Glaciofluvial (outwash)","None",2,"Glaciolacustrine",2,"Near ice wedge polygons",0.499233137818506
"811","325-1-28",0,1.4,0.7,1.4,"Silt","Fine","ML","Yes","Yes","High",87,"","Smooth","Undulating",0,"Silt/sand","Glaciofluvial (outwash)","None",2,"Glaciolacustrine",2,"Near ice wedge polygons",0.497041880103176
"812","325-1-28",7.8,8.5,8.15,0.7,"Silt","Fine","ML","Yes","Yes","No visible ice",0,"Nf","Smooth","Undulating",0,"Silt/sand","Glaciofluvial (outwash)","None",2,"Glaciolacustrine",2,"Near ice wedge polygons",0.127710476245581
"813","325-1-29",0,1.1,0.55,1.1,"Silt","Fine","ML","Yes","Yes","High",87,"","Smooth","Undulating",0,"Silt/sand","Glaciofluvial (outwash)","None",2,"Glaciolacustrine",2,"Near ice wedge polygons",0.498356626483663
"814","325-1-3",1.4,3.7,2.55,2.3,"Silt","Fine","ML","Yes","Yes","Low",8,"Vx","Smooth","Flat",0.1,"Silt","Glaciofluvial (outwash)","Organics",3,"Glaciolacustrine",3,"",0.0635568870994942
"815","325-1-34",0.3,0.8,0.55,0.5,"Silt","Fine","ML","Yes","Yes","Low",8,"Vx","Smooth","Undulating",0.3,"Silt/till","Glaciofluvial (outwash)","Organics",3,"Glaciolacustrine",2,"Near ice wedge polygons",0.18193016763804
"816","325-1-35",0.15,0.8,0.475,0.65,"Silt","Fine","ML","Yes","Yes","Low",8,"Vx","Smooth","Undulating",0.15,"Silt/till","Glaciofluvial (outwash)","Organics",3,"Glaciolacustrine",2,"",0.182321855090964
"817","325-1-39",0,0.6,0.3,0.6,"Silt","Fine","ML","Yes","Yes","No visible ice",0,"Nf","Smooth","Flat",0,"Silt/till","Glaciofluvial (outwash)","None",2,"Glaciolacustrine",2,"",0.161632763347617
"818","325-1-4",0.2,2.4,1.3,2.2,"Silt","Fine","ML","Yes","Yes","Low",8,"Vx","Smooth","Flat",0.2,"Silt/till","Glaciofluvial (outwash)","Organics",3,"Glaciolacustrine",2,"",0.178049249710865
"819","325-1-40",0,0.9,0.45,0.9,"Silt","Fine","ML","Yes","Yes","No visible ice",0,"Nf","Smooth","Flat",0,"Silt/till","Glaciofluvial (outwash)","None",2,"Glaciolacustrine",2,"",0.16092138281814
"820","325-1-5",1.7,2.4,2.05,0.7,"Silt","Fine","ML","Yes","Yes","Low",8,"Vx","Smooth","Flat",0.2,"Silt","Glaciofluvial (outwash)","Organics",3,"Glaciolacustrine",3,"",0.0646082642579561
"821","325-1-6",1.4,3.2,2.3,1.8,"Silt","Fine","ML","Yes","Yes","Low",8,"Vx","Smooth","Flat",0,"Silt","Glaciofluvial (outwash)","None",2,"Glaciolacustrine",3,"",0.06408056708472
"822","325-1-6",0,1.4,0.7,1.4,"Silt","Fine","ML","Yes","Yes","High",87,"","Smooth","Flat",0,"Silt","Glaciofluvial (outwash)","None",2,"Glaciolacustrine",3,"",0.244430655416738
"823","325-1-7",0,0.3,0.15,0.3,"Silt","Fine","ML","Yes","Yes","Low",8,"Vx","Smooth","Flat",0,"Silt","Glaciofluvial (outwash)","None",2,"Glaciolacustrine",3,"",0.0687527671881468
"824","325-1-7",2.1,2.7,2.4,0.6,"Silt","Fine","ML","Yes","Yes","Low",8,"Vx","Smooth","Flat",0,"Silt","Glaciofluvial (outwash)","None",2,"Glaciolacustrine",3,"",0.0638706144754122
"825","325-1-9",1.8,3.1,2.45,1.3,"Silt","Fine","ML","Yes","Yes","Medium to high",45,"","Smooth","Flat",0,"Silt","Glaciofluvial (outwash)","None",2,"Glaciolacustrine",3,"",0.120719184625448
"826","325-1-9",0,1.8,0.9,1.8,"Silt","Fine","ML","Yes","Yes","High",87,"","Smooth","Flat",0,"Silt","Glaciofluvial (outwash)","None",2,"Glaciolacustrine",3,"",0.243137946375537
"827","AH109.6C",5,5.9,5.45,0.9,"Silt","Fine",NA,"No","Yes","Medium to high",45,"Vx/Vr","Smooth","Undulating",5,"None","Glaciolacustrine","None",2,"Glaciolacustrine",3,"Within ice wedge polygons",0.109992348455614
"828","AH109.6C",5.9,7.4,6.65,1.6,"Silt","Fine",NA,"No","Yes","Medium to high",45,"Vs/Vr","Smooth","Undulating",5,"None","Glaciolacustrine","None",2,"Glaciolacustrine",3,"Within ice wedge polygons",0.105940751635336
"829","AH109.6C",7.4,7.5,7.45,0.1,"Silt","Fine",NA,"No","Yes","No visible ice",0,"Nbn","Smooth","Undulating",5,"None","Glaciolacustrine","None",2,"Glaciolacustrine",3,"Within ice wedge polygons",0.0468187896146851
"830","AH109.6N",3,5.2,4.1,2.2,"Silt","Fine",NA,"No","Yes","Low",8,"","Smooth","Flat",3,"None","Glaciolacustrine","None",2,"Glaciolacustrine",3,"Within ice wedge polygons",0.0603981671962348
"831","ENG.YARC03097-01//HUS_P (NTGS 8)",5.4,6.1,5.75,0.7,"Silt","Fine","ML","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",5.5,"Silt/clay","Glaciofluvial (outwash)","Organics",3,"Glaciolacustrine",3,"Within ice wedge polygons",0.108966895514094
"832","ENG.YARC03097-01//I401A_Pit (NTGS 15)",0,0.9,0.45,0.9,"Silt","Fine","ML","No","Yes","No visible ice",0,"Nbn","Rugged","Rolling",0,"Silt/clay","Colluvial","Colluvial",2,"Glaciolacustrine",2,"Reworked rolling hills",0.16092138281814
"833","ENG.YARC03097-01//TVC_P (NTGS 4)",4.1,5.5,4.8,1.4,"Silt","Fine","ML","No","Yes","High",87,"","Smooth","Undulating",4,"Silt/clay","Hummocky","Organics",3,"Glaciolacustrine",3,"Within ice wedge polygons",0.218865725730472
"834","ENG.YARC03097-01//TVC_P (NTGS 4)",5.5,6.1,5.8,0.6,"Silt","Fine","ML","No","Yes","Medium to high",45,"","Smooth","Undulating",4,"Silt/clay","Hummocky","Organics",3,"Glaciolacustrine",3,"Within ice wedge polygons",0.108796804696536
"835","ENG.YARC03097-01//TVC_P (NTGS 4)",6.1,6.7,6.4,0.6,"Silt","Fine","ML","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",4,"Silt/clay","Hummocky","Organics",3,"Glaciolacustrine",3,"Within ice wedge polygons",0.106773836756445
"836","GSC4 - 11",3.3,4.3,3.8,1,"Silt","Fine","ML","No","Yes","Low",8,"","Smooth","Undulating",0,"Silt","Hummocky","None",2,"Glaciolacustrine",3,"",0.0609978447123207
"837","GSC4 - 11",4.7,6.1,5.4,1.4,"Silt","Fine","ML","No","Yes","Medium to high",45,"Vs","Smooth","Undulating",0,"Silt","Hummocky","None",2,"Glaciolacustrine",3,"",0.110164077319784
"838","GSC4 - 11",0,1.1,0.55,1.1,"Silt","Fine","ML","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",0,"Silt","Hummocky","None",2,"Glaciolacustrine",3,"",0.127970666564223
"839","GSC4 - 11",1.1,2.3,1.7,1.2,"Silt","Fine","ML","No","Yes","Low",8,"","Smooth","Undulating",0,"Silt","Hummocky","None",2,"Glaciolacustrine",3,"",0.0653538385007207
"840","GSC4 - 11",2.3,3.3,2.8,1,"Silt","Fine","ML","No","Yes","Medium to high",45,"","Smooth","Undulating",0,"Silt","Hummocky","None",2,"Glaciolacustrine",3,"",0.119422692002074
"841","GSC4 - 12",0,2.1,1.05,2.1,"Silt","Fine","ML","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",0,"Silt/clay","Hummocky","None",2,"Glaciolacustrine",3,"",0.126027108776371
"842","GSC4 - 14",2,3.7,2.85,1.7,"Silt","Fine","ML","No","Yes","Low",8,"","Smooth","Undulating",1.8,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.0629337374702242
"843","GSC4 - 14",1.8,2,1.9,0.2,"Silt","Fine","ML","No","Yes","Medium to high",45,"","Smooth","Undulating",1.8,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.122781054277373
"844","GSC4 - 14",4.2,5.5,4.85,1.3,"Silt","Fine","ML","No","Yes","Low",8,"","Smooth","Undulating",1.8,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.0589230285235977
"845","GSC4 - 18",1.2,5.5,3.35,4.3,"Silt","Fine","ML","No","Yes","Low",8,"","Smooth","Undulating",1.2,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.0619078065713835
"846","GSC4 - 19",2.4,6,4.2,3.6,"Silt","Fine","ML","No","Yes","No visible ice",0,"Nbn","Smooth","Rolling",1.5,"Clay/silt","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",3,"",0.0521746624714011
"847","GSC4 - 36",5.2,6.1,5.65,0.9,"Silt","Fine","ML","No","Yes","No visible ice",0,"Nf","Smooth","Flat",0,"Silt/clay","Glaciofluvial (ice-contact)","None",2,"Glaciolacustrine",3,"",0.0497170795554214
"848","GSC4 - 36",0,2.4,1.2,2.4,"Silt","Fine","ML","No","Yes","No visible ice",0,"Nf","Smooth","Flat",0,"Silt/clay","Glaciofluvial (ice-contact)","None",2,"Glaciolacustrine",3,"",0.057628015213491
"849","GSC4 - 36",6.1,8,7.05,1.9,"Silt","Fine","ML","No","Yes","Medium to high",45,"Vx","Smooth","Flat",0,"Silt/clay","Glaciofluvial (ice-contact)","None",2,"Glaciolacustrine",3,"",0.104619732980709
"850","GSC4 - 40",0,2.4,1.2,2.4,"Silt","Fine","ML","No","Yes","No visible ice",0,"Nf","Smooth","Flat",0,"Silt/clay","Glaciofluvial (ice-contact)","None",2,"Glaciolacustrine",3,"",0.057628015213491
"851","GSC4 - 49",2.4,3.5,2.95,1.1,"Silt","Fine","ML","No","Yes","Low",8,"Vx","Smooth","Undulating",1.5,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.0627272904837049
"852","GSC4 - 49",3.5,6,4.75,2.5,"Silt","Fine","ML","No","Yes","Medium to high",45,"","Smooth","Undulating",1.5,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.112418005452298
"853","GSC4 - 49",1.5,2.4,1.95,0.9,"Silt","Fine","ML","No","Yes","Low",8,"Nbe","Smooth","Undulating",1.5,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.0648204737379658
"854","GSC4 - 55",1.9,3.7,2.8,1.8,"Silt","Fine","ML","No","Yes","Medium to high",45,"","Smooth","Rolling",0.9,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.119422692002074
"855","GSC4 - 55",3.7,6,4.85,2.3,"Silt","Fine","ML","No","Yes","Low",8,"","Smooth","Rolling",0.9,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.0589230285235977
"856","GSC4 - 7",3.1,6.1,4.6,3.1,"Silt","Fine","ML","No","Yes","Low",8,"","Smooth","Undulating",1.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.0594109499297483
"857","GSC4 - 8",0.2,1.5,0.85,1.3,"Silt","Fine","ML","No","Yes","Medium to high",45,"","Smooth","Undulating",0.2,"Silt/clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.12680148262088
"858","GSC4 - 9",3.1,4.6,3.85,1.5,"Silt","Fine","ML","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",1.3,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.115605245085455
"859","GSC4 - 9",4.6,5.2,4.9,0.6,"Silt","Fine","ML","No","Yes","Low",8,"","Smooth","Undulating",1.3,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.0588258960193925
"860","GSC4 - P4",0,3.1,1.55,3.1,"Silt","Fine","ML","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",0,"Silt","Hummocky","None",2,"Glaciolacustrine",3,"",0.124108867788309
"861","GSC4 - P4",6.1,7.1,6.6,1,"Silt","Fine","ML","No","Yes","Low",8,"","Smooth","Undulating",0,"Silt","Hummocky","None",2,"Glaciolacustrine",3,"",0.0556114214956039
"862","GSC4 - P4",3.4,6.1,4.75,2.8,"Silt","Fine","ML","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",0,"Silt","Hummocky","None",2,"Glaciolacustrine",3,"",0.112418005452298
"863","GSC4 - P4",7.1,7.6,7.35,0.5,"Silt","Fine","ML","No","Yes","Medium to high",45,"","Smooth","Undulating",0,"Silt","Hummocky","None",2,"Glaciolacustrine",3,"",0.10363853599523
"864","I401A - 20",1.1,2.6,1.85,1.5,"Silt","Fine","ML","No","Yes","Medium to high",45,"Vx","Rugged","Flat",0,"Till/silt","Colluvial","Colluvial",1,"Glaciolacustrine",1,"",0.56680165490314
"865","I401A - 33",0,3.1,1.55,3.1,"Silt","Fine","ML","No","Yes","No visible ice",0,"Nf","Rugged","Undulating",0,"Silt","Colluvial","Colluvial",2,"Glaciolacustrine",2,"",0.155781732124189
"866","I401A - 43",1.5,2.1,1.8,0.6,"Silt","Fine","ML","No","Yes","Medium to high",45,"Vx","Rugged","Flat",0,"Silt","Colluvial","Colluvial",1,"Glaciolacustrine",2,"",0.300243095720585
"867","I401A - 43",0,1.5,0.75,1.5,"Silt","Fine","ML","No","Yes","Low",8,"Nbe","Rugged","Flat",0,"Silt","Colluvial","Colluvial",1,"Glaciolacustrine",2,"",0.18088886748953
"868","I401A - 43",2.1,3,2.55,0.9,"Silt","Fine","ML","No","Yes","Medium to high",45,"","Rugged","Flat",0,"Silt","Colluvial","Colluvial",1,"Glaciolacustrine",2,"",0.294747667966584
"869","I401A - 52",0,1.1,0.55,1.1,"Silt","Fine","ML","No","Yes","No visible ice",0,"Nbn/Nf","Rugged","Rolling",0,"Silt/clay","Colluvial","Colluvial",1,"Glaciolacustrine",2,"",0.160448536370295
"870","I401A - 59",0,3,1.5,3,"Silt","Fine","ML","No","Yes","No visible ice",0,"Nf","Rugged","Undulating",0,"Silt","Colluvial","Colluvial",1,"Glaciolacustrine",2,"",0.156012419310963
"871","I401A - 60",3,4.6,3.8,1.6,"Silt","Fine","ML","No","Yes","Medium to high",45,"","Rugged","Undulating",0,"Clay","Colluvial","Colluvial",1,"Glaciolacustrine",2,"",0.285720177637271
"872","I401A - 61",0,1.1,0.55,1.1,"Silt","Fine","ML","No","Yes","Low",8,"Nbe","Rugged","Undulating",0,"Silt","Colluvial","Colluvial",1,"Glaciolacustrine",2,"",0.18193016763804
"873","I401A - 61",1.4,4.6,3,3.2,"Silt","Fine","ML","No","Yes","No visible ice",0,"Nbn","Rugged","Undulating",0,"Silt","Colluvial","Colluvial",1,"Glaciolacustrine",2,"",0.149212216024131
"874","I401A - 61",1.1,1.4,1.25,0.3,"Silt","Fine","ML","No","Yes","Medium to high",45,"Vs","Rugged","Undulating",0,"Silt","Colluvial","Colluvial",1,"Glaciolacustrine",2,"",0.30431001628813
"875","PW12 - 56A",0,1.5,0.75,1.5,"Silt","Fine","ML","No","Yes","Medium to high",45,"Vx/Vr","Smooth","Flat",0,"Silt/clay","Hummocky","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.127190192578752
"876","PW12 - 67",0.1,2.6,1.35,2.5,"Silt","Fine","MH","No","Yes","No visible ice",0,"Nf","Smooth","Undulating",0.1,"Silt/clay","Colluvial","Organics",3,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.0573430727017972
"877","PW12 - 68",0.1,1.1,0.6,1,"Silt","Fine","MH","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",0.1,"Silt/clay","Colluvial","Organics",3,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.127775165810693
"878","PW12 - 69",0.1,1.1,0.6,1,"Silt","Fine","MH","No","Yes","No visible ice",0,"Nf","Smooth","Flat",0.1,"Silt/clay","Hummocky","Organics",3,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.058781127780334
"879","PW12 - 70",0.1,2.6,1.35,2.5,"Silt","Fine","MH","No","Yes","No visible ice",0,"Nf","Smooth","Flat",0.1,"Silt/clay","Hummocky","Organics",3,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.0573430727017972
"880","PW12 - P3",0.6,1.5,1.05,0.9,"Silt","Fine","MH","No","Yes","Low",8,"Nbe","Smooth","Flat",0.6,"Silt/clay","Hummocky","Organics",3,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.06675974404633
"881","PW13 - P1",0,2.3,1.15,2.3,"Silt","Fine","ML","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",0,"Silt/clay","Hummocky","None",2,"Glaciolacustrine",3,"",0.125641441678053
"882","PW13 - P3",0,3.4,1.7,3.4,"Silt","Fine","ML","No","Yes","No visible ice",0,"Nbn","Smooth","Undulating",0,"Silt","Colluvial","None",2,"Glaciolacustrine",3,"",0.0566833449853964
"883","PW17 - P7",0,0.8,0.4,0.8,"Silt","Fine","MH","No","Yes","Medium to high",45,"Vx/Vc","Smooth","Rolling",0,"Silt/clay","Colluvial","None",2,"Glaciolacustrine",3,"",0.128558700636472
"884","PW17 - P7",0.8,2.4,1.6,1.7,"Silt","Fine","MH","No","Yes","Medium to high",45,"","Smooth","Rolling",0,"Silt/clay","Colluvial","None",2,"Glaciolacustrine",3,"",0.123918428340086
"885","PW6 - P5",0.9,2.1,1.5,1.2,"Silt","Fine","ML","No","Yes","Medium to high",45,"Vx","Smooth","Rolling",0,"Silt/sand","Hummocky","None",2,"Glaciolacustrine",2,"Outide of LiDAR DEM range",0.30245757221473
"886","PW6 - P5",0,0.9,0.45,0.9,"Silt","Fine","ML","No","Yes","Low",8,"Vx","Smooth","Rolling",0,"Silt/sand","Hummocky","None",2,"Glaciolacustrine",2,"Outide of LiDAR DEM range",0.182452563103248
"887","PW9 - P6",1.8,3,2.4,1.2,"Silt","Fine","ML","No","Yes","Low",8,"Vx","Smooth","Undulating",1.7,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.0638706144754122
"888","PW9 - P6",9.1,9.8,9.45,0.6,"Silt","Fine","ML","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",1.7,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.0969955902915643
"889","PW9 - P6",4.6,6.1,5.35,1.5,"Silt","Fine","ML","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",1.7,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.110336041061825
"890","W14103137-AH90.3N",2.3,2.8,2.55,0.5,"Silt","Fine","","No","Yes","Low",8,"","Smooth","Rolling",2.3,"Silt","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",3,"Within ice wedge polygons",0.0635568870994942
"891","W14103137-AH90.3N",2.8,3.8,3.3,1,"Silt","Fine","","No","Yes","No visible ice",0,"Nbn","Smooth","Rolling",2.3,"Silt","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",3,"Within ice wedge polygons",0.0537573488009812
"892","W14103137-AH90.3N",4.3,5.8,5.05,1.5,"Silt","Fine","","No","Yes","Low",8,"","Smooth","Rolling",2.3,"Silt","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",3,"Within ice wedge polygons",0.0585353984726866
"893","W14103137-CR17aS",2.4,3.1,2.75,0.7,"Silt","Fine","","No","Yes","Medium to high",45,"Vx","Moderately rugged","Flat",2.4,"Silt","Hummocky","Organics",3,"Glaciolacustrine",2,"",0.293292146290279
"894","W14103137-CR18N",1.8,2.6,2.2,0.8,"Silt","Fine","","No","Yes","High",87,"","Moderately rugged","Undulating",1.8,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"By a stream",0.234848916151691
"895","W14103137-CR31N",0.15,0.45,0.3,0.3,"Silt","Fine","","No","Yes","Medium to high",45,"Vx","Moderately rugged","Flat",0.15,"Silt","Lacustrine","Organics",3,"Glaciolacustrine",3,"Near river",0.128952001842875
"896","W14103137-CR31N",1.6,2.5,2.05,0.9,"Silt","Fine","","No","Yes","Low",8,"Vx/Vr","Moderately rugged","Flat",0.15,"Silt","Lacustrine","Organics",3,"Glaciolacustrine",3,"Near river",0.0646082642579561
"897","W14103137-CR31N",3.2,3.8,3.5,0.6,"Silt","Fine","","No","Yes","Medium to high",45,"Vx","Moderately rugged","Flat",0.15,"Silt","Lacustrine","Organics",3,"Glaciolacustrine",3,"Near river",0.116865794400502
"898","W14103137-CR31N",2.5,3,2.75,0.5,"Silt","Fine","","No","Yes","Medium to high",45,"Vx","Moderately rugged","Flat",0.15,"Silt","Lacustrine","Organics",3,"Glaciolacustrine",3,"Near river",0.119607165611075
"899","W14103137-CR35aN",0.15,1.8,0.975,1.65,"Silt","Fine","","No","Yes","Medium to high",45,"Vx","Smooth","Flat",0.15,"Silt","Glaciolacustrine","Organics",3,"Glaciolacustrine",3,"Within ice wedge polygons",0.126317023583361
"900","W14103137-CR35aN",2,6.8,4.4,4.8,"Silt","Fine","","No","Yes","Medium to high",45,"Vx","Smooth","Flat",0.15,"Silt","Glaciolacustrine","Organics",3,"Glaciolacustrine",3,"Within ice wedge polygons",0.113648267337915
