Borehole.ID,Top.depth,Bottom.depth,Depth,Thickness,Material,Material.simplified,ASTM,Reinterpreted,Frozen,Visible.ice,Mid_VI,Cryostructures,VRM,Slope,Organic.cover..m.,Mineral.soil..logs..first.3.m.,Surficial.materials..Rampton.1987.map.,Holocene.deposits,Holocene.conf,Deposit.type,Deposit.type.conf,Notes
KP7 - P1,0.2,1.5,0.85,1.4,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Rugged,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
KP7 - P1,1.5,3,2.25,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Rugged,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
KP7 - P1,3,4.3,3.65,1.3,Clay,Fine,CL,No,Yes,Medium to high,45,,Rugged,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
KP7 - P2,0.3,1.5,0.9,1.2,Clay,Fine,CL-ML,No,Yes,Medium to high,45,Vx,Rugged,Undulating,0.3,Clay/till,Hummocky,Organics,3,Glaciolacustrine,2,
KP7 - P2,2.3,3.1,2.7,0.8,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Rugged,Undulating,0.3,Clay/till,Hummocky,Organics,3,Glaciolacustrine,2,
KP7 - P3,0.3,3.7,2,3.4,Clay,Fine,CL,No,Yes,Low,8,Vx,Smooth,Undulating,0.3,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
KP7 - P3a,0.5,3.1,1.8,2.6,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.5,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
KP7 - P3a,3.1,6.1,4.6,3.1,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Undulating,0.5,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW10 - 12,0.2,1.2,0.7,1.1,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Rolling,0.2,Clay/sand,Hummocky,Organics,3,Glaciolacustrine,2,
PW10 - 12,1.2,1.8,1.5,0.6,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Rolling,0.2,Clay/sand,Hummocky,Organics,3,Glaciolacustrine,2,
PW10 - 12,3.1,5.6,4.35,2.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Rolling,0.2,Clay/sand,Hummocky,Organics,3,Glaciolacustrine,2,
PW10 - 12,4.6,6.1,5.35,1.5,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Smooth,Rolling,0.2,Clay/sand,Hummocky,Organics,3,Glaciolacustrine,2,
PW10 - 14,1.5,3.1,2.3,1.5,Clay,Fine,CH,No,Yes,Medium to high,45,,Rugged,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW10 - 14,0.6,1.5,1.05,0.9,Clay,Fine,CH,No,Yes,Medium to high,45,Vx,Rugged,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW10 - 16,0.3,1.8,1.05,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Rugged,Undulating,0.3,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW10 - 18,6.4,8,7.2,1.6,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Rugged,Flat,1.8,None,Hummocky,Organics,3,Glaciolacustrine,2,Only ice and organics in the first 3 m
PW10 - 18,3.7,6.4,5.05,2.7,Clay,Fine,CL,No,Yes,Medium to high,45,,Rugged,Flat,1.8,None,Hummocky,Organics,3,Glaciolacustrine,2,Only ice and organics in the first 3 m
PW10 - 21,0.2,6.1,3.15,6,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW10 - 22,1.2,4.6,2.9,3.4,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW10 - 22,4.6,6.1,5.35,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW10 - 28,3.1,6.1,4.6,3.1,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW10 - 28,1.8,3.1,2.45,1.2,Clay,Fine,CL,No,Yes,Low,8,,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW10 - 28,0.2,1.8,1,1.7,Clay,Fine,CL-ML,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW10 - 30,3.1,4.6,3.85,1.5,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Rugged,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW10 - 30,0.2,3.1,1.65,2.9,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Rugged,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW10 - 8,1.4,1.5,1.45,0.2,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW10 - 8,1.5,3.1,2.3,1.5,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW10 - 8,3.1,5,4.05,2,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW10 - P4,1.5,3.1,2.3,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Rugged,Undulating,0,Clay,Hummocky,Colluvial,2,Glaciolacustrine,3,
PW10 - P4,9.1,10.1,9.6,0.9,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Rugged,Undulating,0,Clay,Hummocky,Colluvial,2,Glaciolacustrine,3,
PW10 - P4,7.6,9.1,8.35,1.5,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Rugged,Undulating,0,Clay,Hummocky,Colluvial,2,Glaciolacustrine,3,
PW11 - 10,1.5,2.7,2.1,1.2,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Rolling,0,Clay/sand,Hummocky,None,2,Glaciolacustrine,2,
PW11 - 10,0,1.5,0.75,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Rolling,0,Clay/sand,Hummocky,None,2,Glaciolacustrine,2,
PW11 - 16,0.2,1.8,1,1.6,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.2,Clay/sand,Hummocky,Organics,3,Glaciolacustrine,3,
PW11 - 16,3.8,4.6,4.2,0.8,Clay,Fine,CL,No,Yes,Low,8,Vx,Smooth,Undulating,0.2,Clay/sand,Hummocky,Organics,3,Glaciolacustrine,3,
PW11 - 16,4.6,8,6.3,3.4,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Undulating,0.2,Clay/sand,Hummocky,Organics,3,Glaciolacustrine,3,
PW11 - 16,8,8.5,8.25,0.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.2,Clay/sand,Hummocky,Organics,3,Glaciolacustrine,3,
PW11 - 17,0,1.5,0.75,1.5,Clay,Fine,CH,No,Yes,Low,8,Vx,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
PW11 - 17,3.1,6.1,4.6,3.1,Clay,Fine,CH,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
PW11 - 17,1.5,3.1,2.3,1.5,Clay,Fine,CH,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
PW11 - 18,0.2,1.5,0.85,1.4,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW11 - 18,1.5,6.1,3.8,4.6,Clay,Fine,CL,No,Yes,Low,8,Nbn,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW11 - 22,1.5,4.6,3.05,3.1,Clay,Fine,CH,No,Yes,Low,8,Vx,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
PW11 - 22,0,1.5,0.75,1.5,Clay,Fine,CL,No,Yes,Low,8,Nbe,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
PW11 - 22,4.6,6.1,5.35,1.5,Clay,Fine,CH,No,Yes,Medium to high,45,,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
PW11 - 6,1.5,3,2.25,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW11 - 6,0.1,1.5,0.8,1.4,Clay,Fine,CL,No,Yes,Medium to high,45,Vr,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW11 - 6,3,7.6,5.3,4.6,Clay,Fine,CL,No,Yes,Low,8,,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW11 - 8,1.5,6.1,3.8,4.6,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW11 - 8,0.1,1.5,0.8,1.4,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW11 - P2,3.7,10.1,6.9,6.5,Clay,Fine,CH,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
PW11 - P2,0,3.7,1.85,3.7,Clay,Fine,CL,No,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
PW12 - 12,8,10.3,9.15,2.3,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Flat,0,Clay,Colluvial,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 12,1.5,8,4.75,6.5,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Flat,0,Clay,Colluvial,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 12,0,1.5,0.75,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Flat,0,Clay,Colluvial,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 19,8,10.3,9.15,2.3,Clay,Fine,CL,No,Yes,Medium to high,45,Vr,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 19,1.5,3,2.25,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 19,6.1,8,7.05,1.9,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 19,3,6.1,4.55,3.1,Clay,Fine,CL,No,Yes,Low,8,,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 19,0,1.5,0.75,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vr,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 25,0.1,1.1,0.6,1,Clay,Fine,CL,No,Yes,Medium to high,45,Vc,Smooth,Flat,0.1,Clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 25,1.1,2.5,1.8,1.4,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Flat,0.1,Clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 25,8,10.2,9.1,2.2,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Flat,0.1,Clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 25,2.5,8,5.25,5.5,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Flat,0.1,Clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 31,3,4.6,3.8,1.6,Clay,Fine,CL,No,Yes,Low,8,,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 31,1.5,3,2.25,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vr,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 31,4.6,10.3,7.45,5.7,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 31,0,1.5,0.75,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 32,7.6,10.1,8.85,2.5,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 32,1.5,3,2.25,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 32,0,1.5,0.75,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 32,3,7.6,5.3,4.6,Clay,Fine,CL,No,Yes,Low,8,Nbe,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 34,0.2,0.9,0.55,0.7,Clay,Fine,CL,No,Yes,High,87,Vx/Vr,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 34,0.9,7,3.95,6.1,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 43,0.1,1.1,0.6,1,Clay,Fine,CL,No,Yes,Low,8,Vx,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 43,5.6,7.2,6.4,1.6,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 43,1.1,5.6,3.35,4.5,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 48,5.6,7.2,6.4,1.6,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 48,0.1,1.1,0.6,1,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 48,2.6,4.1,3.35,1.5,Clay,Fine,CL,No,Yes,Low,8,Vx,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 48,4.1,5.6,4.85,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 48,1.1,2.6,1.85,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 55,3,6.1,4.55,3.1,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 55,0,1.5,0.75,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Nbn/Vx,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 55,1.5,3,2.25,1.5,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 56A,3,4.6,3.8,1.6,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Smooth,Flat,0,Silt/clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 56A,1.5,3,2.25,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vr,Smooth,Flat,0,Silt/clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 56A,4.6,10.1,7.35,5.5,Clay,Fine,CL,No,Yes,Low,8,Nbe,Smooth,Flat,0,Silt/clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 57,0,4.3,2.15,4.3,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 57,4.3,6.1,5.2,1.8,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 58,0,1.5,0.75,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 58,1.5,4.6,3.05,3.1,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 58,4.6,6.1,5.35,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 60,0,1.5,0.75,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Nbn,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 60,1.5,3,2.25,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 67,2.6,4,3.3,1.4,Clay,Fine,CL,No,Yes,Low,8,Vx/Nbn,Smooth,Undulating,0.1,Silt/clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 67,4,7.2,5.6,3.2,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Undulating,0.1,Silt/clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 68,1.1,4.1,2.6,3,Clay,Fine,CL,No,Yes,No visible ice,0,Nf,Smooth,Undulating,0.1,Silt/clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 68,4.1,7.2,5.65,3.1,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Undulating,0.1,Silt/clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 69,5.6,7.2,6.4,1.6,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Smooth,Flat,0.1,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 69,2.6,4.1,3.35,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Flat,0.1,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 69,2,2.6,2.3,0.6,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Nbe,Smooth,Flat,0.1,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 69,4.1,5.6,4.85,1.5,Clay,Fine,CL,No,Yes,Low,8,Vx/Nbn,Smooth,Flat,0.1,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 70,3.5,4.1,3.8,0.6,Clay,Fine,CL,No,Yes,Low,8,Vx,Smooth,Flat,0.1,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 70,5.6,7.2,6.4,1.6,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Flat,0.1,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 70,4.1,5.6,4.85,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Flat,0.1,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 70,2.6,3.5,3.05,0.9,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Smooth,Flat,0.1,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 71,0.1,0.9,0.5,0.8,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Nbe,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 71,1.5,4,2.75,2.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 71,0.9,1.5,1.2,0.6,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 71,5.5,7,6.25,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 71,4,5.5,4.75,1.5,Clay,Fine,CL,No,Yes,Low,8,,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 72,1.1,2.6,1.85,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.6,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 72,4.1,7.2,5.65,3.1,Clay,Fine,CL,No,Yes,Medium to high,45,Vx/Vr,Smooth,Undulating,0.6,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 72,2.6,4.1,3.35,1.5,Clay,Fine,CL,No,Yes,Low,8,,Smooth,Undulating,0.6,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - P1,1.5,3.1,2.3,1.6,Clay,Fine,CL,No,Yes,Medium to high,45,Vr,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - P1,0,1.5,0.75,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - P1,3.1,6.1,4.6,3,Clay,Fine,CL,No,Yes,Low,8,Nbe,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - P2,1.5,6.1,3.8,4.6,Clay,Fine,CL,No,Yes,Low,8,Nbe,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - P2,0,1.5,0.75,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - P3,1.5,4.6,3.05,3.1,Clay,Fine,CL,No,Yes,Low,8,Nbe,Smooth,Flat,0.6,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - P3,4.6,10.1,7.35,5.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vr,Smooth,Flat,0.6,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - P4,1.5,3,2.25,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vr,Smooth,Undulating,0,Clay,Colluvial,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - P4,3,8,5.5,5,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Undulating,0,Clay,Colluvial,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - P4,8,9.1,8.55,1.1,Clay,Fine,CL,No,Yes,Medium to high,45,Vr,Smooth,Undulating,0,Clay,Colluvial,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - P4,9.1,10.1,9.6,1,Clay,Fine,CL,No,Yes,Low,8,Nbe,Smooth,Undulating,0,Clay,Colluvial,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - P4,0,1.5,0.75,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0,Clay,Colluvial,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - P5,6,10.3,8.15,4.3,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - P5,4.6,6,5.3,1.4,Clay,Fine,CL,No,Yes,Low,8,Vr/Nbn,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - P5,3,4.6,3.8,1.6,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - P5,0,1.5,0.75,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - P5,1.5,3,2.25,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW13 - 21,0,1.5,0.75,1.5,Clay,Fine,CL,No,Yes,Medium to high,45,Vx,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
PW13 - 21,1.5,5.3,3.4,3.8,Clay,Fine,CL,No,Yes,Medium to high,45,,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
PW13 - 33,1.5,3,2.25,1.5,Clay,Fine,CL,No,Yes,Low,8,Vx,Smooth,Undulating,0,Clay,Colluvial,None,2,Glaciolacustrine,3,
PW13 - 33,0,1.5,0.75,1.5,Clay,Fine,CL,No,Yes,Low,8,Vx/Vc,Smooth,Undulating,0,Clay,Colluvial,None,2,Glaciolacustrine,3,
PW13 - 33,4.6,6.1,5.35,1.5,Clay,Fine,CL,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0,Clay,Colluvial,None,2,Glaciolacustrine,3,
