,X,Borehole.ID,Top.depth,Bottom.depth,Depth,Thickness,Material,Material.simplified,ASTM,Reinterpreted,Frozen,Visible.ice,Mid_VI,Cryostructures,VRM,Slope,Organic.cover..m.,Mineral.soil..logs..first.3.m.,Surficial.materials..Rampton.1987.map.,Holocene.deposits,Holocene.conf,Deposit.type,Deposit.type.conf,Notes,fittedvalues_beta,fittedvalues_beta_lwrCI_reg,fittedvalues_beta_uprCI_reg,fittedvalues_beta_lwrCI_siteid,fittedvalues_beta_uprCI_siteid
557,1793,W14103137-CR15N,0,1.2,0.6,1.2,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Moderately rugged,Undulating,1.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.173260845,0.017102253,0.700928531,2.69E-06,0.999911293
352,1801,W14103137-CR15S,2,4.3,3.15,2.3,Clay,Fine,,No,Yes,Medium to high,45,Vx,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.118138253,0.012614899,0.572400841,2.53E-06,0.999826073
558,1798,W14103137-CR15S,1.2,2,1.6,0.8,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vr,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.168296086,0.016111118,0.699431865,2.48E-06,0.999912247
559,1802,W14103137-CR15S,0,1.2,0.6,1.2,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vs,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.173260845,0.017102253,0.700928531,2.69E-06,0.999911293
949,1799,W14103137-CR15S,8.8,14.6,11.7,5.8,Till,Till,,No,Yes,Medium to high,45,Vx/Vr,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.065228794,0.005107711,0.481006306,6.16E-07,0.999833945
950,1800,W14103137-CR15S,15.1,20.2,17.65,5.1,Till,Till,,No,Yes,Low,8,Vs,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.027331011,0.002249783,0.268651137,2.97E-07,0.999501119
951,1803,W14103137-CR15S,20.2,21,20.6,0.8,Till,Till,,No,Yes,Low,8,,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.024711832,0.001881581,0.264539006,2.33E-07,0.999516765
952,1804,W14103137-CR15S,14.6,15.1,14.85,0.5,Till,Till,,No,Yes,Low,8,Vx,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.030065448,0.002665525,0.272591377,3.74E-07,0.999485801
953,1805,W14103137-CR15S,4.3,4.7,4.5,0.4,Till,Till,,No,Yes,Low,8,Vx,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.042656847,0.004984863,0.287465645,8.72E-07,0.999424985
954,1806,W14103137-CR15S,4.7,8.8,6.75,4.1,Till,Till,,No,Yes,Medium to high,45,Vx,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,,0.076643507,0.006885858,0.489821253,9.23E-07,0.999824822
1030,1807,W14103137-CR17aN,4.4,7.3,5.85,2.9,Clay,Fine,,No,Yes,Medium to high,45,Vr,Moderately rugged,Undulating,2.2,Till,Hummocky,Organics,3,Moraine,3,,0.187835879,0.015430041,0.761060397,8.13E-07,0.999964613
1031,1808,W14103137-CR17aN,7.3,7.6,7.45,0.3,Clay,Fine,,No,Yes,Medium to high,45,,Moderately rugged,Undulating,2.2,Till,Hummocky,Organics,3,Moraine,3,,0.17942752,0.014021782,0.75897987,7.13E-07,0.99996522
1032,1810,W14103137-CR17aN,7.6,11.6,9.6,4,Clay,Fine,,No,Yes,Medium to high,45,Vr,Moderately rugged,Undulating,2.2,Till,Hummocky,Organics,3,Moraine,3,,0.168595885,0.012327171,0.756164752,5.98E-07,0.999966018
1033,1811,W14103137-CR17aN,16.2,18.3,17.25,2.1,Clay,Fine,,No,Yes,Low,8,,Moderately rugged,Undulating,2.2,Till,Hummocky,Organics,3,Moraine,3,,0.071436122,0.004919894,0.54839325,2.51E-07,0.999899741
1034,1813,W14103137-CR17aN,16.1,16.2,16.15,0.1,Clay,Fine,,No,Yes,Medium to high,45,Vx,Moderately rugged,Undulating,2.2,Till,Hummocky,Organics,3,Moraine,3,,0.138804066,0.008316302,0.747451979,3.50E-07,0.999968341
1035,1814,W14103137-CR17aN,19.2,20.4,19.8,1.2,Clay,Fine,,No,Yes,Low,8,,Moderately rugged,Undulating,2.2,Till,Hummocky,Organics,3,Moraine,3,,0.065728146,0.004217262,0.543886966,2.04E-07,0.999902465
1036,1816,W14103137-CR17aN,14,14.7,14.35,0.7,Clay,Fine,,No,Yes,Medium to high,45,,Moderately rugged,Undulating,2.2,Till,Hummocky,Organics,3,Moraine,3,,0.146521334,0.009267682,0.749866731,4.05E-07,0.999967719
1037,1818,W14103137-CR17aN,11.6,11.9,11.75,0.3,Clay,Fine,,No,Yes,High,87,,Moderately rugged,Undulating,2.2,Till,Hummocky,Organics,3,Moraine,3,,0.294162939,0.018161475,0.892718402,6.60E-07,0.999991149
1038,1820,W14103137-CR17aN,11.9,12.9,12.4,1,Clay,Fine,,No,Yes,Medium to high,45,Vs/Vr,Moderately rugged,Undulating,2.2,Till,Hummocky,Organics,3,Moraine,3,,0.155279222,0.010420248,0.752465291,4.76E-07,0.999967031
1039,1821,W14103137-CR17aN,14.7,16.1,15.4,1.4,Clay,Fine,,No,Yes,Low,8,Nbe,Moderately rugged,Undulating,2.2,Till,Hummocky,Organics,3,Moraine,3,,0.075860053,0.005501458,0.551657597,2.92E-07,0.999897716
1040,1822,W14103137-CR17aN,18.3,19.2,18.75,0.9,Clay,Fine,,No,Yes,Medium to high,45,,Moderately rugged,Undulating,2.2,Till,Hummocky,Organics,3,Moraine,3,,0.128261714,0.007110628,0.743936858,2.83E-07,0.999969218
1195,1809,W14103137-CR17aN,0.9,1.2,1.05,0.3,Organics,Organics,PEAT,No,Yes,High,87,,Moderately rugged,Undulating,2.2,Till,Hummocky,Organics,3,Moraine,3,,0.464555195,0.039678334,0.939174322,1.36E-06,0.999995071
1196,1812,W14103137-CR17aN,0.1,0.9,0.5,0.8,Organics,Organics,ORGANICS,No,Yes,Medium to high,45,Vr,Moderately rugged,Undulating,2.2,Till,Hummocky,Organics,3,Moraine,3,,0.285268675,0.024674089,0.850500811,1.09E-06,0.999981399
1197,1815,W14103137-CR17aN,1.2,2.2,1.7,1,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Moderately rugged,Undulating,2.2,Till,Hummocky,Organics,3,Moraine,3,,0.27676848,0.022980328,0.849409743,9.84E-07,0.999981638
1387,1817,W14103137-CR17aN,2.8,4.4,3.6,1.6,Till,Till,,No,Yes,Low,8,Vx,Moderately rugged,Undulating,2.2,Till,Hummocky,Organics,3,Moraine,3,,0.080268109,0.007588466,0.49619753,3.76E-07,0.999878329
1388,1819,W14103137-CR17aN,2.2,2.8,2.5,0.6,Till,Till,,No,Yes,Medium to high,45,Vx/Vr/Vs,Moderately rugged,Undulating,2.2,Till,Hummocky,Organics,3,Moraine,3,,0.154578535,0.012803398,0.705925717,5.24E-07,0.999961579
353,1828,W14103137-CR17aS,15.7,21,18.35,5.3,Clay,Fine,,No,Yes,Low,8,Vx,Moderately rugged,Flat,2.4,Silt,Hummocky,Organics,3,Glaciolacustrine,2,,0.10646163,0.01284233,0.518212136,6.84E-06,0.998991843
354,1832,W14103137-CR17aS,15,15.7,15.35,0.7,Clay,Fine,,No,Yes,Medium to high,45,,Moderately rugged,Flat,2.4,Silt,Hummocky,Organics,3,Glaciolacustrine,2,,0.210616627,0.024165027,0.726575033,1.11E-05,0.999674845
560,1825,W14103137-CR17aS,0.1,1.2,0.65,1.1,Organics,Organics,ORGANICS,No,Yes,Medium to high,45,Vx/Vs,Moderately rugged,Flat,2.4,Silt,Hummocky,Organics,3,Glaciolacustrine,2,,0.389899012,0.065872511,0.835347044,3.19E-05,0.999810885
561,1829,W14103137-CR17aS,1.2,2.4,1.8,1.2,Organics,Organics,ORGANICS,No,Yes,Medium to high,45,Vx/Vr,Moderately rugged,Flat,2.4,Silt,Hummocky,Organics,3,Glaciolacustrine,2,,0.380351513,0.06170459,0.834216251,2.91E-05,0.999813221
893,1830,W14103137-CR17aS,2.4,3.1,2.75,0.7,Silt,Fine,,No,Yes,Medium to high,45,Vx,Moderately rugged,Flat,2.4,Silt,Hummocky,Organics,3,Glaciolacustrine,2,,0.293292146,0.050524106,0.744053689,3.12E-05,0.999627433
955,1823,W14103137-CR17aS,10.4,12.2,11.3,1.8,Till,Till,,No,Yes,Medium to high,45,Vr,Moderately rugged,Flat,2.4,Silt,Hummocky,Organics,3,Glaciolacustrine,2,,0.177749587,0.020935298,0.668072657,7.59E-06,0.999644293
956,1824,W14103137-CR17aS,4.9,6.7,5.8,1.8,Till,Till,,No,Yes,Low,8,Vx,Moderately rugged,Flat,2.4,Silt,Hummocky,Organics,3,Glaciolacustrine,2,,0.115082449,0.018472361,0.463974378,9.35E-06,0.998791215
957,1826,W14103137-CR17aS,12.2,15,13.6,2.8,Till,Till,,No,Yes,Low,8,Vx,Moderately rugged,Flat,2.4,Silt,Hummocky,Organics,3,Glaciolacustrine,2,,0.09002589,0.011585348,0.450175338,4.94E-06,0.998888821
958,1827,W14103137-CR17aS,6.7,10.4,8.55,3.7,Till,Till,,No,Yes,Medium to high,45,Vx,Moderately rugged,Flat,2.4,Silt,Hummocky,Organics,3,Glaciolacustrine,2,,0.192281617,0.024645356,0.672405893,9.51E-06,0.999633567
959,1831,W14103137-CR17aS,3.1,4.9,4,1.8,Till,Till,,No,Yes,Medium to high,45,Vx,Moderately rugged,Flat,2.4,Silt,Hummocky,Organics,3,Glaciolacustrine,2,,0.218278567,0.032233366,0.679511065,1.38E-05,0.999615106
355,1833,W14103137-CR18N,8.5,8.8,8.65,0.3,Clay,Fine,,No,Yes,Low,8,Vx,Moderately rugged,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,By a stream,0.051955026,0.005733673,0.347373588,1.27E-06,0.999474931
356,1834,W14103137-CR18N,4.3,5.8,5.05,1.5,Clay,Fine,,No,Yes,Medium to high,45,,Moderately rugged,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,By a stream,0.111372768,0.011256071,0.569082158,2.17E-06,0.999829607
357,1835,W14103137-CR18N,8.8,10.1,9.45,1.3,Clay,Fine,,No,Yes,Medium to high,45,,Moderately rugged,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,By a stream,0.09699559,0.008640256,0.561373404,1.51E-06,0.999837518
358,1836,W14103137-CR18N,6.25,8.5,7.375,2.25,Clay,Fine,,No,Yes,High,87,,Moderately rugged,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,By a stream,0.20382295,0.016419491,0.77969799,2.36E-06,0.999955698
359,1838,W14103137-CR18N,10.1,12.2,11.15,2.1,Clay,Fine,,No,Yes,Low,8,Vs,Moderately rugged,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,By a stream,0.047803383,0.004930265,0.343343953,1.03E-06,0.999488919
360,1839,W14103137-CR18N,3.7,4.3,4,0.6,Clay,Fine,,No,Yes,No visible ice,0,Nbn,Moderately rugged,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,By a stream,0.052522521,0.006873715,0.312516436,1.76E-06,0.999289891
361,1840,W14103137-CR18N,5.8,6.25,6.025,0.45,Clay,Fine,,No,Yes,Low,8,Vx,Moderately rugged,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,By a stream,0.056679729,0.006717567,0.351628356,1.57E-06,0.999459831
362,1841,W14103137-CR18N,2.9,3.7,3.3,0.8,Clay,Fine,,No,Yes,Medium to high,45,Vx,Moderately rugged,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,By a stream,0.117591451,0.012501975,0.572139072,2.50E-06,0.999826354
363,1842,W14103137-CR18N,12.2,14.1,13.15,1.9,Clay,Fine,,No,Yes,Medium to high,45,,Moderately rugged,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,By a stream,0.086212223,0.006914014,0.554867876,1.12E-06,0.999843885
562,1843,W14103137-CR18N,0,1.8,0.9,1.8,Organics,Organics,PEAT,No,Yes,Low,8,,Moderately rugged,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,By a stream,0.093280735,0.010654326,0.491635561,2.06E-06,0.999716679
894,1837,W14103137-CR18N,1.8,2.6,2.2,0.8,Silt,Fine,,No,Yes,High,87,,Moderately rugged,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,By a stream,0.234848916,0.022344792,0.785969951,3.60E-06,0.999953149
364,1845,W14103137-CR18S,3.4,5.6,4.5,2.2,Clay,Fine,,No,Yes,Medium to high,45,Vx,Rugged,Rolling,1.8,Clay,Hummocky,Organics,3,Glaciolacustrine,3,By a stream,0.113295571,0.011633806,0.570043481,2.27E-06,0.999828591
365,1847,W14103137-CR18S,6.1,7.2,6.65,1.1,Clay,Fine,,No,Yes,Low,8,Vs,Rugged,Rolling,1.8,Clay,Hummocky,Organics,3,Glaciolacustrine,3,By a stream,0.055519426,0.006469077,0.350613146,1.49E-06,0.999463465
366,1849,W14103137-CR18S,10.8,11.9,11.35,1.1,Clay,Fine,,No,Yes,Medium to high,45,Vx/Vs,Rugged,Rolling,1.8,Clay,Hummocky,Organics,3,Glaciolacustrine,3,By a stream,0.091315518,0.007706219,0.558035218,1.29E-06,0.99984082
367,1850,W14103137-CR18S,7.4,10.8,9.1,3.4,Clay,Fine,,No,Yes,Medium to high,45,,Rugged,Rolling,1.8,Clay,Hummocky,Organics,3,Glaciolacustrine,3,By a stream,0.098075724,0.008824171,0.561987737,1.56E-06,0.999836902
368,1851,W14103137-CR18S,1.8,3.1,2.45,1.3,Clay,Fine,,No,Yes,Low,8,Nbe,Rugged,Rolling,1.8,Clay,Hummocky,Organics,3,Glaciolacustrine,3,By a stream,0.063765879,0.008332239,0.357460945,2.11E-06,0.999438566
369,1852,W14103137-CR18S,5.6,6.1,5.85,0.5,Clay,Fine,,No,Yes,Low,8,Vx,Rugged,Rolling,1.8,Clay,Hummocky,Organics,3,Glaciolacustrine,3,By a stream,0.057008676,0.006788828,0.351912856,1.59E-06,0.999458809
370,1854,W14103137-CR18S,3.1,3.4,3.25,0.3,Clay,Fine,,No,Yes,High,87,,Rugged,Rolling,1.8,Clay,Hummocky,Organics,3,Glaciolacustrine,3,By a stream,0.228298363,0.020993864,0.784707965,3.31E-06,0.999953678
371,1857,W14103137-CR18S,7.2,7.4,7.3,0.2,Clay,Fine,,No,Yes,Low,8,Nbe,Rugged,Rolling,1.8,Clay,Hummocky,Organics,3,Glaciolacustrine,3,By a stream,0.05433645,0.006220331,0.349558761,1.42E-06,0.999467219
563,1856,W14103137-CR18S,0,1.8,0.9,1.8,Organics,Organics,PEAT,No,Yes,High,87,,Rugged,Rolling,1.8,Clay,Hummocky,Organics,3,Glaciolacustrine,3,By a stream,0.314865842,0.028043267,0.864357111,3.45E-06,0.999976427
960,1844,W14103137-CR18S,14.9,15.2,15.05,0.3,Till,Till,,No,Yes,Medium to high,45,,Rugged,Rolling,1.8,Clay,Hummocky,Organics,3,Glaciolacustrine,3,By a stream,0.058422585,0.004171677,0.475047001,4.68E-07,0.999839848
961,1846,W14103137-CR18S,15.2,16.8,16,1.6,Till,Till,,No,Yes,Low,8,Vs/Vr,Rugged,Rolling,1.8,Clay,Hummocky,Organics,3,Glaciolacustrine,3,By a stream,0.02891168,0.002486226,0.270968698,3.40E-07,0.999492149
962,1848,W14103137-CR18S,16.9,20.4,18.65,3.5,Till,Till,,No,Yes,Low,8,,Rugged,Rolling,1.8,Clay,Hummocky,Organics,3,Glaciolacustrine,3,By a stream,0.026414244,0.002117546,0.267252673,2.74E-07,0.999506479
963,1853,W14103137-CR18S,11.9,14.9,13.4,3,Till,Till,,No,Yes,Low,8,Vx,Rugged,Rolling,1.8,Clay,Hummocky,Organics,3,Glaciolacustrine,3,By a stream,0.03158391,0.002910087,0.274646002,4.21E-07,0.999477685
964,1855,W14103137-CR18S,16.8,16.9,16.85,0.1,Till,Till,,No,Yes,Medium to high,45,,Rugged,Rolling,1.8,Clay,Hummocky,Organics,3,Glaciolacustrine,3,By a stream,0.055046199,0.003741456,0.47184781,4.04E-07,0.999842933
372,1858,W14103137-CR21N,2.1,5.2,3.65,3.1,Clay,Fine,,No,Yes,Medium to high,45,Vx/Vr,Moderately rugged,Undulating,0,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,,0.116324105,0.012242353,0.571528122,2.43E-06,0.99982701
373,1859,W14103137-CR21N,1.5,2.1,1.8,0.6,Clay,Fine,,No,Yes,High,87,,Moderately rugged,Undulating,0,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,,0.23737837,0.022881474,0.786449289,3.72E-06,0.999952947
374,1860,W14103137-CR21N,6.1,6.3,6.2,0.2,Clay,Fine,,No,Yes,Low,8,Vs,Moderately rugged,Undulating,0,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,,0.056352566,0.00664705,0.351343961,1.55E-06,0.999460851
375,1861,W14103137-CR21N,5.2,5.9,5.55,0.7,Clay,Fine,,No,Yes,Low,8,Vx,Moderately rugged,Undulating,0,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,,0.057576763,0.00691274,0.352400814,1.63E-06,0.999457053
376,1862,W14103137-CR21N,5.9,6.1,6,0.2,Clay,Fine,,No,Yes,Medium to high,45,Vx,Moderately rugged,Undulating,0,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,,0.108118771,0.01063197,0.567420467,2.01E-06,0.999831347
564,1863,W14103137-CR21N,1.3,1.5,1.4,0.2,Organics,Organics,,No,Yes,Low,8,Vx,Moderately rugged,Undulating,0,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,,0.091808563,0.010339074,0.490744658,1.98E-06,0.999718205
565,1864,W14103137-CR21N,0.8,1.3,1.05,0.5,Organics,Organics,,No,Yes,Low,8,Vs,Moderately rugged,Undulating,0,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,,0.092836873,0.010558765,0.491368284,2.03E-06,0.999717138
1198,1868,W14103137-CR21S,1,1.2,1.1,0.2,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Moderately rugged,Undulating,3,Till,Lacustrine,Organics,3,Moraine,2,,0.544183365,0.090215661,0.924623923,1.23E-05,0.999960576
1199,1869,W14103137-CR21S,1.2,3,2.1,1.8,Organics,Organics,PEAT,No,Yes,High,87,,Moderately rugged,Undulating,3,Till,Lacustrine,Organics,3,Moraine,2,,0.718670452,0.136135129,0.970748699,1.49E-05,0.999989603
1200,1870,W14103137-CR21S,0,1,0.5,1,Organics,Organics,PEAT,No,Yes,High,87,,Moderately rugged,Undulating,3,Till,Lacustrine,Organics,3,Moraine,2,,0.729871994,0.147967159,0.971070878,1.70E-05,0.999989421
1389,1865,W14103137-CR21S,6,10.4,8.2,4.4,Till,Till,,No,Yes,Low,8,Vs,Moderately rugged,Undulating,3,Till,Lacustrine,Organics,3,Moraine,2,,0.184932268,0.022969985,0.673626814,3.08E-06,0.999753062
1390,1866,W14103137-CR21S,3.7,5.7,4.7,2,Till,Till,,No,Yes,Medium to high,45,Vx/Vs/Vr,Moderately rugged,Undulating,3,Till,Lacustrine,Organics,3,Moraine,2,,0.340838647,0.044096405,0.836530049,5.22E-06,0.999919966
1391,1867,W14103137-CR21S,3.5,3.7,3.6,0.2,Till,Till,,No,Yes,Medium to high,45,,Moderately rugged,Undulating,3,Till,Lacustrine,Organics,3,Moraine,2,,0.349555773,0.046998561,0.837599648,5.71E-06,0.999919009
1392,1871,W14103137-CR21S,3,3.5,3.25,0.5,Till,Till,,No,Yes,Low,8,Vx/Vr,Moderately rugged,Undulating,3,Till,Lacustrine,Organics,3,Moraine,2,,0.212531814,0.030774175,0.681337568,4.62E-06,0.999739496
377,1883,W14103137-CR23aS,4,4.2,4.1,0.2,Clay,Fine,,No,Yes,Medium to high,45,Vx/Vr,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,,0.283578427,0.046734265,0.742216472,2.80E-05,0.999632827
378,1889,W14103137-CR23aS,0.4,0.6,0.5,0.2,Clay,Fine,,No,Yes,Medium to high,45,Vc,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,,0.309905386,0.0574938,0.74709657,3.75E-05,0.999618266
379,1890,W14103137-CR23aS,1.05,1.5,1.275,0.45,Clay,Fine,,No,Yes,Low,8,Vc,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,,0.178177562,0.035383506,0.548501018,2.77E-05,0.998787794
380,1891,W14103137-CR23aS,1.5,1.9,1.7,0.4,Clay,Fine,,No,Yes,Medium to high,45,Vs,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,,0.300980226,0.053671094,0.745476683,3.40E-05,0.999623183
381,1892,W14103137-CR23aS,2.4,3.1,2.75,0.7,Clay,Fine,,No,Yes,Medium to high,45,Vs,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,,0.293292146,0.050524106,0.744053689,3.12E-05,0.999627433
382,1894,W14103137-CR23aS,3.1,4,3.55,0.9,Clay,Fine,,No,Yes,Low,8,Vs,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,,0.166796031,0.030960393,0.544481228,2.30E-05,0.998817198
383,1896,W14103137-CR23aS,2,2.4,2.2,0.4,Clay,Fine,,No,Yes,No visible ice,0,Nbn,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,,0.152808063,0.030429543,0.499273138,2.44E-05,0.998456679
384,1897,W14103137-CR23aS,1.9,2,1.95,0.1,Clay,Fine,,No,Yes,Low,8,Vr,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,,0.174738503,0.034011176,0.547308969,2.62E-05,0.998796594
566,1893,W14103137-CR23aS,0,0.4,0.2,0.4,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,,0.393658534,0.067573599,0.83578784,3.31E-05,0.999809964
704,1880,W14103137-CR23aS,18.3,21.3,19.8,3,Sand,Coarse,,No,Yes,Low,8,Vx,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,,0.139668341,0.021987818,0.529976183,1.39E-05,0.999068399
705,1881,W14103137-CR23aS,4.2,4.3,4.25,0.1,Sand,Coarse,,No,Yes,Medium to high,45,Vx/Vr,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,,0.360811464,0.083981075,0.75286607,6.31E-05,0.999655927
706,1882,W14103137-CR23aS,12.7,15.25,13.975,2.55,Sand,Coarse,,No,Yes,No visible ice,0,Nbn,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,,0.146116726,0.02816228,0.492662769,2.12E-05,0.998724197
707,1884,W14103137-CR23aS,4.3,7.6,5.95,3.3,Sand,Coarse,,No,Yes,No visible ice,0,Nbn,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,,0.184819955,0.045044262,0.506965235,4.09E-05,0.998608778
708,1885,W14103137-CR23aS,15.25,18.3,16.775,3.05,Sand,Coarse,,No,Yes,Low,8,Vr,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,,0.152905934,0.02630369,0.535344766,1.78E-05,0.999037472
709,1886,W14103137-CR23aS,12,12.55,12.275,0.55,Sand,Coarse,,No,Yes,Low,8,Vr,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,,0.174478205,0.034283642,0.543315588,2.57E-05,0.998989556
710,1887,W14103137-CR23aS,8.2,12,10.1,3.8,Sand,Coarse,,No,Yes,No visible ice,0,Nbn,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,,0.163894944,0.035367299,0.499568889,2.91E-05,0.998669711
711,1888,W14103137-CR23aS,0.6,1.05,0.825,0.45,Sand,Coarse,,No,Yes,Low,8,Vc,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,,0.239983276,0.066416235,0.563487926,6.56E-05,0.998856617
712,1895,W14103137-CR23aS,7.6,8.2,7.9,0.6,Sand,Coarse,,No,Yes,Low,8,Vr,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,,0.197685163,0.044251648,0.551043825,3.68E-05,0.998940688
1232,1898,W14103137-CR30a1,5.9,21,13.45,15.1,Sand,Coarse,,No,Yes,Low,8,Nbe,Smooth,Undulating,0,Sand/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river,0.277940109,0.045593332,0.741047246,9.34E-06,0.999790863
1233,1899,W14103137-CR30a1,0,1.35,0.675,1.35,Sand,Coarse,,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0,Sand/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river,0.341105376,0.085835655,0.721430537,2.52E-05,0.999691177
1234,1900,W14103137-CR30a1,5.2,5.9,5.55,0.7,Sand,Coarse,,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0,Sand/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river,0.3037946,0.065281912,0.71439221,1.69E-05,0.999707021
1393,1901,W14103137-CR30a1,1.55,5.2,3.375,3.65,Till,Till,,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0,Sand/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river,0.18759957,0.027727556,0.638325943,4.34E-06,0.999665373
1235,1903,W14103137-CR30a2,6.7,12.7,9.7,6,Sand,Coarse,,No,Yes,Low,8,Vx,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river,0.305079525,0.056589856,0.746144518,1.27E-05,0.999782215
1236,1904,W14103137-CR30a2,15.2,16.1,15.65,0.9,Sand,Coarse,,No,Yes,Low,8,Vc,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river,0.262728332,0.040121778,0.738026037,7.80E-06,0.999795775
1237,1905,W14103137-CR30a2,4.3,4.4,4.35,0.1,Sand,Coarse,,No,Yes,No visible ice,0,Nbn,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river,0.312765876,0.069870536,0.716134598,1.87E-05,0.999703198
1238,1906,W14103137-CR30a2,4.4,6.7,5.55,2.3,Sand,Coarse,,No,Yes,Low,8,,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river,0.336769657,0.07164233,0.75170779,1.78E-05,0.999772228
1239,1908,W14103137-CR30a2,14.9,15.2,15.05,0.3,Sand,Coarse,,No,Yes,No visible ice,0,,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river,0.238237048,0.03775101,0.700374727,7.78E-06,0.999735599
