,Borehole.ID,Top.depth,Bottom.depth,Material,ASTM,Reinterpreted,Frozen,Visible.ice,Cryostructures,EI70,EI85,EI100,VRM,Slope,Organic.cover..m.,Mineral.soil..logs..first.3.m.,Surficial.materials..Rampton.1987.map.,Holocene.deposits,Holocene.conf,Deposit.type,Deposit.type.conf,Notes
2723,W14103137-S6-BH03,1,1.15,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2724,W14103137-S6-BH03,5.5,8.2,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2725,W14103137-S6-BH03,2.8,3.2,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2726,W14103137-S6-BH04,3.6,3.9,Till,,No,Yes,,,0,0,0,Smooth,Rolling,0.1,Silt/till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2728,W14103137-S6-BH04,6,9.3,Till,,No,Yes,,,0,0,0,Smooth,Rolling,0.1,Silt/till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2729,W14103137-S6-BH04,5.7,6,Till,,No,Yes,,,0,0,0,Smooth,Rolling,0.1,Silt/till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2730,W14103137-S6-BH04,5.4,5.7,Till,,No,Yes,,,0,0,0,Smooth,Rolling,0.1,Silt/till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2731,W14103137-S6-BH04,3.9,4.8,Till,,No,Yes,,,0,0,0,Smooth,Rolling,0.1,Silt/till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2734,W14103137-S6-BH04,4.8,5.4,Till,,No,Yes,,,0,0,0,Smooth,Rolling,0.1,Silt/till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2735,W14103137-S6-BH04,0.5,0.5,Till,,No,Yes,,,0,0,0,Smooth,Rolling,0.1,Silt/till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2736,W14103137-S6-BH04,3.3,3.6,Till,,No,Yes,,,0,0,0,Smooth,Rolling,0.1,Silt/till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2737,W14103137-S6-BH04,0.5,3.3,Till,,No,Yes,,,0,0,0,Smooth,Rolling,0.1,Silt/till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2738,W14103137-S6-BH05,0.1,2,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2740,W14103137-S6-BH05,3.5,5.5,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2741,W14103137-S6-BH05,2,2.8,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2743,W14103137-S6-BH05,2.8,3.5,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2744,W14103137-S6-BH06,4.3,4.8,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2745,W14103137-S6-BH06,1.6,1.9,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2746,W14103137-S6-BH06,0.1,1.6,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2747,W14103137-S6-BH06,5.9,8.5,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2748,W14103137-S6-BH06,1.9,2.1,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2750,W14103137-S6-BH06,8.5,10,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2751,W14103137-S6-BH06,4.8,4.9,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2752,W14103137-S6-BH06,4.9,5.5,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2753,W14103137-S6-BH06,3.4,4,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2754,W14103137-S6-BH06,2.1,3.2,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2755,W14103137-S6-BH06,5.5,5.9,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2756,W14103137-S6-BH06,3.2,3.4,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2757,W14103137-S6-BH06,4,4.3,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2765,W14103137-S6-BH08,3.4,5.8,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Gravel/till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2767,W14103137-S6-BH08,1.8,3.4,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Gravel/till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2768,W14103137-S6-BH08,7.6,10,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Gravel/till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2769,W14103137-S6-BH08,7.3,7.6,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Gravel/till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2770,W14103137-S6-BH08,6.1,7.3,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Gravel/till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2771,W14103137-S6-BH08,5.8,6.1,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Gravel/till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2772,W14103137-S6-BH08,0.2,1.8,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Gravel/till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
2788,W14103137-S6-BH11,4.7,5.8,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2789,W14103137-S6-BH11,2.4,2.8,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2790,W14103137-S6-BH11,3.5,3.9,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2791,W14103137-S6-BH11,1.9,2.4,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2792,W14103137-S6-BH11,4.2,4.7,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2793,W14103137-S6-BH11,3.3,3.5,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2795,W14103137-S6-BH11,2.8,3.3,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2797,W14103137-S6-BH11,0.1,1.9,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2799,W14103137-S6-BH12,3.4,4.1,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2800,W14103137-S6-BH12,2.7,3.4,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2801,W14103137-S6-BH12,0.1,1.9,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2802,W14103137-S6-BH12,7.3,9.1,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2803,W14103137-S6-BH12,4.1,7.3,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2804,W14103137-S6-BH12,1.9,2.7,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2805,W14103137-S6-BH13,0.1,0.5,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2806,W14103137-S6-BH13,3.3,6.4,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2807,W14103137-S6-BH13,7.3,8.3,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2808,W14103137-S6-BH13,1.3,1.6,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2809,W14103137-S6-BH13,6.4,7.3,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2812,W14103137-S6-BH13,1.6,1.8,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2813,W14103137-S6-BH13,0.5,1.3,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2814,W14103137-S6-BH13,3.1,3.3,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2815,W14103137-S6-BH13,1.8,3.1,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2819,W14103137-S6-BH15,0,2.7,Till,,No,Yes,,,0,0,0,Smooth,Rolling,0,Till,Colluvial,None,2,Moraine,3,
2820,W14103137-S6-BH15,2.7,8.2,Till,,No,Yes,,,0,0,0,Smooth,Rolling,0,Till,Colluvial,None,2,Moraine,3,
2821,W14103137-S6-BH15,8.2,9.1,Till,,No,Yes,,,0,0,0,Smooth,Rolling,0,Till,Colluvial,None,2,Moraine,3,
2823,W14103137-S6-BH16,0.6,9.1,Till,,No,Yes,,,0,0,0,Smooth,Rolling,0.1,Till,Colluvial,Organics,3,Moraine,3,
3,170-1-10,0,0.3,,,,No,,,0,0,0,Smooth,Undulating,0.3,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
8,170-1-17,0,0.6,,,,No,,,0,0,0,Smooth,Undulating,0,Silt/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
16,170-1-18,0,0.1,,,,No,,,0,0,0,Smooth,Flat,0.1,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
25,170-1-2,0,0.3,,,,No,,,0,0,0,Smooth,Rolling,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,2,Near ice wedge polygons and thermokarst lakes
63,170-1-35,0,0.3,,,,No,,,0,0,0,Smooth,Undulating,0.3,None,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,1,Near ice wedge polygons and thermokarst lakes
75,170-1-4,0,0.6,,,,No,,,0,0,0,Smooth,Undulating,0,Silt,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
77,170-1-41,0,0.1,,,,No,,,0,0,0,Smooth,Undulating,0.1,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
89,170-1-5,0,0.5,,,,No,,,0,0,0,Smooth,Rolling,0.5,None,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,1,Near ice wedge polygons and thermokarst lakes
90,170-1-7,0,1.5,,,,No,,,0,0,0,Smooth,Flat,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
92,170-1-8,0,1.1,,,,No,,,0,0,0,Smooth,Undulating,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,2,Near ice wedge polygons and thermokarst lakes
103,172-2-2,0,0.1,,,,No,,,0,0,0,Smooth,Flat,0.1,Silt,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
124,172-2-7,0,0.6,,,,No,,,0,0,0,Smooth,Undulating,0.6,Silt,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
129,174-01,0,0.1,,,,No,,,0,0,0,Smooth,Undulating,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
132,174-02,0,0.1,,,,No,,,0,0,0,Moderately rugged,Undulating,0.1,Silt/till/sand,Glaciofluvial (ice-contact),Organics,3,Moraine,1,Near ice wedge polygons and thermokarst lakes
164,174-09,0,0.1,,,,No,,,0,0,0,Moderately rugged,Rolling,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons and thermokarst lakes
203,174-18,0,0.1,,,,No,,,0,0,0,Smooth,Undulating,0.1,Clay/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
215,174-20,0,0.1,,,,No,,,0,0,0,Moderately rugged,Undulating,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
224,174-22,0,0.1,,,,No,,,0,0,0,Smooth,Undulating,0.1,Silt/clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
246,174-28,0,0.1,,,,No,,,0,0,0,Moderately rugged,Rolling,0.1,Till/gravel,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons and thermokarst lakes
271,174-34,0,0.1,,,,No,,,0,0,0,Smooth,Flat,0.1,Till/clay,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons and thermokarst lakes
277,174-36,0,0.1,,,,No,,,0,0,0,Smooth,Undulating,0.1,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
280,174-37,0,0.1,,,,No,,,0,0,0,Moderately rugged,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
293,174-39,0,0.1,,,,No,,,0,0,0,Moderately rugged,Undulating,0.1,Clay/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
308,174-50,0,0.1,,,,No,,,0,0,0,Rugged,Rolling,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,
310,174-51,0,0.2,,,,No,,,0,0,0,Smooth,Undulating,0.2,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,
321,174-53,0,0.1,,,,No,,,0,0,0,Moderately rugged,Rolling,0.1,Clay/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,
324,174-54,0,0.2,,,,No,,,0,0,0,Rugged,Rolling,0.2,Silt/sand/till,Glaciofluvial (ice-contact),Organics,3,Moraine,1,
356,174-60,0,0.1,,,,No,,,0,0,0,Moderately rugged,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,2,Glaciolacustrine,2,Within ice wedge polygons
357,174-60,0.1,0.5,,,,No,,,0,0,0,Moderately rugged,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,2,Glaciolacustrine,2,Within ice wedge polygons
371,177 South - 15,0,0.1,,,,No,,,0,0,0,Smooth,Flat,0.1,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
378,177 South - 3,0,0.2,,,,No,,,0,0,0,Smooth,Undulating,0.2,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
382,177 South - 5,0,0.1,,,,No,,,0,0,0,Smooth,Undulating,0.1,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
391,177 South - 7,0,0.1,,,,No,,,0,0,0,Smooth,Undulating,0.1,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
392,177 South - 8,0,0.1,,,,No,,,0,0,0,Smooth,Undulating,0.1,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
411,19A-03,0,0.2,,,,No,,,0,0,0,Smooth,Undulating,0.2,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons
421,19A-04,0,0.2,,,,No,,,0,0,0,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
428,19A-06,0,0.1,,,,No,,,0,0,0,Smooth,Undulating,0.1,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons
435,19A-07,0,0.2,,,,No,,,0,0,0,Smooth,Undulating,0.2,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons
440,19A-08,0,0.2,,,,No,,,0,0,0,Smooth,Undulating,0.2,Till/gravel,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons
446,19A-09,0,0.2,,,,No,,,0,0,0,Smooth,Undulating,0.2,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
451,19A-10,0,0.2,,,,No,,,0,0,0,Moderately rugged,Undulating,0.2,Clay/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
464,2.45-1-1,0,0.9,,,,No,,,0,0,0,Rugged,Undulating,0,Silt/till,Hummocky,Colluvial,2,Moraine,3,Near a river and thermokarst lakes
466,2.45-1-1,0.9,2.7,,,,No,,,0,0,0,Rugged,Undulating,0,Silt/till,Hummocky,Colluvial,2,Moraine,3,Near a river and thermokarst lakes
467,2.45-1-10,0,2.7,,,,No,,,0,0,0,Moderately rugged,Undulating,2.7,None,Hummocky,Organics,3,Glaciolacustrine,1,Near a river and thermokarst lakes
468,2.45-1-11,0,0.2,,,,No,,,0,0,0,Rugged,Flat,0.2,Till,Hummocky,Organics,3,Moraine,3,Near a river and thermokarst lakes
472,2.45-1-12,0,0.15,,,,No,,,0,0,0,Moderately rugged,Undulating,0.15,Silt/sand,Hummocky,Organics,3,Glaciolacustrine,2,Near a river and thermokarst lakes
478,2.45-1-13,0,0.15,,,,No,,,0,0,0,Smooth,Undulating,0.15,Till/clay,Hummocky,Organics,3,Moraine,2,Near a river and thermokarst lakes
481,2.45-1-15,0,0.15,,,,No,,,0,0,0,Smooth,Flat,1.6,None,Hummocky,Organics,3,Glaciolacustrine,1,Near a river and thermokarst lakes
485,2.45-1-16,0,0.15,,,,No,,,0,0,0,Moderately rugged,Undulating,0.15,Till/silt,Hummocky,Organics,3,Moraine,3,Near a river and thermokarst lakes
487,2.45-1-19,0,0.15,,,,No,,,0,0,0,Smooth,Flat,0.15,Silt,Hummocky,Organics,3,Glaciolacustrine,3,Near a river and thermokarst lakes
489,2.45-1-2,0.9,2.3,,,,No,,,0,0,0,Moderately rugged,Undulating,0.9,Silt/till,Hummocky,Organics,3,Glaciolacustrine,2,Near a river and thermokarst lakes
490,2.45-1-2,0,0.9,,,,No,,,0,0,0,Moderately rugged,Undulating,0.9,Silt/till,Hummocky,Organics,3,Glaciolacustrine,2,Near a river and thermokarst lakes
499,2.45-1-22,0,0.05,,,,No,,,0,0,0,Smooth,Flat,0.05,Till,Hummocky,Organics,3,Moraine,3,Near a river and thermokarst lakes
501,2.45-1-22,0.05,1.5,,,,No,,,0,0,0,Smooth,Flat,0.05,Till,Hummocky,Organics,3,Moraine,3,Near a river and thermokarst lakes
511,2.45-1-3,0.25,0.8,,,,No,,,0,0,0,Moderately rugged,Undulating,0.25,Silt,Hummocky,Organics,3,Glaciolacustrine,3,Near a river and thermokarst lakes
512,2.45-1-3,0,0.25,,,,No,,,0,0,0,Moderately rugged,Undulating,0.25,Silt,Hummocky,Organics,3,Glaciolacustrine,3,Near a river and thermokarst lakes
515,2.45-1-4,0,0.15,,,,No,,,0,0,0,Smooth,Rolling,0.15,Silt/sand,Hummocky,Organics,3,Glaciolacustrine,2,Near a river and thermokarst lakes
517,2.45-1-5,0,0.3,,,,No,,,0,0,0,Smooth,Undulating,0,Silt/till,Hummocky,Colluvial,1,Glaciolacustrine,3,Near a river and thermokarst lakes
520,2.45-1-5,0.3,0.9,,,,No,,,0,0,0,Smooth,Undulating,0,Silt/till,Hummocky,Colluvial,1,Glaciolacustrine,3,Near a river and thermokarst lakes
521,2.45-1-6,0,0.2,,,,No,,,0,0,0,Smooth,Undulating,0.2,Silt,Hummocky,Organics,3,Glaciolacustrine,3,Near a river and thermokarst lakes
526,2.45-1-7,0,0.25,,,,No,,,0,0,0,Smooth,Undulating,0.25,Silt,Hummocky,Organics,3,Glaciolacustrine,3,Near a river and thermokarst lakes
530,2.45-1-8,0,0.1,,,,No,,,0,0,0,Moderately rugged,Undulating,0.1,Silt,Hummocky,Organics,3,Glaciolacustrine,3,Near a river and thermokarst lakes
550,307-14-1,0,0.1,,,,No,,,0,0,0,Moderately rugged,Flat,0.1,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
553,307-14-1a,0,0.8,,,,No,,,0,0,0,Smooth,Undulating,0.8,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
554,307-14-2,0,0.1,,,,No,,,0,0,0,Smooth,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons and thermokarst lakes
558,307-14-3,0,0.6,,,,No,,,0,0,0,Smooth,Undulating,0.6,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
560,307-14-4,0,1.1,,,,No,,,0,0,0,Smooth,Flat,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
561,307-14-5,0,0.1,,,,No,,,0,0,0,Rugged,Undulating,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
571,307-7-10,0,0.2,,,,No,,,0,0,0,Smooth,Undulating,0.2,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
572,307-7-11,0,0.2,,,,No,,,0,0,0,Smooth,Undulating,0.2,None,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,1,Near ice wedge polygons and thermokarst lakes
579,307-7-3,0,0.2,,,,No,,,0,0,0,Moderately rugged,Undulating,0.8,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
580,307-7-3,0.2,0.8,,,,No,,,0,0,0,Moderately rugged,Undulating,0.8,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
585,307-7-5,0,0.1,,,,No,,,0,0,0,Smooth,Flat,0.1,Till/sand,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
586,307-7-5,0.1,1.1,,,,No,,,0,0,0,Smooth,Flat,0.1,Till/sand,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
593,307-7-6,0,0.2,,,,No,,,0,0,0,Moderately rugged,Flat,0.2,Silt/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
602,307-7-9,0,0.2,,,,No,,,0,0,0,Smooth,Flat,0.2,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
605,307-8-1,0,0.3,,,,No,,,0,0,0,Smooth,Undulating,0.3,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
626,307-8-6,0,0.2,,,,No,,,0,0,0,Smooth,Undulating,0.2,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
630,307-8-7,0,0.2,,,,No,,,0,0,0,Smooth,Flat,0.2,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
637,307-8-9,0,0.2,,,,No,,,0,0,0,Smooth,Undulating,0.2,Till/silt,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
655,309-03,0,0.1,,,,No,,,0,0,0,Rugged,Rolling,0.1,Silt/clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
696,309-11,0,0.1,,,,No,,,0,0,0,Moderately rugged,Moderately steep,0.1,Silt/clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
722,309-18,0,5.5,,,,No,,,0,0,0,Moderately rugged,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near thermokarst lakes
723,309-18,5.5,12.2,,,,No,,,0,0,0,Moderately rugged,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near thermokarst lakes
731,309-22,0,0.1,,,,No,,,0,0,0,Smooth,Undulating,0.1,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
746,309-25,0,0.2,,,,No,,,0,0,0,Moderately rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
773,309-29,0,0.2,,,,No,,,0,0,0,Rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
828,309-38,0,0.1,,,,No,,,0,0,0,Moderately rugged,Undulating,0.1,Clay/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
833,309-40,0,0.1,,,,No,,,0,0,0,Smooth,Undulating,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near thermokarst lakes
837,309-41,0,0.2,,,,No,,,0,0,0,Moderately rugged,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near thermokarst lakes
863,309-49,10.1,12.2,,,,No,,,0,0,0,Moderately rugged,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,2,Near thermokarst lakes
864,309-49,0,10.1,,,,No,,,0,0,0,Moderately rugged,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,2,Near thermokarst lakes
868,309-51,0,0.1,,,,No,,,0,0,0,Smooth,Undulating,0.6,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
