,Borehole.ID,Top.depth,Bottom.depth,Material,ASTM,Reinterpreted,Frozen,Visible.ice,Cryostructures,EI70,EI85,EI100,VRM,Slope,Organic.cover..m.,Mineral.soil..logs..first.3.m.,Surficial.materials..Rampton.1987.map.,Holocene.deposits,Holocene.conf,Deposit.type,Deposit.type.conf,Notes
396,19A-01,6.1,6.4,Till,GM,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons
419,19A-04,1.5,3,Till,GM,No,Yes,,,0,0,0,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
434,19A-07,0.2,1.5,Till,GM,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons
470,2.45-1-11,0.2,6.1,Till,,No,Yes,,,0,0,0,Rugged,Flat,0.2,Till,Hummocky,Organics,3,Moraine,3,Near a river and thermokarst lakes
475,2.45-1-13,0.15,1.8,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.15,Till/clay,Hummocky,Organics,3,Moraine,2,Near a river and thermokarst lakes
483,2.45-1-15,3.7,4.1,Till,,No,Yes,,,0,0,0,Smooth,Flat,1.6,None,Hummocky,Organics,3,Glaciolacustrine,1,Near a river and thermokarst lakes
484,2.45-1-16,0.15,2.1,Till,,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.15,Till/silt,Hummocky,Organics,3,Moraine,3,Near a river and thermokarst lakes
492,2.45-1-2,2.3,5.2,Till,,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.9,Silt/till,Hummocky,Organics,3,Glaciolacustrine,2,Near a river and thermokarst lakes
493,2.45-1-20,5.6,6.9,Till,,No,Yes,,,0,0,0,Smooth,Flat,0,Silt/till,Hummocky,Colluvial,2,Moraine,3,Near a river and thermokarst lakes
495,2.45-1-20,0.8,5.6,Till,,No,Yes,,,0,0,0,Smooth,Flat,0,Silt/till,Hummocky,Colluvial,2,Moraine,3,Near a river and thermokarst lakes
500,2.45-1-22,1.5,6.1,Till,,No,Yes,,,0,0,0,Smooth,Flat,0.05,Till,Hummocky,Organics,3,Moraine,3,Near a river and thermokarst lakes
518,2.45-1-5,0.9,4,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0,Silt/till,Hummocky,Colluvial,1,Glaciolacustrine,3,Near a river and thermokarst lakes
563,307-14-5,0.1,1.5,Till,GC,Yes,Yes,,,0,0,0,Rugged,Undulating,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
588,307-7-5,1.1,2.3,Till,GM-GC,Yes,Yes,,,0,0,0,Smooth,Flat,0.1,Till/sand,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
607,307-8-1,0.3,2,Till,GC,Yes,Yes,,,0,0,0,Smooth,Undulating,0.3,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
627,307-8-6,0.2,2.6,Till,GM-GC,Yes,Yes,,,0,0,0,Smooth,Undulating,0.2,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
962,312-16,3.8,4.6,Till,GM,No,Yes,,,0,0,0,Smooth,Flat,0.1,Clay/till,Alluvial,Organics,3,Glaciolacustrine,2,
965,312-16,3.4,3.8,Till,GM,No,Yes,,,0,0,0,Smooth,Flat,0.1,Clay/till,Alluvial,Organics,3,Glaciolacustrine,2,
968,312-16,4.6,6.7,Till,GM,No,Yes,,,0,0,0,Smooth,Flat,0.1,Clay/till,Alluvial,Organics,3,Glaciolacustrine,2,
987,312-20,1.5,3,Till,GM,No,Yes,,,0,0,0,Smooth,Flat,0.2,Till,Alluvial,Organics,3,Moraine,3,Near braided river system
1024,312-27,1.5,3,Till,GM,No,Yes,,,0,0,0,Smooth,Flat,1.5,Till,Alluvial,Organics,3,Moraine,2,Near braided river system
1169,AH109.6C,9.4,10.4,Till,NA,No,Yes,,,0,0,0,Smooth,Undulating,5,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
1207,ENG.YARC03097-01//177_Pit (NTGS 11),0,2.4,Till,TILL,No,Yes,,,0,0,0,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons
1209,ENG.YARC03097-01//177_Pit (NTGS 11),2.4,5.5,Till,TILL,No,Yes,,,0,0,0,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons
1211,ENG.YARC03097-01//177_Pit (NTGS 11),5.5,6.3,Till,TILL,No,Yes,,,0,0,0,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons
1212,ENG.YARC03097-01//177_Pond (NTGS 12),4.9,6.3,Till,TILL,No,Yes,,,0,0,0,Smooth,Undulating,1.5,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Within ice wedge polygons
1214,ENG.YARC03097-01//177_Pond (NTGS 12),4.6,4.9,Till,TILL,No,Yes,,,0,0,0,Smooth,Undulating,1.5,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Within ice wedge polygons
1216,ENG.YARC03097-01//177_Pond (NTGS 12),1.2,3,Till,TILL,No,Yes,,,0,0,0,Smooth,Undulating,1.5,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Within ice wedge polygons
1218,ENG.YARC03097-01//177_Pond (NTGS 12),6.3,10.1,Till,TILL,No,Yes,,,0,0,0,Smooth,Undulating,1.5,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Within ice wedge polygons
1225,ENG.YARC03097-01//Gunghi BH-01,3.1,3.8,Till,TILL,No,Yes,,,0,0,0,Rugged,Undulating,0,Till,Hummocky,None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
1227,ENG.YARC03097-01//Gunghi BH-01,7.9,8.1,Till,TILL,No,Yes,,,0,0,0,Rugged,Undulating,0,Till,Hummocky,None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
1228,ENG.YARC03097-01//Gunghi BH-01,3.8,7.9,Till,TILL,No,Yes,,,0,0,0,Rugged,Undulating,0,Till,Hummocky,None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
1232,ENG.YARC03097-01//Gunghi BH-01,0,3,Till,TILL,No,Yes,,,0,0,0,Rugged,Undulating,0,Till,Hummocky,None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
1234,ENG.YARC03097-01//Gunghi BH-02,0,3,Till,TILL,No,Yes,,,0,0,0,Rugged,Undulating,0,Till,Hummocky,None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
1235,ENG.YARC03097-01//Gunghi BH-02,3,6,Till,TILL,No,Yes,,,0,0,0,Rugged,Undulating,0,Till,Hummocky,None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
1238,ENG.YARC03097-01//Gunghi BH-02,6,6.6,Till,TILL,No,Yes,,,0,0,0,Rugged,Undulating,0,Till,Hummocky,None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
1241,ENG.YARC03097-01//Gunghi BH-02,8.8,9.9,Till,TILL,No,Yes,,,0,0,0,Rugged,Undulating,0,Till,Hummocky,None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
1242,ENG.YARC03097-01//Gunghi BH-02,9.9,12,Till,TILL,No,Yes,,,0,0,0,Rugged,Undulating,0,Till,Hummocky,None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
1245,ENG.YARC03097-01//Gunghi BH-02,6.6,8.8,Till,TILL,No,Yes,,,0,0,0,Rugged,Undulating,0,Till,Hummocky,None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
1248,ENG.YARC03097-01//HUS_H (NTGS 7),2.4,5.7,Till,TILL,No,Yes,,,0,0,0,Smooth,Flat,0.9,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,
1266,ENG.YARC03097-01//HUS_R (NTGS 9),5.4,10.1,Till,TILL,No,Yes,,,0,0,0,Smooth,Undulating,5.5,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,Within ice wedge polygons
1275,ENG.YARC03097-01//HUS_Slump (NTGS 17),0.5,2.1,Till,TILL,No,Yes,,,0,0,0,Smooth,Undulating,0.5,Till/clay,Glaciofluvial (outwash),Organics,3,Moraine,2,Near thermokarst lake
1283,ENG.YARC03097-01//I401A_Upper (NTGS 16),0.5,1.2,Till,TILL,No,Yes,,,0,0,0,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,3,Moraine,3,Reworked rolling hills
1289,ENG.YARC03097-01//INU_H (NTGS 2),19.2,19.5,Till,TILL,No,Yes,,,0,0,0,Rugged,Flat,1.5,Till,Hummocky,Organics,3,Moraine,3,Reworked rolling hills
1290,ENG.YARC03097-01//INU_H (NTGS 2),10,10.2,Till,TILL,No,Yes,,,0,0,0,Rugged,Flat,1.5,Till,Hummocky,Organics,3,Moraine,3,Reworked rolling hills
1292,ENG.YARC03097-01//INU_H (NTGS 2),10.6,12.5,Till,TILL,No,Yes,,,0,0,0,Rugged,Flat,1.5,Till,Hummocky,Organics,3,Moraine,3,Reworked rolling hills
1293,ENG.YARC03097-01//INU_H (NTGS 2),14.5,15.5,Till,TILL,No,Yes,,,0,0,0,Rugged,Flat,1.5,Till,Hummocky,Organics,3,Moraine,3,Reworked rolling hills
1295,ENG.YARC03097-01//INU_H (NTGS 2),15.5,19.2,Till,TILL,No,Yes,,,0,0,0,Rugged,Flat,1.5,Till,Hummocky,Organics,3,Moraine,3,Reworked rolling hills
1296,ENG.YARC03097-01//INU_H (NTGS 2),13.1,14.5,Till,TILL,No,Yes,,,0,0,0,Rugged,Flat,1.5,Till,Hummocky,Organics,3,Moraine,3,Reworked rolling hills
1300,ENG.YARC03097-01//INU_H (NTGS 2),7.2,8.5,Till,TILL,No,Yes,,,0,0,0,Rugged,Flat,1.5,Till,Hummocky,Organics,3,Moraine,3,Reworked rolling hills
1301,ENG.YARC03097-01//INU_H (NTGS 2),8.5,10,Till,TILL,No,Yes,,,0,0,0,Rugged,Flat,1.5,Till,Hummocky,Organics,3,Moraine,3,Reworked rolling hills
1302,ENG.YARC03097-01//INU_H (NTGS 2),12.5,13.1,Till,TILL,No,Yes,,,0,0,0,Rugged,Flat,1.5,Till,Hummocky,Organics,3,Moraine,3,Reworked rolling hills
1306,ENG.YARC03097-01//INU_P (NTGS 1),6.8,10.1,Till,TILL,No,Yes,,,0,0,0,Smooth,Flat,2,Till,Hummocky,Organics,3,Moraine,3,Within ice wedge polygons
1308,ENG.YARC03097-01//INU_P (NTGS 1),6.4,6.8,Till,TILL,No,Yes,,,0,0,0,Smooth,Flat,2,Till,Hummocky,Organics,3,Moraine,3,Within ice wedge polygons
1311,ENG.YARC03097-01//INU_R (NTGS 3),10,10.6,Till,TILL,No,Yes,,,0,0,0,Rugged,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
1314,ENG.YARC03097-01//INU_R (NTGS 3),3,3.8,Till,TILL,No,Yes,,,0,0,0,Rugged,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
1316,ENG.YARC03097-01//INU_R (NTGS 3),3.8,8.5,Till,TILL,No,Yes,,,0,0,0,Rugged,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
1321,ENG.YARC03097-01//ITH-01,0,2.44,Till,TILL,No,Yes,,,0,0,0,Smooth,Undulating,0,Till/clay,Hummocky,None,2,Moraine,2,
1323,ENG.YARC03097-01//ITH-02,0,0.9,Till,TILL,No,Yes,,,0,0,0,Smooth,Undulating,0,Till/clay,Lacustrine,None,2,Moraine,2,
1326,ENG.YARC03097-01//ITH-03,0,1,Till,TILL,No,Yes,,,0,0,0,Smooth,Undulating,0,Till/silt,Hummocky,None,2,Moraine,2,
1328,ENG.YARC03097-01//ITH-04,0,2.1,Till,TILL,No,Yes,,,0,0,0,Moderately rugged,Undulating,0,Till/silt,Hummocky,None,2,Moraine,2,
1329,ENG.YARC03097-01//ITH-04,2.1,2.44,Till,TILL,No,Yes,,,0,0,0,Moderately rugged,Undulating,0,Till/silt,Hummocky,None,2,Moraine,2,
1332,ENG.YARC03097-01//ITH-05,0,1.65,Till,TILL,No,Yes,,,0,0,0,Smooth,Undulating,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
1334,ENG.YARC03097-01//ITH-06,0,2.1,Till,TILL,No,Yes,,,0,0,0,Smooth,Flat,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
1342,ENG.YARC03097-01//ITH-07,0,2.1,Till,TILL,No,Yes,,,0,0,0,Smooth,Flat,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
1344,ENG.YARC03097-01//ITH-08,0,2.44,Till,TILL,No,Yes,,,0,0,0,Smooth,Undulating,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
1346,ENG.YARC03097-01//ITH-09,0,1.5,Till,TILL,No,Yes,,,0,0,0,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,
1352,ENG.YARC03097-01//ITH-10,0,4.3,Till,TILL,No,Yes,,,0,0,0,Moderately rugged,Moderately steep,0,Till,Alluvial,None,2,Moraine,3,
1356,ENG.YARC03097-01//ITH-11,0,1.52,Till,TILL,No,Yes,,,0,0,0,Smooth,Rolling,0,Till/silt,Glaciofluvial (ice-contact),None,2,Moraine,2,
1357,ENG.YARC03097-01//ITH-12,0.8,2.74,Till,TILL,No,Yes,,,0,0,0,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,
1358,ENG.YARC03097-01//ITH-12,0,0.8,Till,TILL,No,Yes,,,0,0,0,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,
1363,ENG.YARC03097-01//ITH-13,0,0.9,Till,TILL,No,Yes,,,0,0,0,Smooth,Flat,0,Till/clay,Glaciofluvial (outwash),None,2,Moraine,2,Near ice wedge polygons
1366,ENG.YARC03097-01//ITH-14,0,1.21,Till,TILL,No,Yes,,,0,0,0,Smooth,Undulating,0,Till/silt,Glaciofluvial (outwash),None,2,Moraine,2,
1378,ENG.YARC03097-01//TUK_H (NTGS 10),1.2,1.5,Till,TILL,No,Yes,,,0,0,0,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
1380,ENG.YARC03097-01//TUK_H (NTGS 10),0.2,1.2,Till,TILL,No,Yes,,,0,0,0,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
1403,ENG.YARC03097-01//TVC_R (NTGS 6),2.4,3.9,Till,TILL,No,Yes,,,0,0,0,Smooth,Flat,1.5,Till/clay,Hummocky,Organics,3,Moraine,3,Within ice wedge polygons
1405,ENG.YARC03097-01//TVC_R (NTGS 6),1.5,2.4,Till,TILL,No,Yes,,,0,0,0,Smooth,Flat,1.5,Till/clay,Hummocky,Organics,3,Moraine,3,Within ice wedge polygons
1411,GSC1A - P2,0,1.2,Till,GC,No,Yes,,,0,0,0,Smooth,Rolling,0,Till/sand,Hummocky,None,2,Moraine,2,
1416,GSC1A - P3,0.2,0.9,Till,GC ,No,Yes,,,0,0,0,Smooth,Flat,0,Till/clay,Hummocky,None,2,Moraine,2,
1418,GSC1A - P3,0,0.2,Till,GC,No,Yes,,,0,0,0,Smooth,Flat,0,Till/clay,Hummocky,None,2,Moraine,2,
1484,GSC3 - 29,0.3,3.4,Till,GC-GM,No,Yes,,,0,0,0,Smooth,Undulating,0.3,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons
1702,I401A - 34,0,2.3,Till,GC,No,Yes,,,0,0,0,Rugged,Undulating,0,Till/clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
1739,I401A - 49,1.1,2.6,Till,GC,No,Yes,,,0,0,0,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,3,Moraine,2,
1782,I401A - 60,4.6,6.7,Till,GC-GM,No,Yes,,,0,0,0,Rugged,Undulating,0,Clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
1860,KP7 - P1,4.3,7.5,Till,GC,No,Yes,,,0,0,0,Rugged,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1932,PW10 - 30,4.6,7.9,Till,GC,No,Yes,,,0,0,0,Rugged,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
2014,PW11 - 9,0,2.4,Till,GC,No,Yes,,,0,0,0,Smooth,Undulating,0,Till/clay,Hummocky,Colluvial,2,Moraine,2,
2248,PW9 - P4,3,3.8,Till,GC,No,Yes,,,0,0,0,Rugged,Flat,0.3,Clay/till,Hummocky,Organics,3,Moraine,2,
2249,PW9 - P4,1.5,3,Till,GC,No,Yes,,,0,0,0,Rugged,Flat,0.3,Clay/till,Hummocky,Organics,3,Moraine,2,
2254,PW9 - P5,0.2,1.8,Till,GC,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Till/clay,Hummocky,Organics,3,Moraine,2,
2289,W14103137-AH117.8N,1.8,3.6,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
2290,W14103137-AH117.8N,0.1,1.8,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
2360,W14103137-CR15S,8.8,14.6,Till,,No,Yes,,,0,0,0,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
2362,W14103137-CR15S,15.1,20.2,Till,,No,Yes,,,0,0,0,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
2364,W14103137-CR15S,4.3,4.7,Till,,No,Yes,,,0,0,0,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
2365,W14103137-CR15S,20.2,21,Till,,No,Yes,,,0,0,0,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
2366,W14103137-CR15S,14.6,15.1,Till,,No,Yes,,,0,0,0,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
2367,W14103137-CR15S,4.7,8.8,Till,,No,Yes,,,0,0,0,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
2384,W14103137-CR17aN,2.2,2.8,Till,,No,Yes,,,0,0,0,Moderately rugged,Undulating,2.2,Till,Hummocky,Organics,3,Moraine,3,
2385,W14103137-CR17aN,2.8,4.4,Till,,No,Yes,,,0,0,0,Moderately rugged,Undulating,2.2,Till,Hummocky,Organics,3,Moraine,3,
2389,W14103137-CR17aS,10.4,12.2,Till,,No,Yes,,,0,0,0,Moderately rugged,Flat,2.4,Silt,Hummocky,Organics,3,Glaciolacustrine,2,
2393,W14103137-CR17aS,12.2,15,Till,,No,Yes,,,0,0,0,Moderately rugged,Flat,2.4,Silt,Hummocky,Organics,3,Glaciolacustrine,2,
2395,W14103137-CR17aS,3.1,4.9,Till,,No,Yes,,,0,0,0,Moderately rugged,Flat,2.4,Silt,Hummocky,Organics,3,Glaciolacustrine,2,
2396,W14103137-CR17aS,6.7,10.4,Till,,No,Yes,,,0,0,0,Moderately rugged,Flat,2.4,Silt,Hummocky,Organics,3,Glaciolacustrine,2,
2397,W14103137-CR17aS,4.9,6.7,Till,,No,Yes,,,0,0,0,Moderately rugged,Flat,2.4,Silt,Hummocky,Organics,3,Glaciolacustrine,2,
2415,W14103137-CR18S,15.2,16.8,Till,,No,Yes,,,0,0,0,Rugged,Rolling,1.8,Clay,Hummocky,Organics,3,Glaciolacustrine,3,By a stream
2418,W14103137-CR18S,16.9,20.4,Till,,No,Yes,,,0,0,0,Rugged,Rolling,1.8,Clay,Hummocky,Organics,3,Glaciolacustrine,3,By a stream
2421,W14103137-CR18S,11.9,14.9,Till,,No,Yes,,,0,0,0,Rugged,Rolling,1.8,Clay,Hummocky,Organics,3,Glaciolacustrine,3,By a stream
2423,W14103137-CR18S,16.8,16.9,Till,,No,Yes,,,0,0,0,Rugged,Rolling,1.8,Clay,Hummocky,Organics,3,Glaciolacustrine,3,By a stream
2424,W14103137-CR18S,14.9,15.2,Till,,No,Yes,,,0,0,0,Rugged,Rolling,1.8,Clay,Hummocky,Organics,3,Glaciolacustrine,3,By a stream
2436,W14103137-CR21S,3.5,3.7,Till,,No,Yes,,,0,0,0,Moderately rugged,Undulating,3,Till,Lacustrine,Organics,3,Moraine,2,
2438,W14103137-CR21S,3.7,5.7,Till,,No,Yes,,,0,0,0,Moderately rugged,Undulating,3,Till,Lacustrine,Organics,3,Moraine,2,
2439,W14103137-CR21S,6,10.4,Till,,No,Yes,,,0,0,0,Moderately rugged,Undulating,3,Till,Lacustrine,Organics,3,Moraine,2,
2441,W14103137-CR21S,3,3.5,Till,,No,Yes,,,0,0,0,Moderately rugged,Undulating,3,Till,Lacustrine,Organics,3,Moraine,2,
2474,W14103137-CR30a1,1.55,5.2,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0,Sand/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river
2481,W14103137-CR30a2,0.9,3.2,Till,,No,Yes,,,0,0,0,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river
2508,W14103137-CR30a4,0.3,3.7,Till,,No,Yes,,,0,0,0,Rugged,Undulating,0.3,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,Near river
2548,W14103137-CR35aS,20.9,21.3,Till,,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.6,Silt/clay/till,Glaciolacustrine,Organics,3,Glaciolacustrine,3,
2554,W14103137-CR35aS,4.5,7.6,Till,,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.6,Silt/clay/till,Glaciolacustrine,Organics,3,Glaciolacustrine,3,
2557,W14103137-CR35aS,4.1,4.5,Till,,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.6,Silt/clay/till,Glaciolacustrine,Organics,3,Glaciolacustrine,3,
2560,W14103137-CR35aS,18.9,20.9,Till,,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.6,Silt/clay/till,Glaciolacustrine,Organics,3,Glaciolacustrine,3,
2561,W14103137-CR35aS,2.6,4.1,Till,,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.6,Silt/clay/till,Glaciolacustrine,Organics,3,Glaciolacustrine,3,
2562,W14103137-CR35aS,14,14.8,Till,,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.6,Silt/clay/till,Glaciolacustrine,Organics,3,Glaciolacustrine,3,
2584,W14103137-CR3S,4.2,5.8,Till,,No,Yes,,,0,0,0,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
2637,W14103137-CR8S,16,16.8,Till,,No,Yes,,,0,0,0,Rugged,Undulating,0.7,Silt,Hummocky,Organics,3,Glaciolacustrine,2,"By a stream, ice at the surface"
2642,W14103137-CR8S,16.8,21.3,Till,,No,Yes,,,0,0,0,Rugged,Undulating,0.7,Silt,Hummocky,Organics,3,Glaciolacustrine,2,"By a stream, ice at the surface"
2681,W14103137-CRA3N,10.7,11.5,Till,,No,Yes,,,0,0,0,Moderately rugged,Undulating,2.4,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
2686,W14103137-CRA3S,2.6,3,Till,,No,Yes,,,0,0,0,Smooth,Flat,2.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Within ice wedge polygons
2687,W14103137-CRA3S,4.6,8.2,Till,,No,Yes,,,0,0,0,Smooth,Flat,2.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Within ice wedge polygons
2692,W14103137-CRA3S,3,4.6,Till,,No,Yes,,,0,0,0,Smooth,Flat,2.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Within ice wedge polygons
2694,W14103137-S6-BH01,0.4,1.3,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Till,Colluvial,Organics,3,Moraine,3,
2697,W14103137-S6-BH01,1.3,1.6,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Till,Colluvial,Organics,3,Moraine,3,
2698,W14103137-S6-BH01,1.6,8.5,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Till,Colluvial,Organics,3,Moraine,3,
2700,W14103137-S6-BH01,0.2,0.4,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Till,Colluvial,Organics,3,Moraine,3,
2701,W14103137-S6-BH02,1.2,2.3,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2702,W14103137-S6-BH02,9.7,10,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2703,W14103137-S6-BH02,6.1,6.7,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2704,W14103137-S6-BH02,2.3,3.4,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2705,W14103137-S6-BH02,7.2,7.9,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2706,W14103137-S6-BH02,0.1,0.15,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2707,W14103137-S6-BH02,9.4,9.7,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2710,W14103137-S6-BH02,7.9,8.2,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2712,W14103137-S6-BH02,8.4,9.4,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2713,W14103137-S6-BH02,6.7,7.2,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2714,W14103137-S6-BH02,0.15,1.2,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2715,W14103137-S6-BH02,5,6.1,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2716,W14103137-S6-BH03,3.2,5.5,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2717,W14103137-S6-BH03,9.1,10,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2718,W14103137-S6-BH03,1.15,2.5,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2719,W14103137-S6-BH03,0.1,1,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2720,W14103137-S6-BH03,2.5,2.8,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2721,W14103137-S6-BH03,8.2,9.1,Till,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
