,Borehole.ID,Top.depth,Bottom.depth,Thickness,Material,ASTM,Reinterpreted,Frozen,Visible.ice,Cryostructures,EI70,EI85,EI100,VRM,Slope,Organic.cover..m.,Mineral.soil..logs..first.3.m.,Surficial.materials..Rampton.1987.map.,Holocene.deposits,Holocene.conf,Deposit.type,Deposit.type.conf,Notes
343,307-14-2,0.8,10.1,9.3,Coarse till,GP,Yes,Yes,Low,Vx,0,0,0,Smooth,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons and thermokarst lakes
345,307-14-3,0.6,6.2,5.6,Silt,ML,No,Yes,Low,Vx,0,0,0,Smooth,Undulating,0.6,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
347,307-14-4,1.1,3.4,2.3,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Flat,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
349,307-14-5,0.1,1.5,1.4,Fine till,GC,Yes,Yes,No visible ice,,0,0,0,Rugged,Undulating,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
350,307-14-5,1.5,2.7,1.2,Ice,ICE,No,Yes,ice,,70,85,100,Rugged,Undulating,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
351,307-7-1,0,0.8,0.8,Silt,ML,No,Yes,No visible ice,Nf,0,0,0,Smooth,Undulating,0,Silt/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
352,307-7-1,0.8,1.8,1,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,0,Silt/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
353,307-7-1,1.8,2.7,0.9,Sand,SM,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0,Silt/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
354,307-7-1,2.7,5.3,2.6,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,0,Silt/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
356,307-7-10,0.2,2,1.8,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,0.2,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
357,307-7-10,2,4.1,2.1,Silt,ML,No,Yes,No visible ice,,0,0,0,Smooth,Undulating,0.2,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
358,307-7-10,4.1,9.4,5.3,Coarse till,GP,Yes,Yes,No visible ice,,0,0,0,Smooth,Undulating,0.2,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
360,307-7-11,0.2,6.7,6.5,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,0.2,None,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,1,Near ice wedge polygons and thermokarst lakes
363,307-7-3,0.8,5.5,4.7,Coarse till,GP-GM,Yes,Yes,No visible ice,,0,0,0,Moderately rugged,Undulating,0.8,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
364,307-7-3,5.5,6.9,1.4,Ice,ICE,No,Yes,ice,,70,85,100,Moderately rugged,Undulating,0.8,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
365,307-7-4,0,0.6,0.6,Organics,ORGANICS,No,Yes,Low,Vx,0,0,0,Smooth,Rolling,0.6,Silt/till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons and thermokarst lakes
366,307-7-4,0.6,1.2,0.6,Silt,ML,Yes,Yes,Low,Vx,0,0,0,Smooth,Rolling,0.6,Silt/till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons and thermokarst lakes
367,307-7-4,1.2,4.3,3.1,Coarse till,GP,Yes,Yes,Low,Vx,0,0,0,Smooth,Rolling,0.6,Silt/till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons and thermokarst lakes
368,307-7-4,4.3,5.3,1,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Rolling,0.6,Silt/till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons and thermokarst lakes
371,307-7-5,1.1,2.3,1.2,Fine till,GM-GC,Yes,Yes,No visible ice,,0,0,0,Smooth,Flat,0.1,Till/sand,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
372,307-7-5,2.3,2.6,0.3,Sand,SM,No,Yes,No visible ice,,0,0,0,Smooth,Flat,0.1,Till/sand,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
373,307-7-5,2.6,3.8,1.2,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Flat,0.1,Till/sand,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
375,307-7-6,0.2,0.9,0.7,Silt,ML-SM,Yes,Yes,Low,Vx,0,0,0,Moderately rugged,Flat,0.2,Silt/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
376,307-7-6,0.9,2.3,1.4,Sand,SM,No,Yes,Low,Vs,0,0,0,Moderately rugged,Flat,0.2,Silt/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
377,307-7-6,2.3,3.8,1.5,Ice,ICE,No,Yes,ice,,70,85,100,Moderately rugged,Flat,0.2,Silt/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
379,307-7-9,0.2,5.5,5.3,Silt,ML,Yes,Yes,Low,Vx,0,0,0,Smooth,Flat,0.2,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
380,307-7-9,5.5,8.2,2.7,Sand,SM,No,Yes,Low,Vx,0,0,0,Smooth,Flat,0.2,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
381,307-7-9,8.2,8.5,0.3,Ice,ICE,No,Yes,Low,Vx,70,85,100,Smooth,Flat,0.2,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
383,307-8-1,0.3,2,1.7,Fine till,GC,Yes,Yes,Low,Vx,0,0,0,Smooth,Undulating,0.3,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
384,307-8-1,2,4.6,2.6,Coarse till,SP,Yes,Yes,Low,Vx,0,0,0,Smooth,Undulating,0.3,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
385,307-8-1,4.6,6.1,1.5,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,0.3,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
386,307-8-2,0,1.8,1.8,Silt,ML,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0,Silt,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
387,307-8-2,1.8,4,2.2,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,0,Silt,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
389,307-8-6,0.2,2.6,2.4,Fine till,GM-GC,Yes,Yes,Low,Vx,0,0,0,Smooth,Undulating,0.2,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
390,307-8-6,2.6,5.2,2.6,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,0.2,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
392,307-8-7,0.2,2,1.8,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Flat,0.2,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
393,307-8-7,2,4.6,2.6,Silt,ML-CL,Yes,Yes,Low,Vx,0,0,0,Smooth,Flat,0.2,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
394,307-8-7,4.6,10,5.4,Coarse till,SP-SM,Yes,Yes,Low,Vx,0,0,0,Smooth,Flat,0.2,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
395,307-8-8,0,4,4,Silt,ML,No,Yes,No visible ice,Nf,0,0,0,Smooth,Flat,0,Silt,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
396,307-8-8,4,7.9,3.9,Coarse till,SW-GC,Yes,Yes,No visible ice,Nf,0,0,0,Smooth,Flat,0,Silt,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
397,307-8-8,7.9,10,2.1,Sand,SM-SC,No,Yes,No visible ice,Nf,0,0,0,Smooth,Flat,0,Silt,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
399,307-8-9,0.2,1.1,0.9,Coarse till,SP-SM,No,Yes,Low,Vx,0,0,0,Smooth,Undulating,0.2,Till/silt,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
400,307-8-9,1.1,1.5,0.4,Silt,ML,No,Yes,Low,Vx,0,0,0,Smooth,Undulating,0.2,Till/silt,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
401,307-8-9,1.5,7.6,6.1,Coarse till,SW,Yes,Yes,Low,Vx,0,0,0,Smooth,Undulating,0.2,Till/silt,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
402,307-8-9,7.6,8.4,0.8,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,0.2,Till/silt,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
404,309-03,0.1,2.4,2.3,Silt,ML,No,Yes,Medium to high,Nbn,0,0,0,Rugged,Rolling,0.1,Silt/clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
405,309-03,2.4,3,0.6,Clay,CH,No,Yes,Medium to high,Vx/Nbn,0,0,0,Rugged,Rolling,0.1,Silt/clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
406,309-03,3,4.6,1.6,Coarse till,SW,No,Yes,Medium to high,Vx/Nbn,0,0,0,Rugged,Rolling,0.1,Silt/clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
407,309-03,4.6,5.5,0.9,Coarse till,SP-SM,No,Yes,Medium to high,Vx/Nbn,0,0,0,Rugged,Rolling,0.1,Silt/clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
408,309-03,5.5,5.9,0.4,Ice,ICE,No,Yes,ice,,70,85,100,Rugged,Rolling,0.1,Silt/clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
409,309-03,5.9,7.2,1.3,Coarse till,SP,No,Yes,Low,Nf,0,0,0,Rugged,Rolling,0.1,Silt/clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
410,309-03,7.2,7.6,0.4,Ice,ICE,No,Yes,ice,,70,85,100,Rugged,Rolling,0.1,Silt/clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
411,309-03,7.6,9.1,1.5,Coarse till,SP-SM,No,Yes,Low,Nf,0,0,0,Rugged,Rolling,0.1,Silt/clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
412,309-03,9.1,10.7,1.6,Coarse till,SP,No,Yes,Low,Nf,0,0,0,Rugged,Rolling,0.1,Silt/clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
414,309-11,0.1,1,0.9,Silt,ML,No,Yes,Medium to high,Nbn,0,0,0,Moderately rugged,Moderately steep,0.1,Silt/clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
415,309-11,1,2.9,1.9,Clay,CH,No,Yes,Medium to high,Vx/Nbn,0,0,0,Moderately rugged,Moderately steep,0.1,Silt/clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
416,309-11,2.9,4.6,1.7,Ice,ICE,No,Yes,ice,,70,85,100,Moderately rugged,Moderately steep,0.1,Silt/clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
417,309-11,4.6,5.8,1.2,Clay,CH,No,Yes,Medium to high,Vx/Nbn,0,0,0,Moderately rugged,Moderately steep,0.1,Silt/clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
418,309-11,5.8,7.6,1.8,Coarse till,SP,No,Yes,Medium to high,,0,0,0,Moderately rugged,Moderately steep,0.1,Silt/clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
422,309-22,0.1,1,1,Silt,ML,No,Yes,Medium to high,Nbn,0,0,0,Smooth,Undulating,0.1,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
423,309-22,1,2.6,1.6,Gravel,GW,No,Yes,Low,Nf,0,0,0,Smooth,Undulating,0.1,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
424,309-22,2.6,5.8,3.2,Clay,CH,No,Yes,Medium to high,Vx/Nbn,0,0,0,Smooth,Undulating,0.1,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
425,309-22,5.8,7.6,1.8,Coarse till,SW,No,Yes,Low,Nbn/Nf,0,0,0,Smooth,Undulating,0.1,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
426,309-22,7.6,10.7,3.1,Coarse till,SP,No,Yes,Low,Nbn/Nf,0,0,0,Smooth,Undulating,0.1,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
428,309-25,0.2,1.5,1.3,Silt,ML,No,Yes,Medium to high,Nbn,0,0,0,Moderately rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
429,309-25,1.5,7.6,6.1,Gravel,GW,No,Yes,Low,Nbn/Nf,0,0,0,Moderately rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
430,309-25,10.4,10.7,0.3,Ice,ICE,No,Yes,ice,,70,85,100,Moderately rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
431,309-25,10.7,13.7,3,Gravel,GW,No,Yes,Low,Nf,0,0,0,Moderately rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
432,309-25,13.7,15.2,1.5,Gravel,GP-GM,No,Yes,Low,,0,0,0,Moderately rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
433,309-25,7.6,8,0.4,Gravel,GW,No,Yes,Medium to high,,0,0,0,Moderately rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
434,309-25,8,9.1,1.1,Gravel,GW,No,Yes,Medium to high,Nbn/Nf,0,0,0,Moderately rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
435,309-25,9.1,10.4,1.3,Coarse till,SW,No,Yes,Medium to high,Nbe,0,0,0,Moderately rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
437,309-29,0.2,1.2,1,Silt,ML,No,Yes,Low,Vx,0,0,0,Rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
438,309-29,1.2,1.5,0.3,Sand,SM,No,Yes,No visible ice,Nf,0,0,0,Rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
439,309-29,1.5,7.4,5.9,Gravel,GP-GM,No,Yes,Low,,0,0,0,Rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
440,309-29,7.4,8,0.6,Sand,SM,No,Yes,Low,,0,0,0,Rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
441,309-29,8,11.6,3.6,Sand,SM,No,Yes,No visible ice,Nf,0,0,0,Rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
443,309-38,0.1,0.6,0.5,Clay,CH,No,Yes,Medium to high,Nbn,0,0,0,Moderately rugged,Undulating,0.1,Clay/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
444,309-38,0.6,1.5,0.9,Coarse till,SP,No,Yes,Low,Nf,0,0,0,Moderately rugged,Undulating,0.1,Clay/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
445,309-38,1.5,5.5,4,Gravel,GP-GM,No,Yes,Low,Nf,0,0,0,Moderately rugged,Undulating,0.1,Clay/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
446,309-38,5.5,7.6,2.1,Ice,ICE,No,Yes,ice,,70,85,100,Moderately rugged,Undulating,0.1,Clay/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
448,309-40,0.1,1.2,1.1,Coarse till,SP-SM,No,Yes,Medium to high,Vx/Nf,0,0,0,Smooth,Undulating,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near thermokarst lakes
449,309-40,1.2,3,1.8,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near thermokarst lakes
451,309-41,0.2,0.6,0.5,Organics,ORGANICS,No,Yes,No visible ice,Nf,0,0,0,Moderately rugged,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near thermokarst lakes
452,309-41,0.6,2.4,1.8,Ice,ICE,No,Yes,ice,,70,85,100,Moderately rugged,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near thermokarst lakes
453,309-41,2.4,3,0.6,Coarse till,SP-SM,No,Yes,Low,Vx/Nf,0,0,0,Moderately rugged,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near thermokarst lakes
454,309-41,3,4.6,1.6,Gravel,GW-GM,No,Yes,No visible ice,Nf,0,0,0,Moderately rugged,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near thermokarst lakes
455,309-41,4.6,6.1,1.5,Ice,ICE,No,Yes,ice,,70,85,100,Moderately rugged,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near thermokarst lakes
459,309-51,0.1,0.6,0.6,Organics,ORGANICS,No,Yes,No visible ice,Nf,0,0,0,Smooth,Undulating,0.6,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
460,309-51,0.6,1.5,0.9,Clay,CL,No,Yes,Low,Nbe,0,0,0,Smooth,Undulating,0.6,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
461,309-51,1.5,3,1.5,Sand,SM,No,Yes,No visible ice,Nf,0,0,0,Smooth,Undulating,0.6,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
462,309-51,3,5.8,2.8,Coarse till,SP-SM,No,Yes,No visible ice,,0,0,0,Smooth,Undulating,0.6,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
463,309-51,5.8,6.6,0.8,Coarse till,SP-SM,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0.6,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
465,312-01,0.2,0.3,0.1,Silt,ML,No,Yes,Medium to high,Vs,0,0,0,Moderately rugged,Undulating,0.2,Silt/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
466,312-01,0.3,1.2,0.9,Silt,ML,No,Yes,Medium to high,Nbn,0,0,0,Moderately rugged,Undulating,0.2,Silt/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
467,312-01,1.2,4.6,3.4,Gravel,GP-GM,No,Yes,Low,Nf,0,0,0,Moderately rugged,Undulating,0.2,Silt/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
468,312-01,4.6,5,0.4,Coarse till,SW-SM,No,Yes,Medium to high,Nbn,0,0,0,Moderately rugged,Undulating,0.2,Silt/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
469,312-01,5,9.1,4.1,Gravel,GW,No,Yes,Medium to high,Nbn,0,0,0,Moderately rugged,Undulating,0.2,Silt/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
471,312-04,0.1,1,0.9,Clay,CL,No,Yes,Medium to high,Vx/Nbn,0,0,0,Rugged,Steep,0.1,Clay/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
472,312-04,1,5.5,4.5,Gravel,GW-GM,No,Yes,Low,Nf,0,0,0,Rugged,Steep,0.1,Clay/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
473,312-04,5.5,6.1,0.6,Gravel,GW-GM,No,Yes,Medium to high,Nbe,0,0,0,Rugged,Steep,0.1,Clay/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
474,312-04,6.1,8.2,2.1,Gravel,GW-GM,No,Yes,Low,Nf,0,0,0,Rugged,Steep,0.1,Clay/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
475,312-04,8.2,8.5,0.3,Clay,CH,No,Yes,Medium to high,Nbn,0,0,0,Rugged,Steep,0.1,Clay/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
476,312-04,8.5,10.7,2.2,Sand,SC,No,Yes,Medium to high,Nbn,0,0,0,Rugged,Steep,0.1,Clay/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
478,312-07a,0.2,0.6,0.5,Organics,ORGANICS,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,0.2,Till,Alluvial,Organics,3,Moraine,2,
479,312-07a,0.6,1.2,0.6,Coarse till,SW-SM,No,Yes,No visible ice,Nf,0,0,0,Smooth,Undulating,0.2,Till,Alluvial,Organics,3,Moraine,2,
480,312-08,0,1.5,1.5,Silt,ML,No,Yes,Low,Vx/Nbe,0,0,0,Smooth,Undulating,0,Silt/sand,Alluvial,None,1,Glaciolacustrine,2,
481,312-08,1.5,4.6,3.1,Sand,SC,No,Yes,No visible ice,Nf,0,0,0,Smooth,Undulating,0,Silt/sand,Alluvial,None,1,Glaciolacustrine,2,
482,312-08,4.6,6.1,1.5,Sand,SC,No,Yes,Low,Vc,0,0,0,Smooth,Undulating,0,Silt/sand,Alluvial,None,1,Glaciolacustrine,2,
483,312-08,6.1,7.5,1.4,Sand,SC,No,Yes,No visible ice,Nf,0,0,0,Smooth,Undulating,0,Silt/sand,Alluvial,None,1,Glaciolacustrine,2,
484,312-08,7.5,9.1,1.6,Sand,SC,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,0,Silt/sand,Alluvial,None,1,Glaciolacustrine,2,
485,312-12,0,1.5,1.5,Organics,ORGANICS,No,Yes,Low,Vx,0,0,0,Moderately rugged,Undulating,1.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,
486,312-12,1.5,3,1.5,Clay,CL,No,Yes,Low,Vx/Nbe,0,0,0,Moderately rugged,Undulating,1.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,
487,312-12,3,5.8,2.8,Gravel,GP-GM,No,Yes,No visible ice,Nf,0,0,0,Moderately rugged,Undulating,1.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,
488,312-12,5.8,6.1,0.3,Coarse till,SP-SM,No,Yes,No visible ice,Nf,0,0,0,Moderately rugged,Undulating,1.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,
489,312-12,6.1,7.6,1.5,Sand,SM,No,Yes,No visible ice,Nf,0,0,0,Moderately rugged,Undulating,1.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,
490,312-12,7.6,9.1,1.5,Sand,SM,No,Yes,Medium to high,Vx,0,0,0,Moderately rugged,Undulating,1.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,
492,312-15,0.1,1.5,1.4,Coarse till,SP,No,Yes,Low,Nf,0,0,0,Smooth,Undulating,0.1,Till/sand,Alluvial,Organics,3,Moraine,2,
493,312-15,1.5,2.4,0.9,Sand,SC,No,Yes,Medium to high,Nbn,0,0,0,Smooth,Undulating,0.1,Till/sand,Alluvial,Organics,3,Moraine,2,
494,312-15,2.4,3,0.6,Gravel,GW,No,Yes,Low,Nf,0,0,0,Smooth,Undulating,0.1,Till/sand,Alluvial,Organics,3,Moraine,2,
495,312-15,3,4,1,Silt,ML,No,Yes,Medium to high,Nbn/Nbe,0,0,0,Smooth,Undulating,0.1,Till/sand,Alluvial,Organics,3,Moraine,2,
496,312-15,4,6.1,2.1,Coarse till,SP,No,Yes,Medium to high,Nbn/Nbe,0,0,0,Smooth,Undulating,0.1,Till/sand,Alluvial,Organics,3,Moraine,2,
497,312-15,6.1,7.6,1.5,Clay,CH,No,Yes,Medium to high,Vx/Vs/Nbn,0,0,0,Smooth,Undulating,0.1,Till/sand,Alluvial,Organics,3,Moraine,2,
499,312-16,0.1,1.2,1.1,Clay,CH,No,Yes,Medium to high,Nbn,0,0,0,Smooth,Flat,0.1,Clay/till,Alluvial,Organics,3,Glaciolacustrine,2,
500,312-16,1.2,2.4,1.2,Coarse till,SW-SM,No,Yes,Medium to high,,0,0,0,Smooth,Flat,0.1,Clay/till,Alluvial,Organics,3,Glaciolacustrine,2,
501,312-16,2.4,3.4,1,Sand,SM,No,Yes,Medium to high,Vx,0,0,0,Smooth,Flat,0.1,Clay/till,Alluvial,Organics,3,Glaciolacustrine,2,
502,312-16,3.4,3.8,0.4,Fine till,GM,No,Yes,Medium to high,,0,0,0,Smooth,Flat,0.1,Clay/till,Alluvial,Organics,3,Glaciolacustrine,2,
