,Borehole.ID,Top.depth,Bottom.depth,Thickness,Material,ASTM,Reinterpreted,Frozen,Visible.ice,Cryostructures,EI70,EI85,EI100,VRM,Slope,Organic.cover..m.,Mineral.soil..logs..first.3.m.,Surficial.materials..Rampton.1987.map.,Holocene.deposits,Holocene.conf,Deposit.type,Deposit.type.conf,Notes
1313,PW13 - P1,4.2,8,3.8,Clay,CL-ML,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0,Silt/clay,Hummocky,None,2,Glaciolacustrine,3,
1314,PW13 - P1,8,10.6,2.6,Clay,CL-ML,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,0,Silt/clay,Hummocky,None,2,Glaciolacustrine,3,
1315,PW13 - P2,0,2.5,2.5,Clay,CL-ML,No,Yes,Medium to high,Vx,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1316,PW13 - P2,2.5,6.1,3.7,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1317,PW13 - P3,0,3.4,3.4,Silt,ML,No,Yes,No visible ice,Nbn,0,0,0,Smooth,Undulating,0,Silt,Colluvial,None,2,Glaciolacustrine,3,
1318,PW13 - P3,3.4,8,4.6,Clay,CL-ML,No,Yes,No visible ice,Nbn,0,0,0,Smooth,Undulating,0,Silt,Colluvial,None,2,Glaciolacustrine,3,
1319,PW13 - P3,8,9.1,1.1,Sand,SC-SM,No,Yes,No visible ice,Nbn,0,0,0,Smooth,Undulating,0,Silt,Colluvial,None,2,Glaciolacustrine,3,
1320,PW13 - P4,0,1.5,1.5,Clay,CL,No,Yes,Medium to high,Vx/Vc,0,0,0,Smooth,Undulating,0,Clay,Till blanket,None,2,Glaciolacustrine,3,
1321,PW13 - P4,1.5,6.1,4.6,Clay,CL,No,Yes,Low,Vx,0,0,0,Smooth,Undulating,0,Clay,Till blanket,None,2,Glaciolacustrine,3,
1322,PW13 - P5,0,1.5,1.5,Clay,CL,No,Yes,Medium to high,Vx,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1323,PW13 - P5,1.5,3,1.5,Clay,CL,No,Yes,Medium to high,,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1324,PW13 - P5,3,4.6,1.6,Clay,CL,No,Yes,Low,,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1325,PW13 - P5,4.6,6.1,1.5,Clay,CL,No,Yes,Medium to high,,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1326,PW13 - P6,0,1.5,1.5,Clay,CL,No,Yes,Medium to high,Vx,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1327,PW13 - P6,1.5,3,1.5,Clay,CL,No,Yes,Medium to high,,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1328,PW13 - P6,3,4.6,1.6,Clay,CL,No,Yes,Low,,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1329,PW13 - P6,4.6,9.2,4.6,Clay,CL,No,Yes,No visible ice,Nf,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1330,PW17 - 22,0,1.5,1.5,Clay,CL,No,Yes,Medium to high,Vx/Vc,0,0,0,Smooth,Rolling,0,Clay,Colluvial,None,2,Glaciolacustrine,3,
1331,PW17 - 22,1.5,3.1,1.5,Clay,CL,No,Yes,Low,,0,0,0,Smooth,Rolling,0,Clay,Colluvial,None,2,Glaciolacustrine,3,
1332,PW17 - 22,3.1,6.1,3.1,Clay,CL,No,Yes,Medium to high,,0,0,0,Smooth,Rolling,0,Clay,Colluvial,None,2,Glaciolacustrine,3,
1333,PW17 - P1,0,1.5,1.5,Clay,CL,No,Yes,High,Vx/Vc,0,0,0,Smooth,Undulating,0,Clay,Colluvial,None,2,Glaciolacustrine,3,
1334,PW17 - P1,1.5,3.1,1.5,Clay,CL,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,0,Clay,Colluvial,None,2,Glaciolacustrine,3,
1335,PW17 - P1,3.1,6.1,3.1,Clay,CL,No,Yes,Medium to high,Vx/Vc,0,0,0,Smooth,Undulating,0,Clay,Colluvial,None,2,Glaciolacustrine,3,
1337,PW17 - P4,0.6,1.5,0.9,Clay,CL,No,Yes,Medium to high,Vx/Vc,0,0,0,Smooth,Undulating,0.6,Clay,Colluvial,Organics,3,Glaciolacustrine,3,
1338,PW17 - P4,1.5,3.1,1.5,Clay,CL,No,Yes,Low,Vx,0,0,0,Smooth,Undulating,0.6,Clay,Colluvial,Organics,3,Glaciolacustrine,3,
1339,PW17 - P4,3.1,6.1,3.1,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,0.6,Clay,Colluvial,Organics,3,Glaciolacustrine,3,
1340,PW17 - P5,0,1.5,1.5,Clay,CL,No,Yes,Medium to high,Vx/Vc,0,0,0,Smooth,Rolling,0,Clay,Colluvial,None,2,Glaciolacustrine,3,
1341,PW17 - P5,1.5,3.1,1.6,Clay,CL,No,Yes,High,,0,0,0,Smooth,Rolling,0,Clay,Colluvial,None,2,Glaciolacustrine,3,
1342,PW17 - P6,0,3.1,3.1,Ice,ICE,No,Yes,ice,,70,85,100,Moderately rugged,Rolling,0,None,Colluvial,None,2,Glaciolacustrine,2,Only ice. Assigned glaciolacustrine based on surrounding boreholes and ice at the surface is assumed to be wedge ice.
1343,PW17 - P7,0,0.8,0.8,Silt,MH,No,Yes,Medium to high,Vx/Vc,0,0,0,Smooth,Rolling,0,Silt/clay,Colluvial,None,2,Glaciolacustrine,3,
1344,PW17 - P7,0.8,2.4,1.7,Silt,MH,No,Yes,Medium to high,,0,0,0,Smooth,Rolling,0,Silt/clay,Colluvial,None,2,Glaciolacustrine,3,
1345,PW17 - P7,2.4,3.1,0.6,Clay,CL,No,Yes,No visible ice,Nf,0,0,0,Smooth,Rolling,0,Silt/clay,Colluvial,None,2,Glaciolacustrine,3,
1346,PW17 - P7,3.1,4.6,1.5,Clay,CL,No,Yes,Low,Vx/Vc,0,0,0,Smooth,Rolling,0,Silt/clay,Colluvial,None,2,Glaciolacustrine,3,
1347,PW17 - P7,4.6,6.1,1.5,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Rolling,0,Silt/clay,Colluvial,None,2,Glaciolacustrine,3,
1348,PW18 - P2,0,1.5,1.5,Sand,SC,No,Yes,No visible ice,Nf,0,0,0,Moderately rugged,Undulating,0,Sand/clay,Colluvial,Colluvial,2,Glaciolacustrine,2,Near thaw slump
1349,PW18 - P2,1.5,6.1,4.6,Clay,CL,No,Yes,No visible ice,Nf,0,0,0,Moderately rugged,Undulating,0,Sand/clay,Colluvial,Colluvial,2,Glaciolacustrine,2,Near thaw slump
1350,PW18 - P4,0,1.1,1.1,Clay,CL,No,Yes,Low,Vx,0,0,0,Smooth,Rolling,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near thaw slump
1351,PW18 - P4,1.1,3.4,2.3,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Rolling,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near thaw slump
1352,PW6 - P19,0,0.9,0.9,Clay,CH,No,Yes,Medium to high,Vx,0,0,0,Smooth,Rolling,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
1353,PW6 - P19,0.9,1.8,0.9,Clay,CH,No,Yes,Low,Nbe,0,0,0,Smooth,Rolling,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
1354,PW6 - P19,1.8,3.7,1.9,Clay,CH,No,Yes,No visible ice,Nbn,0,0,0,Smooth,Rolling,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
1355,PW6 - P19,3.7,6.7,3.1,Clay,CH,No,Yes,Medium to high,Vx,0,0,0,Smooth,Rolling,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
1356,PW6 - P19,6.7,8,1.3,Clay,CH,No,Yes,Medium to high,,0,0,0,Smooth,Rolling,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
1357,PW6 - P19,8,8.2,0.2,Clay,CH,No,Yes,Medium to high,Vx,0,0,0,Smooth,Rolling,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
1358,PW6 - P19,8.2,10.1,1.9,Clay,CH,No,Yes,Medium to high,,0,0,0,Smooth,Rolling,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
1359,PW6 - P21,0,0.3,0.3,Organics,ORGANICS,No,Yes,Low,Vx,0,0,0,Smooth,Rolling,0.3,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
1360,PW6 - P21,0.3,2,1.7,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Rolling,0.3,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
1361,PW6 - P21,2,3,1,Clay,CH,No,Yes,No visible ice,Nbn,0,0,0,Smooth,Rolling,0.3,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
1362,PW6 - P21,3,7.5,4.5,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Rolling,0.3,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
1363,PW6 - P21,7.5,9,1.5,Clay,CH,No,Yes,Low,Nbe,0,0,0,Smooth,Rolling,0.3,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
1365,PW6 - P4,0.2,1.5,1.3,Clay,CL,No,Yes,Low,Vc,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
1366,PW6 - P4,1.5,3,1.5,Clay,CL,No,Yes,Medium to high,Vr,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
1367,PW6 - P4,3,4.5,1.5,Clay,CL,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
1368,PW6 - P4,4.5,6,1.5,Clay,CL,No,Yes,Medium to high,Vc,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
1369,PW6 - P4,6,8,2,Clay,CL,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
1370,PW6 - P4,8,9,1,Clay,CL,No,Yes,Medium to high,Vc,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
1371,PW6 - P5,0,0.9,0.9,Silt,ML,No,Yes,Low,Vx,0,0,0,Smooth,Rolling,0,Silt/sand,Hummocky,None,2,Glaciolacustrine,2,Outide of LiDAR DEM range
1372,PW6 - P5,0.9,2.1,1.2,Silt,ML,No,Yes,Medium to high,Vx,0,0,0,Smooth,Rolling,0,Silt/sand,Hummocky,None,2,Glaciolacustrine,2,Outide of LiDAR DEM range
1373,PW6 - P5,2.1,3.7,1.6,Sand,SM,No,Yes,Low,,0,0,0,Smooth,Rolling,0,Silt/sand,Hummocky,None,2,Glaciolacustrine,2,Outide of LiDAR DEM range
1374,PW6 - P5,3.7,4.4,0.8,Sand,SM,No,Yes,No visible ice,Nbn,0,0,0,Smooth,Rolling,0,Silt/sand,Hummocky,None,2,Glaciolacustrine,2,Outide of LiDAR DEM range
1375,PW6 - P5,4.4,8,3.6,Sand,SM,No,Yes,No visible ice,,0,0,0,Smooth,Rolling,0,Silt/sand,Hummocky,None,2,Glaciolacustrine,2,Outide of LiDAR DEM range
1376,PW6 - P5,8,8.5,0.5,Sand,SM,No,Yes,No visible ice,Nbn,0,0,0,Smooth,Rolling,0,Silt/sand,Hummocky,None,2,Glaciolacustrine,2,Outide of LiDAR DEM range
1377,PW6 - P5,8.5,10.1,1.6,Clay,CH,No,Yes,Low,Vx,0,0,0,Smooth,Rolling,0,Silt/sand,Hummocky,None,2,Glaciolacustrine,2,Outide of LiDAR DEM range
1378,PW6 - P6,0,0.2,0.2,Organics,ORGANICS,No,Yes,Medium to high,Vc,0,0,0,Smooth,Flat,0.2,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
1379,PW6 - P6,0.2,1.5,1.3,Clay,CL,No,Yes,No visible ice,Nbn,0,0,0,Smooth,Flat,0.2,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
1380,PW6 - P6,1.5,3,1.5,Clay,CH,No,Yes,Medium to high,Vx/Vr,0,0,0,Smooth,Flat,0.2,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
1381,PW6 - P6,3,6,3,Clay,CL,No,Yes,Medium to high,Vr,0,0,0,Smooth,Flat,0.2,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
1382,PW6 - P6,6,7.8,1.8,Clay,CL,No,Yes,No visible ice,Nbn,0,0,0,Smooth,Flat,0.2,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
1383,PW9 - P1,0,1.5,1.5,Clay,CL,No,Yes,Medium to high,Vc,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1384,PW9 - P1,1.5,3,1.5,Clay,CL,No,Yes,High,Vc/Vx,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1385,PW9 - P1,3,4.6,1.6,Sand,SC,No,Yes,Low,Vc,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1386,PW9 - P1,4.6,6.1,1.5,Sand,SC-SM,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1387,PW9 - P1,6.1,7.6,1.5,Clay,CL,No,Yes,Medium to high,Vx/Vr,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1388,PW9 - P1,7.6,8,0.4,Clay,CL,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1389,PW9 - P1,8,10.1,2.1,Clay,CL,No,Yes,Medium to high,Vx/Vr,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1390,PW9 - P2,0,1.5,1.5,Clay,CL,No,Yes,Medium to high,Vx/Vr,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1391,PW9 - P2,1.5,4.6,3.1,Clay,CL,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1392,PW9 - P2,4.6,8,3.4,Clay,CL,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1393,PW9 - P2,8,10.1,2.1,Clay,CL,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1395,PW9 - P3,0.2,3,2.9,Clay,CL,No,Yes,Low,Nbe,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1396,PW9 - P3,10.1,10.7,0.6,Clay,CL,No,Yes,Low,Nbe,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1397,PW9 - P3,3,8.2,5.2,Clay,CL,No,Yes,Low,Vx/Vr,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1398,PW9 - P3,8.2,10.1,1.9,Clay,CL,No,Yes,Low,,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1400,PW9 - P4,0.3,1.5,1.2,Clay,CL,No,Yes,No visible ice,Nbn,0,0,0,Rugged,Flat,0.3,Clay/till,Hummocky,Organics,3,Moraine,2,
1401,PW9 - P4,1.5,3,1.5,Fine till,GC,No,Yes,Low,Vx,0,0,0,Rugged,Flat,0.3,Clay/till,Hummocky,Organics,3,Moraine,2,
1402,PW9 - P4,10.4,10.7,0.3,Clay,CL,No,Yes,Medium to high,,0,0,0,Rugged,Flat,0.3,Clay/till,Hummocky,Organics,3,Moraine,2,
1403,PW9 - P4,3,3.8,0.8,Fine till,GC,No,Yes,Low,Nbe,0,0,0,Rugged,Flat,0.3,Clay/till,Hummocky,Organics,3,Moraine,2,
1404,PW9 - P4,3.8,8.5,4.7,Clay,CL,No,Yes,Low,Nbe,0,0,0,Rugged,Flat,0.3,Clay/till,Hummocky,Organics,3,Moraine,2,
1405,PW9 - P4,8.5,10.4,1.9,Clay,CL,No,Yes,Low,Vx/Vr,0,0,0,Rugged,Flat,0.3,Clay/till,Hummocky,Organics,3,Moraine,2,
1407,PW9 - P5,0.2,1.8,1.7,Fine till,GC,No,Yes,No visible ice,Nbn,0,0,0,Smooth,Undulating,0.2,Till/clay,Hummocky,Organics,3,Moraine,2,
1408,PW9 - P5,1.8,3.7,1.9,Clay,CH,No,Yes,No visible ice,Nbn,0,0,0,Smooth,Undulating,0.2,Till/clay,Hummocky,Organics,3,Moraine,2,
1409,PW9 - P5,3.7,7.6,4,Clay,CH,No,Yes,Low,Vx,0,0,0,Smooth,Undulating,0.2,Till/clay,Hummocky,Organics,3,Moraine,2,
1410,PW9 - P5,7.6,8,0.4,Clay,CH,No,Yes,Low,,0,0,0,Smooth,Undulating,0.2,Till/clay,Hummocky,Organics,3,Moraine,2,
1411,PW9 - P5,8,10.7,2.7,Clay,CH,No,Yes,Low,Vx,0,0,0,Smooth,Undulating,0.2,Till/clay,Hummocky,Organics,3,Moraine,2,
1413,PW9 - P6,0.2,1.8,1.7,Organics,PEAT,No,Yes,Low,Vx,0,0,0,Smooth,Undulating,1.7,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
1414,PW9 - P6,1.8,3,1.2,Silt,ML,No,Yes,Low,Vx,0,0,0,Smooth,Undulating,1.7,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
1415,PW9 - P6,4.6,6.1,1.5,Silt,ML,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,1.7,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
1416,PW9 - P6,6.1,9.1,3,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,1.7,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
1417,PW9 - P6,9.1,9.8,0.6,Silt,ML,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,1.7,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
1418,PW9 - P6,9.8,10.7,0.9,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,1.7,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
1419,PW9 - P8,0,1.5,1.5,Organics,PEAT,No,Yes,Medium to high,Vx,0,0,0,Smooth,Flat,1.5,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1420,PW9 - P8,1.5,2.4,0.9,Clay,CH,No,Yes,Low,,0,0,0,Smooth,Flat,1.5,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1421,PW9 - P8,2.4,2.6,0.2,Clay,CH,No,Yes,Medium to high,Vx/Vr,0,0,0,Smooth,Flat,1.5,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1422,PW9 - P8,2.6,6.7,4.1,Clay,CH,No,Yes,Medium to high,,0,0,0,Smooth,Flat,1.5,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1423,PW9 - P8,6.7,7.2,0.5,Clay,CH,No,Yes,High,,0,0,0,Smooth,Flat,1.5,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1424,PW9 - P8,7.2,10.7,3.5,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Flat,1.5,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1426,W14103137-AH117.8N,0.1,1.8,1.7,Till,,No,Yes,Low,Vx,0,0,0,Smooth,Undulating,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
1427,W14103137-AH117.8N,1.8,3.6,1.8,Till,,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
1428,W14103137-AH117.8N,3.6,6.1,2.5,Sand,,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
1430,W14103137-AH18.15N,0.2,3.5,3.3,Clay,,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1431,W14103137-AH18.15N,3.5,4.9,1.4,Sand,,No,Yes,Low,Nbe,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1432,W14103137-AH18.15N,4.9,5.2,0.3,Clay,,No,Yes,Low,Nbe,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1433,W14103137-AH18.15S,0,1.2,1.2,Clay,,No,Yes,High,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1434,W14103137-AH18.15S,1.2,5.5,4.3,Clay,,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1435,W14103137-AH18.15S,5.5,5.8,0.3,Clay,,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
1436,W14103137-AH48.9N,0,0.6,0.6,Organics,ORGANICS,No,Yes,No visible ice,,0,0,0,Smooth,Undulating,0.6,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,
1437,W14103137-AH48.9N,0.6,3.6,3,Ice,,No,Yes,ice,,70,85,100,Smooth,Undulating,0.6,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,
1438,W14103137-AH48.9N,3.6,6.1,2.5,Clay,,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0.6,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,
1439,W14103137-AH48.9S,0,0.6,0.6,Organics,ORGANICS,No,Yes,No visible ice,,0,0,0,Smooth,Undulating,1.5,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,
1440,W14103137-AH48.9S,0.6,1.5,0.9,Organics,ORGANICS,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,1.5,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,
1441,W14103137-AH48.9S,1.5,6.1,4.6,Clay,,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,1.5,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,
1443,W14103137-AH90.3N,0.3,0.6,0.3,Organics,ORGANICS,No,Yes,Medium to high,,0,0,0,Smooth,Rolling,2.3,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
1444,W14103137-AH90.3N,0.6,1.8,1.2,Organics,ORGANICS,No,Yes,Low,,0,0,0,Smooth,Rolling,2.3,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
1445,W14103137-AH90.3N,1.8,2.3,0.5,Organics,ORGANICS,No,Yes,Medium to high,,0,0,0,Smooth,Rolling,2.3,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
1446,W14103137-AH90.3N,2.3,2.8,0.5,Silt,,No,Yes,Low,,0,0,0,Smooth,Rolling,2.3,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
1447,W14103137-AH90.3N,2.8,3.8,1,Silt,,No,Yes,No visible ice,Nbn,0,0,0,Smooth,Rolling,2.3,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
1448,W14103137-AH90.3N,3.8,4.3,0.5,Sand,,No,Yes,Low,Nbn/Nbe,0,0,0,Smooth,Rolling,2.3,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
1449,W14103137-AH90.3N,4.3,5.8,1.5,Silt,,No,Yes,Low,,0,0,0,Smooth,Rolling,2.3,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
1450,W14103137-CR15N,0,1.2,1.2,Organics,PEAT,No,Yes,Medium to high,Vx,0,0,0,Moderately rugged,Undulating,1.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1451,W14103137-CR15N,1.2,6.1,4.9,Clay,,No,Yes,Medium to high,Vx/Vs,0,0,0,Moderately rugged,Undulating,1.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1452,W14103137-CR15N,13.4,15.1,1.7,Clay,,No,Yes,Medium to high,,0,0,0,Moderately rugged,Undulating,1.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1453,W14103137-CR15N,15.1,21,5.9,Clay,,No,Yes,Medium to high,Vr,0,0,0,Moderately rugged,Undulating,1.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1454,W14103137-CR15N,6.1,13.4,7.3,Clay,,No,Yes,Medium to high,Vr,0,0,0,Moderately rugged,Undulating,1.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1455,W14103137-CR15S,0,1.2,1.2,Organics,PEAT,No,Yes,Medium to high,Vs,0,0,0,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1456,W14103137-CR15S,1.2,2,0.8,Organics,PEAT,No,Yes,Medium to high,Vr,0,0,0,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1457,W14103137-CR15S,14.6,15.1,0.5,Till,,No,Yes,Low,Vx,0,0,0,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1458,W14103137-CR15S,15.1,20.2,5.1,Till,,No,Yes,Low,Vs,0,0,0,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1459,W14103137-CR15S,2,4.3,2.3,Clay,,No,Yes,Medium to high,Vx,0,0,0,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1460,W14103137-CR15S,20.2,21,0.8,Till,,No,Yes,Low,,0,0,0,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1461,W14103137-CR15S,4.3,4.7,0.4,Till,,No,Yes,Low,Vx,0,0,0,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1462,W14103137-CR15S,4.7,8.8,4.1,Till,,No,Yes,Medium to high,Vx,0,0,0,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1463,W14103137-CR15S,8.8,14.6,5.8,Till,,No,Yes,Medium to high,Vx/Vr,0,0,0,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1465,W14103137-CR17aN,0.1,0.9,0.8,Organics,ORGANICS,No,Yes,Medium to high,Vr,0,0,0,Moderately rugged,Undulating,2.2,Till,Hummocky,Organics,3,Moraine,3,
